STRUCT_ID,AREA_SQ_FT,SOURCE,MAPPING_METHOD,PARCEL_LOC_ID,PARCEL_POLY_TYPE,PARCEL_MAP_NO,PARCEL_TOWN_ID,LOCAL_ID,OFFICIAL_PAR_ID
227968_900133,1487.05693972,City of Boston,OFFICIAL_LOCAL_ID,F_747913_2953181,FEE,22.0,35.0,Bos_2204040000_B0,2204040000.0
227968_900163,1466.33384779,City of Boston,OFFICIAL_LOCAL_ID,F_747915_2953285,FEE,22.0,35.0,Bos_2204038000_B0,2204038000.0
228124_900051,1418.47478612,City of Boston,OFFICIAL_LOCAL_ID,F_748428_2952919,FEE,22.0,35.0,Bos_2204090000_B0,2204090000.0
228069_899929,2350.93240721,City of Boston,OFFICIAL_LOCAL_ID,F_748258_2952492,FEE,22.0,35.0,Bos_2204100000_B0,2204100000.0
227863_899994,2341.84424833,City of Boston,OFFICIAL_LOCAL_ID,F_747576_2952733,FEE,22.0,35.0,Bos_2204152000_B0,2204152000.0
228130_899962,912.95879331,City of Boston,OFFICIAL_LOCAL_ID,F_748457_2952622,FEE,22.0,35.0,Bos_2204132000_B0,2204132000.0
228120_900019,2196.90010792,City of Boston,OFFICIAL_LOCAL_ID,F_748462_2952779,FEE,22.0,35.0,Bos_2204133003_B0,2204133003.0
227376_899860,1695.06726137,City of Boston,OFFICIAL_LOCAL_ID,F_745982_2952296,FEE,22.0,35.0,Bos_2204653000_B0,2204653000.0
227766_899809,965.92983376,City of Boston,OFFICIAL_LOCAL_ID,F_747246_2952132,FEE,22.0,35.0,Bos_2204668000_B0,2204668000.0
227903_899863,1421.88719031,City of Boston,OFFICIAL_LOCAL_ID,F_747707_2952282,FEE,22.0,35.0,Bos_2204692000_B0,2204692000.0
228155_900249,394.78060269,City of Boston,OFFICIAL_LOCAL_ID,F_748548_2953524,FEE,22.0,35.0,Bos_2204387000_B1,2204387000.0
232577_899693,1293.57528202,City of Boston,OFFICIAL_LOCAL_ID,F_763038_2951761,FEE,21.0,35.0,Bos_2100218000_B0,2100218000.0
232641_899718,1397.47151365,City of Boston,OFFICIAL_LOCAL_ID,F_763249_2951841,FEE,21.0,35.0,Bos_2100208000_B0,2100208000.0
228038_899033,1612.48730572,City of Boston,OFFICIAL_LOCAL_ID,F_748163_2949568,FEE,22.0,35.0,Bos_2205292000_B0,2205292000.0
227918_899011,2882.69392707,City of Boston,OFFICIAL_LOCAL_ID,F_747756_2949500,FEE,22.0,35.0,Bos_2205266000_B0,2205266000.0
228144_899296,25979.89333325,City of Boston,OFFICIAL_LOCAL_ID,F_747895_2950465,FEE,22.0,35.0,Bos_2205268080_B0,2205268080.0
228017_898988,1137.09210843,City of Boston,OFFICIAL_LOCAL_ID,F_748102_2949418,FEE,22.0,35.0,Bos_2205289000_B0,2205289000.0
228882_899346,1374.16235454,City of Boston,OFFICIAL_LOCAL_ID,F_750925_2950591,FEE,21.0,35.0,Bos_2102753000_B0,2102753000.0
228079_899105,1601.21873214,City of Boston,OFFICIAL_LOCAL_ID,F_748284_2949806,FEE,22.0,35.0,Bos_2205256000_B0,2205256000.0
227641_899068,15809.48289364,City of Boston,OFFICIAL_LOCAL_ID,F_746758_2949814,FEE,22.0,35.0,Bos_2205268050_B0,2205268050.0
230626_900409,2149.11557981,City of Boston,OFFICIAL_LOCAL_ID,F_756650_2954087,FEE,21.0,35.0,Bos_2100616000_B0,2100616000.0
230510_900435,2667.29616037,City of Boston,OFFICIAL_LOCAL_ID,F_756271_2954175,FEE,21.0,35.0,Bos_2100594000_B0,2100594000.0
230678_900450,9091.02550348,City of Boston,OFFICIAL_LOCAL_ID,F_756796_2954234,FEE,21.0,35.0,Bos_2100543000_B0,2100543000.0
229567_901243,1712.64831396,City of Boston,OFFICIAL_LOCAL_ID,F_753188_2956822,FEE,22.0,35.0,Bos_2200812000_B0,2200812000.0
229491_901044,1274.52660385,City of Boston,OFFICIAL_LOCAL_ID,F_752945_2956148,FEE,22.0,35.0,Bos_2200850000_B0,2200850000.0
229539_901173,1004.66844061,City of Boston,OFFICIAL_LOCAL_ID,F_753105_2956590,FEE,22.0,35.0,Bos_2200861000_B0,2200861000.0
229640_901111,961.12888923,City of Boston,OFFICIAL_LOCAL_ID,F_753413_2956403,FEE,22.0,35.0,Bos_2200912000_B0,2200912000.0
229608_900977,1516.29288279,City of Boston,OFFICIAL_LOCAL_ID,F_753303_2955950,FEE,22.0,35.0,Bos_2200935000_B0,2200935000.0
229746_901183,1260.6051325,City of Boston,OFFICIAL_LOCAL_ID,F_753757_2956618,FEE,22.0,35.0,Bos_2200964000_B0,2200964000.0
230806_900563,1377.61410775,City of Boston,OFFICIAL_LOCAL_ID,F_757240_2954595,FEE,21.0,35.0,Bos_2100487000_B0,2100487000.0
230707_900609,783.86501953,City of Boston,OFFICIAL_LOCAL_ID,F_756909_2954748,FEE,21.0,35.0,Bos_2100443000_B0,2100443000.0
230517_900574,1158.63788489,City of Boston,OFFICIAL_LOCAL_ID,F_756287_2954630,FEE,21.0,35.0,Bos_2100459001_B0,2100459001.0
227108_900422,451.61692076,City of Boston,OFFICIAL_LOCAL_ID,F_745066_2954152,FEE,22.0,35.0,Bos_2203656000_B1,2203656000.0
227061_900483,388.99872742,City of Boston,OFFICIAL_LOCAL_ID,F_744989_2954313,FEE,22.0,35.0,Bos_2203587000_B1,2203587000.0
227670_900210,1509.11927961,City of Boston,OFFICIAL_LOCAL_ID,F_746952_2953432,FEE,22.0,35.0,Bos_2203878000_B0,2203878000.0
228311_898840,10416.44978974,City of Boston,OFFICIAL_LOCAL_ID,F_749089_2948940,FEE,21.0,35.0,Bos_2102478000_B0,2102478000.0
228643_898982,15570.68904961,City of Boston,OFFICIAL_LOCAL_ID,F_750132_2949441,FEE,21.0,35.0,Bos_2102538000_B0,2102538000.0
228585_898995,5311.74808324,City of Boston,OFFICIAL_LOCAL_ID,F_749949_2949477,FEE,21.0,35.0,Bos_2102541000_B0,2102541000.0
229016_899116,7303.31024912,City of Boston,OFFICIAL_LOCAL_ID,F_751333_2949848,FEE,21.0,35.0,Bos_2102629000_B0,2102629000.0
229551_901216,1193.87350198,City of Boston,OFFICIAL_LOCAL_ID,F_753126_2956727,FEE,22.0,35.0,Bos_2200810000_B0,2200810000.0
229491_900954,620.81395354,City of Boston,OFFICIAL_LOCAL_ID,F_752968_2955865,FEE,22.0,35.0,Bos_2200837000_B1,2200837000.0
229503_901067,1469.98248518,City of Boston,OFFICIAL_LOCAL_ID,F_752979_2956242,FEE,22.0,35.0,Bos_2200852000_B0,2200852000.0
229531_901148,1577.7559299,City of Boston,OFFICIAL_LOCAL_ID,F_753071_2956507,FEE,22.0,35.0,Bos_2200859000_B0,2200859000.0
230263_901424,2463.02379938,City of Boston,OFFICIAL_LOCAL_ID,,,,,Bos_2201012000_B0,2201012000.0
229735_901187,1233.09052302,City of Boston,OFFICIAL_LOCAL_ID,F_753719_2956631,FEE,22.0,35.0,Bos_2200963000_B0,2200963000.0
229572_901020,1159.10323832,City of Boston,OFFICIAL_LOCAL_ID,F_753189_2956093,FEE,22.0,35.0,Bos_2200940000_B0,2200940000.0
229653_901145,791.78999621,City of Boston,OFFICIAL_LOCAL_ID,F_753447_2956487,FEE,22.0,35.0,Bos_2200907000_B0,2200907000.0
229641_901149,1034.16883132,City of Boston,OFFICIAL_LOCAL_ID,F_753406_2956504,FEE,22.0,35.0,Bos_2200906000_B0,2200906000.0
228304_900349,1439.56574645,City of Boston,OFFICIAL_LOCAL_ID,F_749031_2953887,FEE,22.0,35.0,Bos_2204261000_B0,2204261000.0
228186_900086,876.32605725,City of Boston,OFFICIAL_LOCAL_ID,F_748661_2953039,FEE,22.0,35.0,Bos_2204210000_B0,2204210000.0
228236_900170,810.60437296,City of Boston,OFFICIAL_LOCAL_ID,F_748821_2953338,FEE,22.0,35.0,Bos_2204161000_B1,2204161000.0
228238_900319,1408.81010862,City of Boston,OFFICIAL_LOCAL_ID,F_748806_2953803,FEE,22.0,35.0,Bos_2204287000_B0,2204287000.0
228348_900541,1195.05903669,City of Boston,OFFICIAL_LOCAL_ID,F_749158_2954509,FEE,22.0,35.0,Bos_2204311000_B0,2204311000.0
227190_900084,2047.86374209,City of Boston,OFFICIAL_LOCAL_ID,F_745372_2953015,FEE,22.0,35.0,Bos_2203724000_B0,2203724000.0
227189_899944,1376.75966432,City of Boston,OFFICIAL_LOCAL_ID,F_745367_2952576,FEE,22.0,35.0,Bos_2203778000_B0,2203778000.0
227519_900649,286.4008714,City of Boston,OFFICIAL_LOCAL_ID,F_746442_2954900,FEE,22.0,35.0,Bos_2203941000_B1,2203941000.0
227518_900676,965.30956626,City of Boston,OFFICIAL_LOCAL_ID,F_746443_2954969,FEE,22.0,35.0,Bos_2203942000_B0,2203942000.0
227629_900511,1446.53896787,City of Boston,OFFICIAL_LOCAL_ID,F_746813_2954424,FEE,22.0,35.0,Bos_2203953003_B0,2203953003.0
227487_899749,1463.92160599,City of Boston,OFFICIAL_LOCAL_ID,F_746347_2951930,FEE,22.0,35.0,Bos_2204724000_B0,2204724000.0
227476_899773,468.86742876,City of Boston,OFFICIAL_LOCAL_ID,F_746315_2952038,FEE,22.0,35.0,Bos_2204729000_B1,2204729000.0
229068_898976,1894.15912201,City of Boston,OFFICIAL_LOCAL_ID,F_751547_2949376,FEE,21.0,35.0,Bos_2102082000_B0,2102082000.0
229049_898819,1798.3616161,City of Boston,OFFICIAL_LOCAL_ID,F_751474_2948876,FEE,21.0,35.0,Bos_2102120000_B0,2102120000.0
229191_899270,1451.84445627,City of Boston,OFFICIAL_LOCAL_ID,F_751943_2950340,FEE,21.0,35.0,Bos_2101958000_B0,2101958000.0
228221_900011,584.55736032,City of Boston,OFFICIAL_LOCAL_ID,F_748715_2952800,FEE,22.0,35.0,Bos_2204206000_B1,2204206000.0
228221_900034,486.40891231,City of Boston,OFFICIAL_LOCAL_ID,F_748710_2952865,FEE,22.0,35.0,Bos_2204207000_B1,2204207000.0
228218_900054,1422.76458172,City of Boston,OFFICIAL_LOCAL_ID,F_748740_2952921,FEE,22.0,35.0,Bos_2204207002_B0,2204207002.0
228405_900267,1068.41086289,City of Boston,OFFICIAL_LOCAL_ID,F_749352_2953611,FEE,22.0,35.0,Bos_2204234000_B0,2204234000.0
227890_900120,6617.04874685,City of Boston,OFFICIAL_LOCAL_ID,F_747636_2953137,FEE,22.0,35.0,Bos_2204028000_B0,2204028000.0
230613_900485,1603.3247777,City of Boston,OFFICIAL_LOCAL_ID,F_756605_2954327,FEE,21.0,35.0,Bos_2100604000_B0,2100604000.0
230576_900188,1638.47158848,City of Boston,OFFICIAL_LOCAL_ID,F_756372_2953378,FEE,21.0,35.0,Bos_2100798000_B0,2100798000.0
230623_900239,1907.76969425,City of Boston,OFFICIAL_LOCAL_ID,F_756639_2953528,FEE,21.0,35.0,Bos_2100789000_B0,2100789000.0
230574_900174,1810.02249483,City of Boston,OFFICIAL_LOCAL_ID,F_756461_2953316,FEE,21.0,35.0,Bos_2100810000_B0,2100810000.0
230491_900249,451.33096493,City of Boston,OFFICIAL_LOCAL_ID,F_756158_2953557,FEE,21.0,35.0,Bos_2100823000_B1,2100823000.0
230373_900255,5035.98027031,City of Boston,OFFICIAL_LOCAL_ID,F_755808_2953581,FEE,21.0,35.0,Bos_2100842000_B0,2100842000.0
228527_899999,2199.7423589,City of Boston,OFFICIAL_LOCAL_ID,F_749754_2952742,FEE,22.0,35.0,Bos_2202412000_B0,2202412000.0
228533_899955,7117.8146053,City of Boston,OFFICIAL_LOCAL_ID,F_749781_2952602,FEE,22.0,35.0,Bos_2202415000_B0,2202415000.0
228512_900101,2016.21597114,City of Boston,OFFICIAL_LOCAL_ID,F_749726_2953076,FEE,22.0,35.0,Bos_2202422000_B0,2202422000.0
228479_900137,2915.19559631,City of Boston,OFFICIAL_LOCAL_ID,F_749589_2953167,FEE,22.0,35.0,Bos_2202463000_B0,2202463000.0
228568_900152,2034.95236766,City of Boston,OFFICIAL_LOCAL_ID,F_749893_2953281,FEE,22.0,35.0,Bos_2202469050_B0,2202469050.0
228697_900545,877.91856119,City of Boston,OFFICIAL_LOCAL_ID,F_750310_2954533,FEE,22.0,35.0,Bos_2202546000_B0,2202546000.0
230743_900323,15977.57469109,City of Boston,OFFICIAL_LOCAL_ID,F_757035_2953814,FEE,21.0,35.0,Bos_2100563000_B0,2100563000.0
230572_900477,1619.35501672,City of Boston,OFFICIAL_LOCAL_ID,F_756467_2954294,FEE,21.0,35.0,Bos_2100601000_B0,2100601000.0
230409_900425,3059.63831197,City of Boston,OFFICIAL_LOCAL_ID,F_755944_2954176,FEE,21.0,35.0,Bos_2100657000_B0,2100657000.0
230383_900423,3779.79339008,City of Boston,OFFICIAL_LOCAL_ID,F_755841_2954160,FEE,21.0,35.0,Bos_2100658000_B0,2100658000.0
230317_900451,2223.35664862,City of Boston,OFFICIAL_LOCAL_ID,F_755633_2954224,FEE,21.0,35.0,Bos_2100661000_B0,2100661000.0
228460_900613,1888.9824389,City of Boston,OFFICIAL_LOCAL_ID,F_749534_2954762,FEE,22.0,35.0,Bos_2202598000_B0,2202598000.0
227133_899726,1268.91130623,City of Boston,OFFICIAL_LOCAL_ID,F_745181_2951854,FEE,22.0,35.0,Bos_2204564007_B0,2204564007.0
227229_899874,1649.4657151,City of Boston,OFFICIAL_LOCAL_ID,F_745487_2952341,FEE,22.0,35.0,Bos_2204503000_B0,2204503000.0
232504_899970,1101.94839352,City of Boston,OFFICIAL_LOCAL_ID,F_762806_2952632,FEE,21.0,35.0,Bos_2100327000_B0,2100327000.0
231204_900484,41781.97356059,City of Boston,OFFICIAL_LOCAL_ID,F_758539_2954345,FEE,21.0,35.0,Bos_2100412000_B0,2100412000.0
230859_900518,1080.69648928,City of Boston,OFFICIAL_LOCAL_ID,F_757412_2954439,FEE,21.0,35.0,Bos_2100430000_B0,2100430000.0
230858_900546,964.88041602,City of Boston,OFFICIAL_LOCAL_ID,F_757410_2954539,FEE,21.0,35.0,Bos_2100433000_B0,2100433000.0
230871_900577,918.92077145,City of Boston,OFFICIAL_LOCAL_ID,F_757452_2954644,FEE,21.0,35.0,Bos_2100435000_B0,2100435000.0
230456_900559,1665.71211247,City of Boston,OFFICIAL_LOCAL_ID,F_756108_2954588,FEE,21.0,35.0,Bos_2100463000_B0,2100463000.0
231071_900306,21168.26971363,City of Boston,OFFICIAL_LOCAL_ID,F_758106_2953751,FEE,21.0,35.0,Bos_2100473000_B0,2100473000.0
229481_901257,3028.11908442,City of Boston,OFFICIAL_LOCAL_ID,,,,,Bos_2200633000_B0,2200633000.0
229496_901266,755.93967021,City of Boston,OFFICIAL_LOCAL_ID,F_752944_2956890,FEE,22.0,35.0,Bos_2200635000_B0,2200635000.0
229265_901171,6561.34840193,City of Boston,OFFICIAL_LOCAL_ID,F_752164_2956614,FEE,22.0,35.0,Bos_2200655000_B0,2200655000.0
229288_901125,1265.39439104,City of Boston,OFFICIAL_LOCAL_ID,F_752251_2956441,FEE,22.0,35.0,Bos_2200696000_B0,2200696000.0
230999_901135,1098.16184328,City of Boston,OFFICIAL_LOCAL_ID,F_757883_2956468,FEE,22.0,35.0,Bos_2200119000_B0,2200119000.0
229311_901017,944.31601218,City of Boston,OFFICIAL_LOCAL_ID,F_752346_2956075,FEE,22.0,35.0,Bos_2200734000_B0,2200734000.0
229657_901327,1588.43706301,City of Boston,OFFICIAL_LOCAL_ID,F_753449_2957111,FEE,22.0,35.0,Bos_2200801000_B0,2200801000.0
229492_901209,1035.84584057,City of Boston,OFFICIAL_LOCAL_ID,F_752938_2956727,FEE,22.0,35.0,Bos_2200640000_B0,2200640000.0
229248_901138,2171.08499269,City of Boston,OFFICIAL_LOCAL_ID,F_752125_2956472,FEE,22.0,35.0,Bos_2200693000_B0,2200693000.0
229524_901125,1407.50966832,City of Boston,OFFICIAL_LOCAL_ID,F_753045_2956431,FEE,22.0,35.0,Bos_2200857000_B0,2200857000.0
229702_901114,1189.80555034,City of Boston,OFFICIAL_LOCAL_ID,F_753623_2956392,FEE,22.0,35.0,Bos_2200956000_B0,2200956000.0
229562_900995,1550.40085041,City of Boston,OFFICIAL_LOCAL_ID,F_753158_2956008,FEE,22.0,35.0,Bos_2200938000_B0,2200938000.0
229592_901080,1214.69514786,City of Boston,OFFICIAL_LOCAL_ID,F_753259_2956285,FEE,22.0,35.0,Bos_2200927000_B0,2200927000.0
228444_900382,338.0272013,City of Boston,OFFICIAL_LOCAL_ID,F_749529_2954017,FEE,22.0,35.0,Bos_2204322000_B1,2204322000.0
230438_900240,1299.41771581,City of Boston,OFFICIAL_LOCAL_ID,F_756024_2953527,FEE,21.0,35.0,Bos_2100854000_B0,2100854000.0
230238_900079,3748.09780932,City of Boston,OFFICIAL_LOCAL_ID,F_755368_2953013,FEE,21.0,35.0,Bos_2100909000_B0,2100909000.0
230091_900168,358.87376331,City of Boston,OFFICIAL_LOCAL_ID,F_754846_2953320,FEE,21.0,35.0,Bos_2100944000_B1,2100944000.0
230204_900218,3403.20362863,City of Boston,OFFICIAL_LOCAL_ID,F_755258_2953460,FEE,21.0,35.0,Bos_2100904000_B0,2100904000.0
229214_899297,1489.18343556,City of Boston,OFFICIAL_LOCAL_ID,F_752022_2950427,FEE,21.0,35.0,Bos_2101961000_B0,2101961000.0
229328_898965,3143.15237831,City of Boston,OFFICIAL_LOCAL_ID,F_752392_2949358,FEE,21.0,35.0,Bos_2102036000_B0,2102036000.0
229581_899067,2050.68423089,City of Boston,OFFICIAL_LOCAL_ID,F_753205_2949676,FEE,21.0,35.0,Bos_2102047000_B0,2102047000.0
229416_898908,657.07909356,City of Boston,OFFICIAL_LOCAL_ID,,,,,Bos_2102070000_B1,2102070000.0
227146_899769,3647.71572098,City of Boston,OFFICIAL_LOCAL_ID,F_744836_2952072,FEE,22.0,35.0,Bos_2204563000_B5,2204563000.0
228138_900653,286.30504106,City of Boston,OFFICIAL_LOCAL_ID,F_748441_2954892,FEE,22.0,35.0,Bos_2202869000_B1,2202869000.0
227886_900707,1498.72085045,City of Boston,OFFICIAL_LOCAL_ID,F_747662_2955095,FEE,22.0,35.0,Bos_2202947000_B0,2202947000.0
227842_900587,1658.05540895,City of Boston,OFFICIAL_LOCAL_ID,F_747507_2954670,FEE,22.0,35.0,Bos_2202962000_B0,2202962000.0
227826_900640,1669.46463624,City of Boston,OFFICIAL_LOCAL_ID,F_747479_2954843,FEE,22.0,35.0,Bos_2202939000_B0,2202939000.0
227852_900760,1720.66469732,City of Boston,OFFICIAL_LOCAL_ID,F_747557_2955242,FEE,22.0,35.0,Bos_2202952000_B0,2202952000.0
227817_900594,1531.20944659,City of Boston,OFFICIAL_LOCAL_ID,F_747437_2954701,FEE,22.0,35.0,Bos_2202961000_B0,2202961000.0
227845_900549,1723.77018406,City of Boston,OFFICIAL_LOCAL_ID,F_747507_2954549,FEE,22.0,35.0,Bos_2202966000_B0,2202966000.0
228191_900492,1773.92975461,City of Boston,OFFICIAL_LOCAL_ID,F_748650_2954367,FEE,22.0,35.0,Bos_2202857000_B0,2202857000.0
227665_900170,1578.60156845,City of Boston,OFFICIAL_LOCAL_ID,F_746936_2953301,FEE,22.0,35.0,Bos_2203875000_B0,2203875000.0
232547_899549,1226.39101161,City of Boston,OFFICIAL_LOCAL_ID,F_762934_2951261,FEE,21.0,35.0,Bos_2100085000_B0,2100085000.0
232472_899542,1340.36619885,City of Boston,OFFICIAL_LOCAL_ID,F_762690_2951239,FEE,21.0,35.0,Bos_2100101000_B0,2100101000.0
229427_901245,1673.25203826,City of Boston,OFFICIAL_LOCAL_ID,F_752705_2956848,FEE,22.0,35.0,Bos_2200613000_B0,2200613000.0
229181_901243,4009.88539795,City of Boston,OFFICIAL_LOCAL_ID,F_751924_2956811,FEE,22.0,35.0,Bos_2200594000_B0,2200594000.0
232628_899712,1608.58199007,City of Boston,OFFICIAL_LOCAL_ID,F_763207_2951825,FEE,21.0,35.0,Bos_2100210000_B0,2100210000.0
228575_899526,1907.01500253,City of Boston,OFFICIAL_LOCAL_ID,F_749858_2951182,FEE,21.0,35.0,Bos_2102865000_B0,2102865000.0
229047_899602,1975.44204244,City of Boston,OFFICIAL_LOCAL_ID,F_751466_2951419,FEE,21.0,35.0,Bos_2101857000_B0,2101857000.0
230756_900970,1628.69432413,City of Boston,OFFICIAL_LOCAL_ID,F_757074_2955933,FEE,22.0,35.0,Bos_2200023000_B0,2200023000.0
230247_901256,1374.17056513,City of Boston,OFFICIAL_LOCAL_ID,F_755404_2956870,FEE,22.0,35.0,Bos_2201138000_B0,2201138000.0
229997_901266,1038.20658376,City of Boston,OFFICIAL_LOCAL_ID,F_754594_2956892,FEE,22.0,35.0,Bos_2201171000_B0,2201171000.0
230072_901267,835.60763681,City of Boston,OFFICIAL_LOCAL_ID,F_754861_2956941,FEE,22.0,35.0,Bos_2201176000_B1,2201176000.0
227069_899824,1407.28507543,City of Boston,OFFICIAL_LOCAL_ID,F_744976_2952164,FEE,22.0,35.0,Bos_2204560000_B0,2204560000.0
230676_900484,1316.54882003,City of Boston,OFFICIAL_LOCAL_ID,F_756817_2954334,FEE,21.0,35.0,Bos_2100546000_B0,2100546000.0
230356_900472,2396.91532552,City of Boston,OFFICIAL_LOCAL_ID,F_755764_2954284,FEE,21.0,35.0,Bos_2100647000_B0,2100647000.0
230315_900600,2940.15126172,City of Boston,OFFICIAL_LOCAL_ID,F_755620_2954710,FEE,21.0,35.0,Bos_2100664000_B0,2100664000.0
229756_900195,481.50612066,City of Boston,OFFICIAL_LOCAL_ID,F_753766_2953419,FEE,21.0,35.0,Bos_2101132000_B1,2101132000.0
229521_900128,1659.87882758,City of Boston,OFFICIAL_LOCAL_ID,F_753020_2953126,FEE,21.0,35.0,Bos_2101253000_B0,2101253000.0
229536_900322,1047.09321465,City of Boston,OFFICIAL_LOCAL_ID,F_753080_2953796,FEE,21.0,35.0,Bos_2101314000_B0,2101314000.0
229545_900452,1303.63342776,City of Boston,OFFICIAL_LOCAL_ID,F_753094_2954216,FEE,21.0,35.0,Bos_2101343000_B0,2101343000.0
229586_900438,1380.88348134,City of Boston,OFFICIAL_LOCAL_ID,F_753227_2954187,FEE,21.0,35.0,Bos_2101346000_B0,2101346000.0
229584_900422,1304.68956267,City of Boston,OFFICIAL_LOCAL_ID,F_753217_2954136,FEE,21.0,35.0,Bos_2101347000_B0,2101347000.0
229198_900227,1200.80904453,City of Boston,OFFICIAL_LOCAL_ID,F_751972_2953477,FEE,21.0,35.0,Bos_2101390000_B0,2101390000.0
229981_899693,21274.1979321,City of Boston,OFFICIAL_LOCAL_ID,F_754515_2951753,FEE,21.0,35.0,Bos_2101451000_B0,2101451000.0
230239_900305,3106.16398797,City of Boston,OFFICIAL_LOCAL_ID,F_755385_2953748,FEE,21.0,35.0,Bos_2100889000_B0,2100889000.0
230268_900313,9278.64247938,City of Boston,OFFICIAL_LOCAL_ID,F_755470_2953719,FEE,21.0,35.0,Bos_2100891000_B0,2100891000.0
230083_900194,2019.54605151,City of Boston,OFFICIAL_LOCAL_ID,F_754865_2953383,FEE,21.0,35.0,Bos_2100945000_B0,2100945000.0
230128_900299,3056.05536257,City of Boston,OFFICIAL_LOCAL_ID,F_755009_2953726,FEE,21.0,35.0,Bos_2100955000_B0,2100955000.0
230079_900129,10203.61252666,City of Boston,OFFICIAL_LOCAL_ID,F_754848_2953182,FEE,21.0,35.0,Bos_2100964001_B0,2100964001.0
229317_900480,454.22511062,City of Boston,OFFICIAL_LOCAL_ID,F_752310_2954303,FEE,21.0,35.0,Bos_2101405000_B1,2101405000.0
229214_900131,1659.12141199,City of Boston,OFFICIAL_LOCAL_ID,F_751994_2953190,FEE,21.0,35.0,Bos_2101383000_B0,2101383000.0
232654_899723,1396.75627357,City of Boston,OFFICIAL_LOCAL_ID,F_763291_2951857,FEE,21.0,35.0,Bos_2100206000_B0,2100206000.0
232106_900244,2232.2280842,City of Boston,OFFICIAL_LOCAL_ID,F_761906_2953439,FEE,21.0,35.0,Bos_2100370000_B0,2100370000.0
232385_899721,3199.11921836,City of Boston,OFFICIAL_LOCAL_ID,F_762410_2951842,FEE,21.0,35.0,Bos_2100254000_B0,2100254000.0
230326_900572,1333.40755926,City of Boston,OFFICIAL_LOCAL_ID,F_755655_2954612,FEE,21.0,35.0,Bos_2100666000_B0,2100666000.0
226979_900430,1721.57869041,City of Boston,OFFICIAL_LOCAL_ID,F_744685_2954155,FEE,22.0,35.0,Bos_2203564000_B0,2203564000.0
227149_900518,1058.715223,City of Boston,OFFICIAL_LOCAL_ID,F_745233_2954451,FEE,22.0,35.0,Bos_2203665000_B0,2203665000.0
227173_900120,1812.29302651,City of Boston,OFFICIAL_LOCAL_ID,F_745316_2953142,FEE,22.0,35.0,Bos_2203697000_B0,2203697000.0
227027_900565,1558.10726052,City of Boston,OFFICIAL_LOCAL_ID,,,,,Bos_2203484000_B0,2203484000.0
227140_900564,1629.58382215,City of Boston,OFFICIAL_LOCAL_ID,F_745206_2954626,FEE,22.0,35.0,Bos_2203459000_B0,2203459000.0
227695_900223,2080.36268439,City of Boston,OFFICIAL_LOCAL_ID,F_747029_2953477,FEE,22.0,35.0,Bos_2203849001_B0,2203849001.0
227567_900153,1701.0504697,City of Boston,OFFICIAL_LOCAL_ID,F_746601_2953252,FEE,22.0,35.0,Bos_2203805000_B0,2203805000.0
227565_900141,1595.61401304,City of Boston,OFFICIAL_LOCAL_ID,F_746596_2953214,FEE,22.0,35.0,Bos_2203806000_B0,2203806000.0
227687_900149,1267.91872083,City of Boston,OFFICIAL_LOCAL_ID,F_747004_2953231,FEE,22.0,35.0,Bos_2203854000_B0,2203854000.0
227740_900191,332.51001712,City of Boston,OFFICIAL_LOCAL_ID,F_747211_2953388,FEE,22.0,35.0,Bos_2203885000_B1,2203885000.0
227699_899953,754.94005779,City of Boston,OFFICIAL_LOCAL_ID,F_747054_2952612,FEE,22.0,35.0,Bos_2203909000_B0,2203909000.0
229777_900330,10232.11526839,City of Boston,OFFICIAL_LOCAL_ID,F_753858_2953822,FEE,21.0,35.0,Bos_2101175000_B0,2101175000.0
230032_900363,1964.30452049,City of Boston,OFFICIAL_LOCAL_ID,F_754712_2953928,FEE,21.0,35.0,Bos_2101201000_B0,2101201000.0
230034_900263,1880.16819216,City of Boston,OFFICIAL_LOCAL_ID,F_754710_2953610,FEE,21.0,35.0,Bos_2101168000_B0,2101168000.0
230998_901055,1109.83515873,City of Boston,OFFICIAL_LOCAL_ID,F_757867_2956205,FEE,22.0,35.0,Bos_2200095000_B0,2200095000.0
230741_902122,23987.58310009,City of Boston,OFFICIAL_LOCAL_ID,F_756693_2959571,FEE,22.0,35.0,Bos_2200533000_B6,2200533000.0
229640_900007,3604.70728565,City of Boston,OFFICIAL_LOCAL_ID,F_753405_2952769,FEE,21.0,35.0,Bos_2101275000_B0,2101275000.0
229523_900307,954.53227305,City of Boston,OFFICIAL_LOCAL_ID,F_753033_2953755,FEE,21.0,35.0,Bos_2101312000_B0,2101312000.0
230237_900250,3088.14585836,City of Boston,OFFICIAL_LOCAL_ID,F_755397_2953493,FEE,21.0,35.0,Bos_2100885000_B0,2100885000.0
230548_900113,3524.82700875,City of Boston,OFFICIAL_LOCAL_ID,F_756390_2953123,FEE,21.0,35.0,Bos_2100815000_B0,2100815000.0
230147_901317,1560.13514882,City of Boston,OFFICIAL_LOCAL_ID,F_755080_2957083,FEE,22.0,35.0,Bos_2201045000_B0,2201045000.0
229700_899833,3409.99394995,City of Boston,OFFICIAL_LOCAL_ID,F_753611_2952197,FEE,21.0,35.0,Bos_2101410000_B0,2101410000.0
229918_899691,3635.29083454,City of Boston,OFFICIAL_LOCAL_ID,F_754326_2951729,FEE,21.0,35.0,Bos_2101447000_B0,2101447000.0
