NAME,median_income,state,county,tract
Census Tract 101; Barnstable County; Massachusetts,104500.0,25,001,010100
Census Tract 2701; Essex County; Massachusetts,117177.0,25,009,270100
Census Tract 9901; Essex County; Massachusetts,-666666666.0,25,009,990100
Census Tract 401; Franklin County; Massachusetts,77043.0,25,011,040100
Census Tract 402; Franklin County; Massachusetts,85069.0,25,011,040200
Census Tract 403; Franklin County; Massachusetts,102470.0,25,011,040300
Census Tract 404; Franklin County; Massachusetts,76250.0,25,011,040400
Census Tract 405.01; Franklin County; Massachusetts,53468.0,25,011,040501
Census Tract 405.02; Franklin County; Massachusetts,56384.0,25,011,040502
Census Tract 406; Franklin County; Massachusetts,100820.0,25,011,040600
Census Tract 407.01; Franklin County; Massachusetts,54700.0,25,011,040701
Census Tract 407.02; Franklin County; Massachusetts,89342.0,25,011,040702
Census Tract 408; Franklin County; Massachusetts,71798.0,25,011,040800
Census Tract 409; Franklin County; Massachusetts,103110.0,25,011,040900
Census Tract 410; Franklin County; Massachusetts,67639.0,25,011,041000
Census Tract 411; Franklin County; Massachusetts,87813.0,25,011,041100
Census Tract 412; Franklin County; Massachusetts,58860.0,25,011,041200
Census Tract 413.01; Franklin County; Massachusetts,50000.0,25,011,041301
Census Tract 413.02; Franklin County; Massachusetts,36495.0,25,011,041302
Census Tract 414; Franklin County; Massachusetts,36952.0,25,011,041400
Census Tract 415.01; Franklin County; Massachusetts,85545.0,25,011,041501
Census Tract 415.02; Franklin County; Massachusetts,80464.0,25,011,041502
Census Tract 8001.01; Hampden County; Massachusetts,62718.0,25,013,800101
Census Tract 8001.02; Hampden County; Massachusetts,54052.0,25,013,800102
Census Tract 8002.01; Hampden County; Massachusetts,69857.0,25,013,800201
Census Tract 8002.02; Hampden County; Massachusetts,77279.0,25,013,800202
Census Tract 8003; Hampden County; Massachusetts,59861.0,25,013,800300
Census Tract 8004; Hampden County; Massachusetts,60425.0,25,013,800400
Census Tract 8005; Hampden County; Massachusetts,64235.0,25,013,800500
Census Tract 8006; Hampden County; Massachusetts,28019.0,25,013,800600
Census Tract 8007; Hampden County; Massachusetts,18540.0,25,013,800700
Census Tract 8008; Hampden County; Massachusetts,20781.0,25,013,800800
Census Tract 8009; Hampden County; Massachusetts,15539.0,25,013,800900
Census Tract 8011.01; Hampden County; Massachusetts,15717.0,25,013,801101
Census Tract 8011.02; Hampden County; Massachusetts,58214.0,25,013,801102
Census Tract 8012; Hampden County; Massachusetts,19435.0,25,013,801200
Census Tract 8013; Hampden County; Massachusetts,37208.0,25,013,801300
Census Tract 8014.01; Hampden County; Massachusetts,39588.0,25,013,801401
Census Tract 8014.02; Hampden County; Massachusetts,58527.0,25,013,801402
Census Tract 8015.01; Hampden County; Massachusetts,62228.0,25,013,801501
Census Tract 8015.02; Hampden County; Massachusetts,34881.0,25,013,801502
Census Tract 8015.03; Hampden County; Massachusetts,59327.0,25,013,801503
Census Tract 8016.01; Hampden County; Massachusetts,65000.0,25,013,801601
Census Tract 8016.02; Hampden County; Massachusetts,75637.0,25,013,801602
Census Tract 8016.03; Hampden County; Massachusetts,96011.0,25,013,801603
Census Tract 8016.04; Hampden County; Massachusetts,101357.0,25,013,801604
Census Tract 8016.05; Hampden County; Massachusetts,71929.0,25,013,801605
Census Tract 8017; Hampden County; Massachusetts,47977.0,25,013,801700
Census Tract 8018; Hampden County; Massachusetts,42384.0,25,013,801800
Census Tract 8019.01; Hampden County; Massachusetts,34288.0,25,013,801901
Census Tract 8019.02; Hampden County; Massachusetts,22319.0,25,013,801902
Census Tract 8020; Hampden County; Massachusetts,23750.0,25,013,802000
Census Tract 8021.01; Hampden County; Massachusetts,60463.0,25,013,802101
Census Tract 8022; Hampden County; Massachusetts,42262.0,25,013,802200
Census Tract 8023; Hampden County; Massachusetts,40162.0,25,013,802300
Census Tract 8024; Hampden County; Massachusetts,83991.0,25,013,802400
Census Tract 8025; Hampden County; Massachusetts,81626.0,25,013,802500
Census Tract 8026.01; Hampden County; Massachusetts,63734.0,25,013,802601
Census Tract 8026.02; Hampden County; Massachusetts,70278.0,25,013,802602
Census Tract 8101; Hampden County; Massachusetts,80000.0,25,013,810100
Census Tract 8102; Hampden County; Massachusetts,68571.0,25,013,810200
Census Tract 8103; Hampden County; Massachusetts,88750.0,25,013,810300
Census Tract 8104.03; Hampden County; Massachusetts,56635.0,25,013,810403
Census Tract 8104.04; Hampden County; Massachusetts,88882.0,25,013,810404
Census Tract 8104.12; Hampden County; Massachusetts,73350.0,25,013,810412
Census Tract 8104.14; Hampden County; Massachusetts,91510.0,25,013,810414
Census Tract 8106.01; Hampden County; Massachusetts,67847.0,25,013,810601
Census Tract 8106.02; Hampden County; Massachusetts,96250.0,25,013,810602
Census Tract 8107; Hampden County; Massachusetts,64018.0,25,013,810700
Census Tract 8108; Hampden County; Massachusetts,49111.0,25,013,810800
Census Tract 8109.01; Hampden County; Massachusetts,41250.0,25,013,810901
Census Tract 8109.02; Hampden County; Massachusetts,69267.0,25,013,810902
Census Tract 8110; Hampden County; Massachusetts,61563.0,25,013,811000
Census Tract 8111.01; Hampden County; Massachusetts,51250.0,25,013,811101
Census Tract 8111.02; Hampden County; Massachusetts,77870.0,25,013,811102
Census Tract 8112; Hampden County; Massachusetts,71986.0,25,013,811200
Census Tract 8113.01; Hampden County; Massachusetts,73750.0,25,013,811301
Census Tract 8113.02; Hampden County; Massachusetts,64038.0,25,013,811302
Census Tract 8114; Hampden County; Massachusetts,33897.0,25,013,811400
Census Tract 8115; Hampden County; Massachusetts,21418.0,25,013,811500
Census Tract 8116; Hampden County; Massachusetts,35592.0,25,013,811600
Census Tract 8117; Hampden County; Massachusetts,23202.0,25,013,811700
Census Tract 8118; Hampden County; Massachusetts,52816.0,25,013,811800
Census Tract 8119; Hampden County; Massachusetts,101581.0,25,013,811900
Census Tract 8120.01; Hampden County; Massachusetts,57924.0,25,013,812001
Census Tract 8120.02; Hampden County; Massachusetts,49517.0,25,013,812002
Census Tract 8121.01; Hampden County; Massachusetts,100230.0,25,013,812101
Census Tract 8121.03; Hampden County; Massachusetts,51017.0,25,013,812103
Census Tract 8121.04; Hampden County; Massachusetts,52438.0,25,013,812104
Census Tract 8122.01; Hampden County; Massachusetts,55067.0,25,013,812201
Census Tract 8122.02; Hampden County; Massachusetts,51667.0,25,013,812202
Census Tract 8123; Hampden County; Massachusetts,39011.0,25,013,812300
Census Tract 8124.01; Hampden County; Massachusetts,122598.0,25,013,812401
Census Tract 8124.03; Hampden County; Massachusetts,59648.0,25,013,812403
Census Tract 8124.04; Hampden County; Massachusetts,110605.0,25,013,812404
Census Tract 8125; Hampden County; Massachusetts,95531.0,25,013,812500
Census Tract 8126; Hampden County; Massachusetts,99766.0,25,013,812600
Census Tract 8127.01; Hampden County; Massachusetts,54725.0,25,013,812701
Census Tract 8127.02; Hampden County; Massachusetts,53173.0,25,013,812702
Census Tract 8128; Hampden County; Massachusetts,88307.0,25,013,812800
Census Tract 8129.01; Hampden County; Massachusetts,84250.0,25,013,812901
Census Tract 8129.02; Hampden County; Massachusetts,114176.0,25,013,812902
Census Tract 8129.03; Hampden County; Massachusetts,-666666666.0,25,013,812903
Census Tract 8130.01; Hampden County; Massachusetts,90341.0,25,013,813001
Census Tract 8130.02; Hampden County; Massachusetts,106300.0,25,013,813002
Census Tract 8131.01; Hampden County; Massachusetts,114688.0,25,013,813101
Census Tract 8131.02; Hampden County; Massachusetts,104375.0,25,013,813102
Census Tract 8132.04; Hampden County; Massachusetts,113516.0,25,013,813204
Census Tract 8132.05; Hampden County; Massachusetts,90808.0,25,013,813205
Census Tract 8132.06; Hampden County; Massachusetts,95262.0,25,013,813206
Census Tract 8132.07; Hampden County; Massachusetts,72258.0,25,013,813207
Census Tract 8132.08; Hampden County; Massachusetts,83351.0,25,013,813208
Census Tract 8132.09; Hampden County; Massachusetts,61835.0,25,013,813209
Census Tract 8133.01; Hampden County; Massachusetts,142252.0,25,013,813301
Census Tract 8133.03; Hampden County; Massachusetts,185565.0,25,013,813303
Census Tract 8133.04; Hampden County; Massachusetts,144358.0,25,013,813304
Census Tract 8134.01; Hampden County; Massachusetts,96076.0,25,013,813401
Census Tract 8134.03; Hampden County; Massachusetts,99569.0,25,013,813403
Census Tract 8134.04; Hampden County; Massachusetts,133333.0,25,013,813404
Census Tract 8135; Hampden County; Massachusetts,110703.0,25,013,813500
Census Tract 8136.01; Hampden County; Massachusetts,103218.0,25,013,813601
Census Tract 8136.02; Hampden County; Massachusetts,158430.0,25,013,813602
Census Tract 8137.01; Hampden County; Massachusetts,93533.0,25,013,813701
Census Tract 8137.02; Hampden County; Massachusetts,82111.0,25,013,813702
Census Tract 8138.01; Hampden County; Massachusetts,90523.0,25,013,813801
Census Tract 8138.02; Hampden County; Massachusetts,101477.0,25,013,813802
Census Tract 8201.01; Hampshire County; Massachusetts,93274.0,25,015,820101
Census Tract 8201.02; Hampshire County; Massachusetts,41796.0,25,015,820102
Census Tract 8202.05; Hampshire County; Massachusetts,117610.0,25,015,820205
Census Tract 8202.06; Hampshire County; Massachusetts,106685.0,25,015,820206
Census Tract 8202.07; Hampshire County; Massachusetts,82404.0,25,015,820207
Census Tract 8203; Hampshire County; Massachusetts,60972.0,25,015,820300
Census Tract 8204; Hampshire County; Massachusetts,-666666666.0,25,015,820400
Census Tract 8205; Hampshire County; Massachusetts,48628.0,25,015,820500
Census Tract 8206; Hampshire County; Massachusetts,-666666666.0,25,015,820600
Census Tract 8207; Hampshire County; Massachusetts,79410.0,25,015,820700
Census Tract 8208.01; Hampshire County; Massachusetts,94149.0,25,015,820801
Census Tract 8208.02; Hampshire County; Massachusetts,-666666666.0,25,015,820802
Census Tract 8209; Hampshire County; Massachusetts,110188.0,25,015,820900
Census Tract 8210; Hampshire County; Massachusetts,96806.0,25,015,821000
Census Tract 8211.01; Hampshire County; Massachusetts,92308.0,25,015,821101
Census Tract 8212; Hampshire County; Massachusetts,170781.0,25,015,821200
Census Tract 8213; Hampshire County; Massachusetts,88839.0,25,015,821300
Census Tract 8214; Hampshire County; Massachusetts,117580.0,25,015,821400
Census Tract 8215; Hampshire County; Massachusetts,100381.0,25,015,821500
Census Tract 8216.01; Hampshire County; Massachusetts,80799.0,25,015,821601
Census Tract 8216.02; Hampshire County; Massachusetts,61538.0,25,015,821602
Census Tract 8217; Hampshire County; Massachusetts,92303.0,25,015,821700
Census Tract 8219.01; Hampshire County; Massachusetts,80313.0,25,015,821901
Census Tract 8219.03; Hampshire County; Massachusetts,62863.0,25,015,821903
Census Tract 8219.04; Hampshire County; Massachusetts,88917.0,25,015,821904
Census Tract 8220; Hampshire County; Massachusetts,93889.0,25,015,822000
Census Tract 8222; Hampshire County; Massachusetts,97375.0,25,015,822200
Census Tract 8223; Hampshire County; Massachusetts,69418.0,25,015,822300
Census Tract 8224.01; Hampshire County; Massachusetts,96182.0,25,015,822401
Census Tract 8224.02; Hampshire County; Massachusetts,58376.0,25,015,822402
Census Tract 8225; Hampshire County; Massachusetts,125534.0,25,015,822500
Census Tract 8226.01; Hampshire County; Massachusetts,94871.0,25,015,822601
Census Tract 8226.03; Hampshire County; Massachusetts,95192.0,25,015,822603
Census Tract 8226.07; Hampshire County; Massachusetts,102344.0,25,015,822607
Census Tract 8227; Hampshire County; Massachusetts,88125.0,25,015,822700
Census Tract 3001; Middlesex County; Massachusetts,110536.0,25,017,300100
Census Tract 3011.01; Middlesex County; Massachusetts,107604.0,25,017,301101
Census Tract 3011.02; Middlesex County; Massachusetts,122942.0,25,017,301102
Census Tract 3101.01; Middlesex County; Massachusetts,66377.0,25,017,310101
Census Tract 3101.02; Middlesex County; Massachusetts,49531.0,25,017,310102
Census Tract 3102; Middlesex County; Massachusetts,74386.0,25,017,310200
Census Tract 3103; Middlesex County; Massachusetts,68071.0,25,017,310300
Census Tract 3104; Middlesex County; Massachusetts,54038.0,25,017,310400
Census Tract 3105; Middlesex County; Massachusetts,75410.0,25,017,310500
Census Tract 3106.01; Middlesex County; Massachusetts,75872.0,25,017,310601
Census Tract 3106.02; Middlesex County; Massachusetts,94042.0,25,017,310602
Census Tract 3107; Middlesex County; Massachusetts,62102.0,25,017,310700
Census Tract 3111; Middlesex County; Massachusetts,75000.0,25,017,311100
Census Tract 3112; Middlesex County; Massachusetts,49102.0,25,017,311200
Census Tract 3113; Middlesex County; Massachusetts,80316.0,25,017,311300
Census Tract 3114; Middlesex County; Massachusetts,90244.0,25,017,311400
Census Tract 3115; Middlesex County; Massachusetts,122887.0,25,017,311500
Census Tract 3116; Middlesex County; Massachusetts,118170.0,25,017,311600
Census Tract 3117; Middlesex County; Massachusetts,102500.0,25,017,311700
Census Tract 3118; Middlesex County; Massachusetts,79034.0,25,017,311800
Census Tract 3119; Middlesex County; Massachusetts,46108.0,25,017,311900
Census Tract 3120; Middlesex County; Massachusetts,63676.0,25,017,312000
Census Tract 3121; Middlesex County; Massachusetts,84678.0,25,017,312100
Census Tract 3122; Middlesex County; Massachusetts,73295.0,25,017,312200
Census Tract 3123; Middlesex County; Massachusetts,117649.0,25,017,312300
Census Tract 3124; Middlesex County; Massachusetts,36667.0,25,017,312400
Census Tract 3125.01; Middlesex County; Massachusetts,106114.0,25,017,312501
Census Tract 3125.02; Middlesex County; Massachusetts,117007.0,25,017,312502
Census Tract 3131.01; Middlesex County; Massachusetts,163802.0,25,017,313101
Census Tract 3131.02; Middlesex County; Massachusetts,125938.0,25,017,313102
Census Tract 3141.01; Middlesex County; Massachusetts,115369.0,25,017,314101
Census Tract 3141.02; Middlesex County; Massachusetts,89058.0,25,017,314102
Census Tract 3142; Middlesex County; Massachusetts,87392.0,25,017,314200
Census Tract 3143.01; Middlesex County; Massachusetts,121763.0,25,017,314301
Census Tract 3143.02; Middlesex County; Massachusetts,149479.0,25,017,314302
Census Tract 3151; Middlesex County; Massachusetts,147034.0,25,017,315100
Census Tract 3152; Middlesex County; Massachusetts,108438.0,25,017,315200
Census Tract 3154.01; Middlesex County; Massachusetts,107656.0,25,017,315401
Census Tract 3154.02; Middlesex County; Massachusetts,126429.0,25,017,315402
Census Tract 3154.03; Middlesex County; Massachusetts,149808.0,25,017,315403
Census Tract 3155; Middlesex County; Massachusetts,136724.0,25,017,315500
Census Tract 3161.01; Middlesex County; Massachusetts,145875.0,25,017,316101
Census Tract 3161.02; Middlesex County; Massachusetts,163327.0,25,017,316102
Census Tract 3162.01; Middlesex County; Massachusetts,153333.0,25,017,316201
Census Tract 3162.02; Middlesex County; Massachusetts,126797.0,25,017,316202
Census Tract 3163; Middlesex County; Massachusetts,116659.0,25,017,316300
Census Tract 3164; Middlesex County; Massachusetts,149191.0,25,017,316400
Census Tract 3165; Middlesex County; Massachusetts,107313.0,25,017,316500
Census Tract 3171.01; Middlesex County; Massachusetts,103808.0,25,017,317101
Census Tract 3171.02; Middlesex County; Massachusetts,131719.0,25,017,317102
Census Tract 3171.03; Middlesex County; Massachusetts,160865.0,25,017,317103
Census Tract 3172.01; Middlesex County; Massachusetts,206875.0,25,017,317201
Census Tract 3172.02; Middlesex County; Massachusetts,184531.0,25,017,317202
Census Tract 3172.03; Middlesex County; Massachusetts,132868.0,25,017,317203
Census Tract 3173.01; Middlesex County; Massachusetts,142000.0,25,017,317301
Census Tract 3173.02; Middlesex County; Massachusetts,133225.0,25,017,317302
Census Tract 3181; Middlesex County; Massachusetts,162763.0,25,017,318100
Census Tract 3182; Middlesex County; Massachusetts,146319.0,25,017,318200
Census Tract 3183; Middlesex County; Massachusetts,211590.0,25,017,318300
Census Tract 3184; Middlesex County; Massachusetts,154104.0,25,017,318400
Census Tract 3201.02; Middlesex County; Massachusetts,244946.0,25,017,320102
Census Tract 3201.05; Middlesex County; Massachusetts,185139.0,25,017,320105
Census Tract 3201.06; Middlesex County; Massachusetts,215130.0,25,017,320106
Census Tract 3201.07; Middlesex County; Massachusetts,178621.0,25,017,320107
Census Tract 3211; Middlesex County; Massachusetts,92634.0,25,017,321100
Census Tract 3212; Middlesex County; Massachusetts,98026.0,25,017,321200
Census Tract 3213.01; Middlesex County; Massachusetts,67261.0,25,017,321301
Census Tract 3213.02; Middlesex County; Massachusetts,96016.0,25,017,321302
Census Tract 3214; Middlesex County; Massachusetts,125972.0,25,017,321400
Census Tract 3215; Middlesex County; Massachusetts,94274.0,25,017,321500
Census Tract 3216; Middlesex County; Massachusetts,102883.0,25,017,321600
Census Tract 3221; Middlesex County; Massachusetts,161358.0,25,017,322100
Census Tract 3222; Middlesex County; Massachusetts,109120.0,25,017,322200
Census Tract 3223; Middlesex County; Massachusetts,68665.0,25,017,322300
Census Tract 3224; Middlesex County; Massachusetts,127976.0,25,017,322400
Census Tract 3231.01; Middlesex County; Massachusetts,169120.0,25,017,323101
Census Tract 3231.02; Middlesex County; Massachusetts,194722.0,25,017,323102
Census Tract 3241.01; Middlesex County; Massachusetts,134244.0,25,017,324101
Census Tract 3241.02; Middlesex County; Massachusetts,166493.0,25,017,324102
Census Tract 3251.01; Middlesex County; Massachusetts,137656.0,25,017,325101
Census Tract 3251.02; Middlesex County; Massachusetts,88040.0,25,017,325102
Census Tract 3261.01; Middlesex County; Massachusetts,167188.0,25,017,326101
Census Tract 3261.02; Middlesex County; Massachusetts,195625.0,25,017,326102
Census Tract 3271.01; Middlesex County; Massachusetts,164583.0,25,017,327101
Census Tract 3271.02; Middlesex County; Massachusetts,128125.0,25,017,327102
Census Tract 3271.03; Middlesex County; Massachusetts,98779.0,25,017,327103
Census Tract 3281; Middlesex County; Massachusetts,202379.0,25,017,328100
Census Tract 3301.01; Middlesex County; Massachusetts,215781.0,25,017,330101
Census Tract 3301.02; Middlesex County; Massachusetts,141979.0,25,017,330102
Census Tract 3302.01; Middlesex County; Massachusetts,167938.0,25,017,330201
Census Tract 3302.02; Middlesex County; Massachusetts,100345.0,25,017,330202
Census Tract 3311.01; Middlesex County; Massachusetts,168750.0,25,017,331101
Census Tract 3311.02; Middlesex County; Massachusetts,179079.0,25,017,331102
Census Tract 3312; Middlesex County; Massachusetts,158422.0,25,017,331200
Census Tract 3313; Middlesex County; Massachusetts,142266.0,25,017,331300
Census Tract 3321; Middlesex County; Massachusetts,186118.0,25,017,332100
Census Tract 3322.01; Middlesex County; Massachusetts,101408.0,25,017,332201
Census Tract 3322.02; Middlesex County; Massachusetts,126094.0,25,017,332202
Census Tract 3323; Middlesex County; Massachusetts,138770.0,25,017,332300
Census Tract 3324.01; Middlesex County; Massachusetts,146146.0,25,017,332401
Census Tract 3324.02; Middlesex County; Massachusetts,127750.0,25,017,332402
Census Tract 3331; Middlesex County; Massachusetts,116864.0,25,017,333100
Census Tract 3332; Middlesex County; Massachusetts,93110.0,25,017,333200
Census Tract 3333; Middlesex County; Massachusetts,96354.0,25,017,333300
Census Tract 3334; Middlesex County; Massachusetts,109492.0,25,017,333400
Census Tract 3335.01; Middlesex County; Massachusetts,101667.0,25,017,333501
Census Tract 3335.02; Middlesex County; Massachusetts,112917.0,25,017,333502
Census Tract 3336.01; Middlesex County; Massachusetts,128254.0,25,017,333601
Census Tract 3336.02; Middlesex County; Massachusetts,92340.0,25,017,333602
Census Tract 3341; Middlesex County; Massachusetts,177770.0,25,017,334100
Census Tract 3342; Middlesex County; Massachusetts,145000.0,25,017,334200
Census Tract 3343; Middlesex County; Massachusetts,163993.0,25,017,334300
Census Tract 3344; Middlesex County; Massachusetts,148816.0,25,017,334400
Census Tract 3351; Middlesex County; Massachusetts,117886.0,25,017,335100
Census Tract 3352; Middlesex County; Massachusetts,130385.0,25,017,335200
Census Tract 3353.01; Middlesex County; Massachusetts,113880.0,25,017,335301
Census Tract 3353.02; Middlesex County; Massachusetts,157222.0,25,017,335302
Census Tract 3354; Middlesex County; Massachusetts,156420.0,25,017,335400
Census Tract 3361; Middlesex County; Massachusetts,111439.0,25,017,336100
Census Tract 3362.01; Middlesex County; Massachusetts,184923.0,25,017,336201
Census Tract 3362.02; Middlesex County; Massachusetts,140625.0,25,017,336202
Census Tract 3363; Middlesex County; Massachusetts,160750.0,25,017,336300
Census Tract 3364.02; Middlesex County; Massachusetts,101797.0,25,017,336402
Census Tract 3364.03; Middlesex County; Massachusetts,121745.0,25,017,336403
Census Tract 3364.04; Middlesex County; Massachusetts,92188.0,25,017,336404
Census Tract 3371.01; Middlesex County; Massachusetts,115592.0,25,017,337101
Census Tract 3371.02; Middlesex County; Massachusetts,143365.0,25,017,337102
Census Tract 3372.01; Middlesex County; Massachusetts,94276.0,25,017,337201
Census Tract 3372.02; Middlesex County; Massachusetts,118333.0,25,017,337202
Census Tract 3373; Middlesex County; Massachusetts,105645.0,25,017,337300
Census Tract 3381; Middlesex County; Massachusetts,205759.0,25,017,338100
Census Tract 3382; Middlesex County; Massachusetts,139375.0,25,017,338200
Census Tract 3383; Middlesex County; Massachusetts,213611.0,25,017,338300
Census Tract 3384; Middlesex County; Massachusetts,250001.0,25,017,338400
Census Tract 3385; Middlesex County; Massachusetts,250001.0,25,017,338500
Census Tract 3391.01; Middlesex County; Massachusetts,62104.0,25,017,339101
Census Tract 3391.02; Middlesex County; Massachusetts,141207.0,25,017,339102
Census Tract 3392; Middlesex County; Massachusetts,185781.0,25,017,339200
Census Tract 3393; Middlesex County; Massachusetts,108889.0,25,017,339300
Census Tract 3394; Middlesex County; Massachusetts,118352.0,25,017,339400
Census Tract 3395; Middlesex County; Massachusetts,94122.0,25,017,339500
Census Tract 3396; Middlesex County; Massachusetts,136040.0,25,017,339600
Census Tract 3397; Middlesex County; Massachusetts,69539.0,25,017,339700
Census Tract 3398.02; Middlesex County; Massachusetts,145263.0,25,017,339802
Census Tract 3398.03; Middlesex County; Massachusetts,109922.0,25,017,339803
Census Tract 3398.04; Middlesex County; Massachusetts,118482.0,25,017,339804
Census Tract 3399; Middlesex County; Massachusetts,107720.0,25,017,339900
Census Tract 3400; Middlesex County; Massachusetts,116605.0,25,017,340000
Census Tract 3401; Middlesex County; Massachusetts,154453.0,25,017,340100
Census Tract 3411.01; Middlesex County; Massachusetts,144750.0,25,017,341101
Census Tract 3411.02; Middlesex County; Massachusetts,93350.0,25,017,341102
Census Tract 3412; Middlesex County; Massachusetts,90541.0,25,017,341200
Census Tract 3413.01; Middlesex County; Massachusetts,77004.0,25,017,341301
Census Tract 3413.02; Middlesex County; Massachusetts,101908.0,25,017,341302
Census Tract 3414; Middlesex County; Massachusetts,88625.0,25,017,341400
Census Tract 3415; Middlesex County; Massachusetts,101016.0,25,017,341500
Census Tract 3416; Middlesex County; Massachusetts,94816.0,25,017,341600
Census Tract 3417; Middlesex County; Massachusetts,97372.0,25,017,341700
Census Tract 3418; Middlesex County; Massachusetts,56409.0,25,017,341800
Census Tract 3419.01; Middlesex County; Massachusetts,100966.0,25,017,341901
Census Tract 3419.03; Middlesex County; Massachusetts,125380.0,25,017,341903
Census Tract 3419.04; Middlesex County; Massachusetts,86131.0,25,017,341904
Census Tract 3421.01; Middlesex County; Massachusetts,98813.0,25,017,342101
Census Tract 3421.02; Middlesex County; Massachusetts,75682.0,25,017,342102
Census Tract 3422.01; Middlesex County; Massachusetts,94429.0,25,017,342201
Census Tract 3422.02; Middlesex County; Massachusetts,73650.0,25,017,342202
Census Tract 3423.01; Middlesex County; Massachusetts,107625.0,25,017,342301
Census Tract 3423.02; Middlesex County; Massachusetts,98788.0,25,017,342302
Census Tract 3424.01; Middlesex County; Massachusetts,59227.0,25,017,342401
Census Tract 3424.02; Middlesex County; Massachusetts,87772.0,25,017,342402
Census Tract 3425.01; Middlesex County; Massachusetts,67717.0,25,017,342501
Census Tract 3425.02; Middlesex County; Massachusetts,63652.0,25,017,342502
Census Tract 3426; Middlesex County; Massachusetts,83448.0,25,017,342600
Census Tract 3501.05; Middlesex County; Massachusetts,130536.0,25,017,350105
Census Tract 3501.06; Middlesex County; Massachusetts,139688.0,25,017,350106
Census Tract 3501.07; Middlesex County; Massachusetts,121250.0,25,017,350107
Census Tract 3501.08; Middlesex County; Massachusetts,98359.0,25,017,350108
Census Tract 3501.09; Middlesex County; Massachusetts,111201.0,25,017,350109
Census Tract 3502.01; Middlesex County; Massachusetts,130000.0,25,017,350201
Census Tract 3502.02; Middlesex County; Massachusetts,129826.0,25,017,350202
Census Tract 3503; Middlesex County; Massachusetts,124750.0,25,017,350300
Census Tract 3504; Middlesex County; Massachusetts,160960.0,25,017,350400
Census Tract 3505; Middlesex County; Massachusetts,160556.0,25,017,350500
Census Tract 3506; Middlesex County; Massachusetts,153542.0,25,017,350600
Census Tract 3507.01; Middlesex County; Massachusetts,119470.0,25,017,350701
Census Tract 3507.02; Middlesex County; Massachusetts,37011.0,25,017,350702
Census Tract 3508; Middlesex County; Massachusetts,174615.0,25,017,350800
Census Tract 3509; Middlesex County; Massachusetts,207776.0,25,017,350900
Census Tract 3510.01; Middlesex County; Massachusetts,139506.0,25,017,351001
Census Tract 3510.02; Middlesex County; Massachusetts,149337.0,25,017,351002
Census Tract 3511.01; Middlesex County; Massachusetts,127295.0,25,017,351101
Census Tract 3511.02; Middlesex County; Massachusetts,114063.0,25,017,351102
Census Tract 3512.03; Middlesex County; Massachusetts,172750.0,25,017,351203
Census Tract 3512.04; Middlesex County; Massachusetts,128438.0,25,017,351204
Census Tract 3513; Middlesex County; Massachusetts,123125.0,25,017,351300
Census Tract 3514.03; Middlesex County; Massachusetts,111934.0,25,017,351403
Census Tract 3514.04; Middlesex County; Massachusetts,99519.0,25,017,351404
Census Tract 3515; Middlesex County; Massachusetts,69063.0,25,017,351500
Census Tract 3521.01; Middlesex County; Massachusetts,114408.0,25,017,352101
Census Tract 3521.02; Middlesex County; Massachusetts,171745.0,25,017,352102
Census Tract 3522; Middlesex County; Massachusetts,88710.0,25,017,352200
Census Tract 3523; Middlesex County; Massachusetts,174310.0,25,017,352300
Census Tract 3524; Middlesex County; Massachusetts,55489.0,25,017,352400
Census Tract 3525; Middlesex County; Massachusetts,102464.0,25,017,352500
Census Tract 3526; Middlesex County; Massachusetts,121293.0,25,017,352600
Census Tract 3527; Middlesex County; Massachusetts,106979.0,25,017,352700
Census Tract 3528; Middlesex County; Massachusetts,118333.0,25,017,352800
Census Tract 3529; Middlesex County; Massachusetts,153723.0,25,017,352900
Census Tract 3530; Middlesex County; Massachusetts,141667.0,25,017,353000
Census Tract 3531.01; Middlesex County; Massachusetts,73558.0,25,017,353101
Census Tract 3531.02; Middlesex County; Massachusetts,79318.0,25,017,353102
Census Tract 3532; Middlesex County; Massachusetts,134933.0,25,017,353200
Census Tract 3533; Middlesex County; Massachusetts,167338.0,25,017,353300
Census Tract 3536; Middlesex County; Massachusetts,133203.0,25,017,353600
Census Tract 3537; Middlesex County; Massachusetts,108194.0,25,017,353700
Census Tract 3538; Middlesex County; Massachusetts,127803.0,25,017,353800
Census Tract 3539; Middlesex County; Massachusetts,69440.0,25,017,353900
Census Tract 3540; Middlesex County; Massachusetts,94668.0,25,017,354000
Census Tract 3541; Middlesex County; Massachusetts,137361.0,25,017,354100
Census Tract 3542; Middlesex County; Massachusetts,205441.0,25,017,354200
Census Tract 3543; Middlesex County; Massachusetts,149375.0,25,017,354300
Census Tract 3544; Middlesex County; Massachusetts,165521.0,25,017,354400
Census Tract 3545; Middlesex County; Massachusetts,203906.0,25,017,354500
Census Tract 3546.01; Middlesex County; Massachusetts,95714.0,25,017,354601
Census Tract 3546.02; Middlesex County; Massachusetts,110135.0,25,017,354602
Census Tract 3547; Middlesex County; Massachusetts,159000.0,25,017,354700
Census Tract 3548; Middlesex County; Massachusetts,172708.0,25,017,354800
Census Tract 3549.01; Middlesex County; Massachusetts,156964.0,25,017,354901
Census Tract 3549.02; Middlesex County; Massachusetts,90046.0,25,017,354902
Census Tract 3550; Middlesex County; Massachusetts,153889.0,25,017,355000
