res_id,age,ward_id,precinct_id,nearest_park_distance_meters,park_accessibility,has_park_accessibility_barrier
02SAE1731000,94,21,16,19.07647339,Excellent (≤300m),False
02SBA0461001,64,21,7,44.27060751,Excellent (≤300m),False
02SBL2547000,78,22,1,113.85862293,Excellent (≤300m),False
02SBS1349000,76,21,15,52.06266713,Excellent (≤300m),False
02SCA0442000,83,21,16,19.07647339,Excellent (≤300m),False
02SCR2163002,62,22,1,46.25947072,Excellent (≤300m),False
02SDD0651000,74,22,9,120.49300437,Excellent (≤300m),False
02SDL1361000,64,21,4,290.96263536,Excellent (≤300m),False
02SDL2754000,71,21,13,169.37604015,Excellent (≤300m),False
02SED1560001,65,22,1,161.98916605,Excellent (≤300m),False
02SFA2840000,85,22,10,84.20637456,Excellent (≤300m),False
02SFS2456002,69,22,2,218.39598294,Excellent (≤300m),False
02SGA1029000,96,21,12,15.98064041,Excellent (≤300m),False
02SGE1656000,69,22,1,221.93566084,Excellent (≤300m),False
02SHD1058000,67,22,11,175.57658974,Excellent (≤300m),False
02SHK2057000,68,22,3,163.98273385,Excellent (≤300m),False
02SJN0232000,93,21,16,19.07647339,Excellent (≤300m),False
02SJS0456000,69,22,3,185.26449617,Excellent (≤300m),False
02SJS2458003,67,21,13,169.37604015,Excellent (≤300m),False
02SKI1353000,72,22,9,139.96534459,Excellent (≤300m),False
02SKN2751000,74,22,4,421.08582718,Good (300-600m),False
02SLA1363003,62,21,16,138.45031626,Excellent (≤300m),False
02SLE2458000,67,21,12,84.87987914,Excellent (≤300m),False
02SMA1746004,79,21,9,19.10497472,Excellent (≤300m),False
02SMA2340000,85,21,9,97.64558051,Excellent (≤300m),False
02SMT2648000,77,21,16,22.4364408,Excellent (≤300m),False
02SNA1137000,88,21,14,395.73486524,Good (300-600m),False
02SOA0661002,64,21,8,120.06997205,Excellent (≤300m),False
02SPA0161001,64,21,13,130.01472446,Excellent (≤300m),False
02SRD0946000,79,21,4,426.50965844,Good (300-600m),False
02SRD1251000,74,22,4,74.1835961,Excellent (≤300m),False
02SRL2755000,70,22,1,294.09389642,Excellent (≤300m),False
02SSN0252000,73,21,16,64.07903645,Excellent (≤300m),False
02SSN1752001,73,22,8,95.48379544,Excellent (≤300m),False
02SSN2350000,75,22,8,185.1350331,Excellent (≤300m),False
02SSS1859000,66,21,9,81.15204315,Excellent (≤300m),False
02SST1053001,72,22,2,274.76480735,Excellent (≤300m),False
02SSY0958001,67,21,16,154.5192224,Excellent (≤300m),False
02SSY1238001,87,21,12,15.98064041,Excellent (≤300m),False
02SVR1251002,74,21,9,111.5411665,Excellent (≤300m),False
02TAA2251000,74,22,3,303.83767649,Good (300-600m),False
02TDE2461002,64,21,13,80.33192411,Excellent (≤300m),False
02TEY2652000,73,21,15,187.84878416,Excellent (≤300m),False
02TGA1651000,74,21,5,124.57888267,Excellent (≤300m),False
02THN1549000,76,22,12,18.88210113,Excellent (≤300m),False
02THQ1749000,76,21,15,201.36363692,Excellent (≤300m),False
02TJA1860002,65,21,12,75.38559262,Excellent (≤300m),False
02TJN1856001,69,22,3,108.6038102,Excellent (≤300m),False
02TJN2359002,66,22,7,83.24782886,Excellent (≤300m),False
02TKN2054000,71,21,13,164.91038097,Excellent (≤300m),False
02TLA0730001,95,21,13,220.81707869,Excellent (≤300m),False
02TML0459000,66,22,13,51.90448664,Excellent (≤300m),False
02TPL0136001,89,22,5,171.57818365,Excellent (≤300m),False
02TTR0451000,74,21,10,62.52856513,Excellent (≤300m),False
02TVA1649000,76,21,13,220.81707869,Excellent (≤300m),False
02TWM2359000,66,22,12,109.51434635,Excellent (≤300m),False
02TYN1543000,82,22,2,163.53086271,Excellent (≤300m),False
02VCE2462000,63,21,7,44.02746527,Excellent (≤300m),False
02VEI1054000,71,22,7,121.74655815,Excellent (≤300m),False
02VHF1460000,65,21,1,39.7906091,Excellent (≤300m),False
02VJN2745000,80,21,12,84.87987914,Excellent (≤300m),False
02VLE1357000,68,21,8,29.26984225,Excellent (≤300m),False
02VML0835001,90,21,8,125.90378137,Excellent (≤300m),False
02WAA1556000,69,21,5,194.38466684,Excellent (≤300m),False
02WBY0954000,71,21,11,228.39051779,Excellent (≤300m),False
02WCL2825000,100,21,16,19.07647339,Excellent (≤300m),False
02WDA0750003,75,22,8,21.73644144,Excellent (≤300m),False
02WDE1356000,69,22,9,301.4596465,Good (300-600m),False
02WDN1041001,84,21,13,192.28088908,Excellent (≤300m),False
02WFE0642000,83,21,16,19.07647339,Excellent (≤300m),False
02WFK0163000,62,21,9,28.59968669,Excellent (≤300m),False
02WFK2753001,72,21,16,40.79825039,Excellent (≤300m),False
02WJH1544002,81,21,10,60.05706436,Excellent (≤300m),False
02WJN1661000,64,21,4,374.03813029,Good (300-600m),False
02WJS2552000,73,21,16,31.17613929,Excellent (≤300m),False
02WKH2263003,62,22,12,29.43065377,Excellent (≤300m),False
02WKN0654004,71,21,14,247.00455852,Excellent (≤300m),False
02WLE0653000,72,21,12,214.89028365,Excellent (≤300m),False
02WMA1553001,72,22,4,141.09383518,Excellent (≤300m),False
02WME1441000,84,21,8,141.59871435,Excellent (≤300m),False
02WML2652000,73,22,12,116.46796506,Excellent (≤300m),False
02WNH2233000,92,22,4,302.04014428,Good (300-600m),False
02WNY1330001,95,21,10,60.05706436,Excellent (≤300m),False
02WRD2043000,82,22,11,153.66292434,Excellent (≤300m),False
02WSN1652001,73,21,7,44.57541007,Excellent (≤300m),False
02WSN2751000,74,21,10,53.44312803,Excellent (≤300m),False
02WSY1541000,84,22,7,235.79205728,Excellent (≤300m),False
02WTA1630000,95,21,13,164.91038097,Excellent (≤300m),False
02WVR2749000,76,21,5,110.44104517,Excellent (≤300m),False
02WWG1149000,76,22,4,83.133311,Excellent (≤300m),False
02WXU1233001,92,21,13,220.81707869,Excellent (≤300m),False
02XXU2663000,62,22,12,44.70537849,Excellent (≤300m),False
02YAW0848000,77,21,9,143.39231839,Excellent (≤300m),False
02YDD0352000,73,22,13,241.66938626,Excellent (≤300m),False
02YFT0349000,78,22,9,156.82552578,Excellent (≤300m),False
02YGG1829003,96,21,13,192.28088908,Excellent (≤300m),False
02YIK2643001,82,21,13,220.81707869,Excellent (≤300m),False
02YJK1949000,76,21,11,153.55333846,Excellent (≤300m),False
02YKK1947000,78,21,8,148.80867879,Excellent (≤300m),False
02YKN0462001,63,22,8,54.10149112,Excellent (≤300m),False
02YKN2543000,82,22,7,119.00979359,Excellent (≤300m),False
02YMA2549000,76,22,12,96.74953497,Excellent (≤300m),False
02YON0362000,63,21,11,59.95766445,Excellent (≤300m),False
02YRA0860000,65,22,6,200.93059613,Excellent (≤300m),False
02YSN0252000,73,21,13,90.72108499,Excellent (≤300m),False
02YVA1360000,65,21,16,128.84916332,Excellent (≤300m),False
02YYN0163002,62,22,12,21.86349096,Excellent (≤300m),False
02YZO2650001,75,21,13,164.91038097,Excellent (≤300m),False
02ZCL1649000,76,22,7,152.66689079,Excellent (≤300m),False
02ZFA0636000,89,22,8,46.42186275,Excellent (≤300m),False
02ZJA0439000,86,22,8,55.267843,Excellent (≤300m),False
02ZJH1949000,76,22,2,35.70987339,Excellent (≤300m),False
02ZJN1553001,72,21,5,111.35035999,Excellent (≤300m),False
02ZMA0254000,71,21,12,15.98064041,Excellent (≤300m),False
02ZRG1348000,77,22,5,213.7971158,Excellent (≤300m),False
02ZSA2847000,78,21,16,64.07903645,Excellent (≤300m),False
03AAR2249000,76,21,10,26.96374213,Excellent (≤300m),False
03ABE2233000,92,22,1,236.21534539,Excellent (≤300m),False
03ACE2262000,63,22,9,108.69062663,Excellent (≤300m),False
03ADS3063000,62,22,7,112.4667333,Excellent (≤300m),False
03ADY3054000,71,21,7,79.58984843,Excellent (≤300m),False
03AGA3158000,67,21,9,28.59968669,Excellent (≤300m),False
03AGQ2358000,67,22,13,370.79788155,Good (300-600m),False
03AIA0154002,71,21,13,130.01472446,Excellent (≤300m),False
03AJH1951000,74,22,1,214.78093864,Excellent (≤300m),False
03AJY2359000,66,22,9,138.80181321,Excellent (≤300m),False
03AKI2240000,85,21,8,132.77112448,Excellent (≤300m),False
03AKN3052000,73,22,7,193.22944791,Excellent (≤300m),False
03ALL2053000,74,21,15,229.03806676,Excellent (≤300m),False
03AMA0557001,68,22,12,56.55955228,Excellent (≤300m),False
03AMA1633000,92,21,12,15.98064041,Excellent (≤300m),False
03AMA2458000,67,21,11,76.78749853,Excellent (≤300m),False
03AML0436000,89,21,12,15.98064041,Excellent (≤300m),False
03ANA0257000,68,22,11,83.21806524,Excellent (≤300m),False
03ANE1460000,65,21,1,81.09680236,Excellent (≤300m),False
03AOA0943003,82,22,2,163.53086271,Excellent (≤300m),False
03ARA1447000,78,22,8,105.14075335,Excellent (≤300m),False
03ARA3051001,74,21,7,21.75931055,Excellent (≤300m),False
03ARD1246000,79,21,16,19.07647339,Excellent (≤300m),False
03ASA0153000,72,22,6,325.15582869,Good (300-600m),False
03ASH0363000,62,22,1,145.29370031,Excellent (≤300m),False
03ASR0757000,68,22,2,146.28116126,Excellent (≤300m),False
03ASZ3161001,64,22,5,122.83854189,Excellent (≤300m),False
03AWD1352000,73,22,6,325.15582869,Good (300-600m),False
03AYY1241001,84,21,12,84.87987914,Excellent (≤300m),False
03AZK0151000,74,21,13,220.81707869,Excellent (≤300m),False
03BAR0960000,65,22,10,86.36919423,Excellent (≤300m),False
03BAR1646000,79,21,14,338.4417616,Good (300-600m),False
03BAY0444000,81,21,8,246.22708692,Excellent (≤300m),False
03BAY2449000,76,21,11,160.13212581,Excellent (≤300m),False
03BBE1259001,66,22,7,119.11849972,Excellent (≤300m),False
03BCA1555000,70,21,12,214.89028365,Excellent (≤300m),False
03BCE0550000,75,22,2,313.42028375,Good (300-600m),False
03BCL0462000,63,21,3,31.68568202,Excellent (≤300m),False
03BDA2855001,70,22,4,80.69549612,Excellent (≤300m),False
03BDE1960000,65,22,1,116.42213298,Excellent (≤300m),False
03BDL2732000,93,21,15,201.36363692,Excellent (≤300m),False
03BEA1837002,88,21,10,33.14905354,Excellent (≤300m),False
03BED0749000,76,21,12,15.98064041,Excellent (≤300m),False
03BEN0257000,68,22,3,200.01099325,Excellent (≤300m),False
03BFH2241000,84,21,16,64.07903645,Excellent (≤300m),False
03BGE1361000,64,21,7,81.51356709,Excellent (≤300m),False
03BHA0361000,64,22,2,42.70743384,Excellent (≤300m),False
03BHD0856000,69,21,5,44.44454935,Excellent (≤300m),False
03BJN1662000,63,21,9,85.12685701,Excellent (≤300m),False
03BJN2152000,73,21,16,37.88115697,Excellent (≤300m),False
03BJS0761000,64,21,13,130.01472446,Excellent (≤300m),False
03BJY2944000,81,21,6,106.22195394,Excellent (≤300m),False
03BKN2344000,81,22,7,253.15945445,Excellent (≤300m),False
03BMA0333000,92,21,12,84.87987914,Excellent (≤300m),False
03BMA1142000,83,21,9,111.5411665,Excellent (≤300m),False
03BMK0159003,66,22,3,177.40108862,Excellent (≤300m),False
03BML2157000,68,21,3,263.48735609,Excellent (≤300m),False
03BMN2460001,65,21,16,5.94234168,Excellent (≤300m),False
03BMT0736000,89,21,16,64.07903645,Excellent (≤300m),False
03BMY1744000,81,22,10,182.87145061,Excellent (≤300m),False
03BNI0336000,89,21,16,64.07903645,Excellent (≤300m),False
03BNY2951000,74,21,12,15.98064041,Excellent (≤300m),False
03BPR0943000,82,22,7,158.79010003,Excellent (≤300m),False
03BRD0662007,63,22,2,179.7932501,Excellent (≤300m),False
03BRD1133001,92,21,10,60.05706436,Excellent (≤300m),False
03BRN1436000,89,21,10,26.96374213,Excellent (≤300m),False
03BRT1759007,66,22,6,376.89116756,Good (300-600m),False
03BSA1159000,66,22,7,151.54178308,Excellent (≤300m),False
03BSA1725002,100,21,13,164.91038097,Excellent (≤300m),False
03BSA2234000,91,21,16,64.07903645,Excellent (≤300m),False
03BSL2660000,65,21,10,83.35313156,Excellent (≤300m),False
03BSY1654000,71,21,13,29.36961694,Excellent (≤300m),False
03BVA1855000,70,21,9,228.20818697,Excellent (≤300m),False
03BVA2440001,85,21,16,64.07903645,Excellent (≤300m),False
03BWM1755000,70,22,5,183.95259482,Excellent (≤300m),False
03CAE0638000,87,21,16,19.07647339,Excellent (≤300m),False
03CAI1653004,72,22,12,45.35913088,Excellent (≤300m),False
03CAY2759001,66,22,3,222.55391464,Excellent (≤300m),False
03CBN1255000,70,22,8,12.58697208,Excellent (≤300m),False
03CBY2748000,77,21,13,192.28088908,Excellent (≤300m),False
03CCA1253000,72,22,12,131.28068575,Excellent (≤300m),False
03CCE2445000,80,22,13,178.51954136,Excellent (≤300m),False
03CDA1652001,73,21,8,190.16130541,Excellent (≤300m),False
03CDH0855000,70,22,10,290.03182483,Excellent (≤300m),False
03CDS1760001,65,22,3,226.93482638,Excellent (≤300m),False
03CDY1748001,77,21,13,164.91038097,Excellent (≤300m),False
03CED0760000,65,21,12,84.87987914,Excellent (≤300m),False
03CER3038000,87,22,1,95.57842797,Excellent (≤300m),False
03CES0447000,78,21,14,297.04290984,Excellent (≤300m),False
03CFE0550000,75,22,6,342.18524437,Good (300-600m),False
03CFK2437000,88,22,4,137.68319172,Excellent (≤300m),False
03CGE1738000,87,21,16,5.54645948,Excellent (≤300m),False
03CGO3063000,62,22,3,65.08679387,Excellent (≤300m),False
03CGY3060000,65,22,3,103.97540247,Excellent (≤300m),False
03CHN2151000,74,21,13,130.01472446,Excellent (≤300m),False
03CIG0841000,84,22,7,17.99293562,Excellent (≤300m),False
03CIL0161000,64,21,10,46.84552139,Excellent (≤300m),False
03CJE0864000,63,22,11,104.05761811,Excellent (≤300m),False
03CJN0249003,76,21,12,84.87987914,Excellent (≤300m),False
03CJN0857005,68,22,1,113.101625,Excellent (≤300m),False
03CJN1252002,73,21,3,91.33625635,Excellent (≤300m),False
03CJN2750000,75,21,4,345.4321108,Good (300-600m),False
03CJS0249000,76,22,6,336.49191035,Good (300-600m),False
03CJS2752001,73,21,15,135.8389432,Excellent (≤300m),False
03CJY1552000,74,22,4,330.84378246,Good (300-600m),False
03CJY2255000,70,22,6,154.0600861,Excellent (≤300m),False
03CKN0549002,76,21,11,33.4750908,Excellent (≤300m),False
03CKN2249000,76,21,6,204.59770147,Excellent (≤300m),False
03CKN2361000,64,21,7,17.80231483,Excellent (≤300m),False
03CKN2558001,67,22,2,117.31368629,Excellent (≤300m),False
03CLA2957000,68,21,10,79.01788142,Excellent (≤300m),False
03CLA3058001,67,21,3,3.64558242,Excellent (≤300m),False
03CLI1242002,83,21,10,25.36370695,Excellent (≤300m),False
03CLS3162001,63,21,14,230.52937806,Excellent (≤300m),False
03CLY2061000,64,22,5,232.13823818,Excellent (≤300m),False
03CMA2448001,77,21,10,25.36370695,Excellent (≤300m),False
03CMN0256000,69,22,7,170.19252368,Excellent (≤300m),False
03CMW2939001,86,21,9,84.22242417,Excellent (≤300m),False
03CPG0250000,75,22,5,171.57818365,Excellent (≤300m),False
03CRT2054006,71,22,13,292.73373375,Excellent (≤300m),False
03CSA0432001,93,21,12,84.87987914,Excellent (≤300m),False
03CSN2059000,66,22,3,286.53924365,Excellent (≤300m),False
03CTG1253001,72,22,5,6.17477456,Excellent (≤300m),False
03CTH1145001,80,22,11,198.56168306,Excellent (≤300m),False
03CTS0162000,63,21,9,111.2868048,Excellent (≤300m),False
03CVA1559000,66,21,12,15.98064041,Excellent (≤300m),False
03CVA1862002,63,21,9,24.26875748,Excellent (≤300m),False
03CWE2458002,67,22,5,84.1559542,Excellent (≤300m),False
03CWM1559000,66,22,13,233.47183979,Excellent (≤300m),False
03CWM2136000,89,21,11,232.7080901,Excellent (≤300m),False
03CWN2845000,80,21,6,148.73816181,Excellent (≤300m),False
03CYN1938000,87,21,13,192.28088908,Excellent (≤300m),False
03DAA1836003,89,21,13,192.28088908,Excellent (≤300m),False
03DAN2651001,74,21,13,169.37604015,Excellent (≤300m),False
03DAT2750000,75,21,7,71.78029983,Excellent (≤300m),False
03DCE2349000,76,22,7,186.9921972,Excellent (≤300m),False
03DCS1649000,76,22,6,308.70602195,Good (300-600m),False
03DEA1452000,73,22,4,209.38187573,Excellent (≤300m),False
03DEA2253000,72,21,16,138.45031626,Excellent (≤300m),False
03DED1447000,78,22,2,169.17460113,Excellent (≤300m),False
03DEI1533000,92,21,13,77.73552656,Excellent (≤300m),False
03DGA2731000,94,21,12,84.87987914,Excellent (≤300m),False
03DGN0647000,78,21,9,97.64558051,Excellent (≤300m),False
03DGN3045000,80,22,9,27.58217831,Excellent (≤300m),False
03DIA0731000,94,21,12,84.87987914,Excellent (≤300m),False
03DJN0237000,88,21,6,204.59770147,Excellent (≤300m),False
03DLE1857000,68,22,7,56.02198911,Excellent (≤300m),False
03DMC2450000,75,21,16,105.61133947,Excellent (≤300m),False
03DML0646000,79,21,6,160.00831793,Excellent (≤300m),False
03DML0651000,74,21,12,191.52707818,Excellent (≤300m),False
03DML3162001,63,21,16,29.92587478,Excellent (≤300m),False
03DMY1743000,82,21,6,204.59770147,Excellent (≤300m),False
03DMY2155001,70,22,12,72.65598861,Excellent (≤300m),False
03DNA3061001,64,22,3,237.27528224,Excellent (≤300m),False
03DNN2059000,66,21,12,15.98064041,Excellent (≤300m),False
03DNY0542003,83,22,7,218.49111705,Excellent (≤300m),False
03DPL1353001,72,22,13,167.78374471,Excellent (≤300m),False
03DRN2663000,62,22,10,152.03113456,Excellent (≤300m),False
03DSA0554002,71,21,12,191.52707818,Excellent (≤300m),False
03DSY0147000,78,22,4,301.8547576,Good (300-600m),False
03DTA0557000,68,21,16,90.70016666,Excellent (≤300m),False
03DTY2559000,66,22,1,58.75081101,Excellent (≤300m),False
03DWH2845000,80,22,7,171.08691138,Excellent (≤300m),False
03DWM2348002,77,22,9,27.16579844,Excellent (≤300m),False
03EDD1355000,70,22,7,73.14424409,Excellent (≤300m),False
03EJS2861000,64,22,1,58.67977466,Excellent (≤300m),False
03ERD1756000,69,22,10,280.03943355,Excellent (≤300m),False
03ETA1043000,82,22,1,306.68386321,Good (300-600m),False
03EYN0258000,67,22,3,112.83280413,Excellent (≤300m),False
03FBA1435000,90,22,12,359.57271077,Good (300-600m),False
03FBE1043000,80,22,2,163.53086271,Excellent (≤300m),False
03FCE3150000,75,21,7,45.37309395,Excellent (≤300m),False
03FCE3150002,75,21,7,45.37309395,Excellent (≤300m),False
03FEN0357000,68,22,10,221.48377072,Excellent (≤300m),False
03FEO1761003,64,22,9,285.60985352,Excellent (≤300m),False
03FFA0738001,87,21,12,84.87987914,Excellent (≤300m),False
03FGN2255000,70,22,2,209.47642869,Excellent (≤300m),False
03FHE0451000,74,21,14,271.62100208,Excellent (≤300m),False
03FJA3049000,76,21,7,71.78029983,Excellent (≤300m),False
03FKN2763000,62,22,7,261.4537521,Excellent (≤300m),False
03FKN3052000,73,21,16,31.91366821,Excellent (≤300m),False
03FLA1152001,73,22,12,351.68039337,Good (300-600m),False
03FML1859000,66,22,1,96.32326092,Excellent (≤300m),False
03FML3061000,64,22,10,106.74838149,Excellent (≤300m),False
03FNY0645000,80,21,16,36.13665747,Excellent (≤300m),False
03FPL2243001,82,22,9,196.05669234,Excellent (≤300m),False
03FSN1056000,69,21,10,25.36370695,Excellent (≤300m),False
03FSN2652000,73,21,12,15.98064041,Excellent (≤300m),False
03FSR0462000,63,21,10,81.63390693,Excellent (≤300m),False
03FVA3147001,78,21,9,111.5411665,Excellent (≤300m),False
03GAA3160000,65,22,4,137.64346438,Excellent (≤300m),False
03GAY2132000,93,22,3,133.74939923,Excellent (≤300m),False
03GBA0154000,71,22,12,72.67667533,Excellent (≤300m),False
03GBA1248000,77,22,10,350.25950574,Good (300-600m),False
03GCE0655001,70,22,4,261.53053466,Excellent (≤300m),False
03GCN0831000,94,21,10,25.36370695,Excellent (≤300m),False
03GDD1650000,75,22,12,131.28068575,Excellent (≤300m),False
03GER0652000,73,22,9,175.27102627,Excellent (≤300m),False
03GFA0624000,101,21,12,15.98064041,Excellent (≤300m),False
03GFS0429001,96,22,11,300.3615256,Good (300-600m),False
03GGE2454000,71,21,4,379.51871405,Good (300-600m),False
03GGK0733001,92,21,9,46.28284896,Excellent (≤300m),False
03GIV2230000,95,21,12,84.87987914,Excellent (≤300m),False
03GLE1047000,78,21,16,84.26469288,Excellent (≤300m),False
03GLS2142000,83,21,11,159.23015173,Excellent (≤300m),False
03GNA0138000,87,21,16,19.07647339,Excellent (≤300m),False
03GPA0844002,81,21,16,19.07647339,Excellent (≤300m),False
03GPL2861000,64,21,12,84.87987914,Excellent (≤300m),False
03GRA0949002,76,22,9,248.89945465,Excellent (≤300m),False
03GRD2652000,73,21,4,345.4321108,Good (300-600m),False
03GRY1763000,62,21,2,205.94058847,Excellent (≤300m),False
03GSA1648000,77,21,13,192.28088908,Excellent (≤300m),False
03GSA2555000,70,21,12,15.98064041,Excellent (≤300m),False
03GSA2934000,91,21,13,220.81707869,Excellent (≤300m),False
03GSE0931000,94,21,16,19.07647339,Excellent (≤300m),False
03GSE2051001,64,21,13,91.07140136,Excellent (≤300m),False
03GSE3138000,87,22,13,103.22161957,Excellent (≤300m),False
03GSH0863000,62,21,12,15.98064041,Excellent (≤300m),False
03GSN1756004,69,22,9,200.23879319,Excellent (≤300m),False
03GSN2748000,77,21,3,47.56562729,Excellent (≤300m),False
03GST1862000,63,21,13,24.28793869,Excellent (≤300m),False
03GVR2737003,88,21,12,84.87987914,Excellent (≤300m),False
03GYN0956000,69,22,4,315.52504276,Good (300-600m),False
03HAM1263001,62,21,12,198.61532706,Excellent (≤300m),False
03HDA0362001,63,21,5,78.53675853,Excellent (≤300m),False
03HDE2461001,64,21,10,25.36370695,Excellent (≤300m),False
03HEH1663000,62,21,11,154.87322409,Excellent (≤300m),False
03HEN1848000,77,22,12,53.45634972,Excellent (≤300m),False
03HFK2749000,76,22,12,24.9089153,Excellent (≤300m),False
03HHE1361001,64,21,14,271.99229033,Excellent (≤300m),False
03HHY2049000,76,22,4,72.1240336,Excellent (≤300m),False
03HHY2162002,63,22,7,117.27746952,Excellent (≤300m),False
03HJN2161001,64,22,4,69.11350478,Excellent (≤300m),False
03HKN2040000,85,21,6,204.59770147,Excellent (≤300m),False
03HLA0840001,85,21,6,204.59770147,Excellent (≤300m),False
03HMI1845001,80,22,12,99.79033688,Excellent (≤300m),False
03HMY0439000,86,22,12,128.03238667,Excellent (≤300m),False
03HNY0553000,72,21,9,107.0535004,Excellent (≤300m),False
03HRG1955001,70,22,1,83.46194334,Excellent (≤300m),False
03HRY0260000,65,21,3,52.14918966,Excellent (≤300m),False
03HSN2046000,79,21,16,64.07903645,Excellent (≤300m),False
03HTU1950000,75,21,7,44.42375576,Excellent (≤300m),False
03HYN2641000,84,21,13,220.81707869,Excellent (≤300m),False
03IED1253000,72,22,12,120.35498823,Excellent (≤300m),False
03IEH1455001,70,22,10,68.27194016,Excellent (≤300m),False
03ILA0961000,64,21,8,141.59871435,Excellent (≤300m),False
03IZY2049000,76,21,14,271.62100208,Excellent (≤300m),False
03JCA0549001,76,21,15,217.83335387,Excellent (≤300m),False
03JPA2254001,71,21,1,108.28432871,Excellent (≤300m),False
03JQG0943000,82,21,13,192.28088908,Excellent (≤300m),False
03JSA2154000,71,21,14,287.05964094,Excellent (≤300m),False
03JSN1863001,62,21,11,76.3853069,Excellent (≤300m),False
03JXG0943000,82,21,13,220.81707869,Excellent (≤300m),False
03KAW1354000,71,21,10,37.80182545,Excellent (≤300m),False
03KBE1452000,73,22,5,312.91896349,Good (300-600m),False
03KCA1554003,71,22,8,59.85547124,Excellent (≤300m),False
03KCE2145000,80,21,16,5.94234168,Excellent (≤300m),False
03KCS2851000,74,21,4,362.57752939,Good (300-600m),False
03KDA1360000,65,22,7,142.85182247,Excellent (≤300m),False
03KDA2259000,66,22,2,300.51582955,Good (300-600m),False
03KDD1258001,67,22,3,117.04511868,Excellent (≤300m),False
03KDE2360001,65,22,8,52.13547177,Excellent (≤300m),False
03KEA2460000,65,21,12,84.87987914,Excellent (≤300m),False
03KED1842000,83,22,1,93.77051573,Excellent (≤300m),False
03KGY0437000,88,21,15,69.60141034,Excellent (≤300m),False
03KJE0655000,70,21,16,19.07647339,Excellent (≤300m),False
03KJG2650000,75,21,13,169.37604015,Excellent (≤300m),False
03KJH3156000,69,22,7,119.53058428,Excellent (≤300m),False
03KJY0260001,65,21,5,188.76526183,Excellent (≤300m),False
03KKA2362000,63,22,5,159.3080489,Excellent (≤300m),False
03KLA1339000,86,21,13,164.91038097,Excellent (≤300m),False
03KLE0955000,70,21,13,164.91038097,Excellent (≤300m),False
03KLV2362001,63,21,16,64.07903645,Excellent (≤300m),False
03KMA1537000,88,22,8,55.5341524,Excellent (≤300m),False
03KME2255001,70,22,9,218.53949548,Excellent (≤300m),False
03KMK0248000,77,22,8,12.06358975,Excellent (≤300m),False
03KML0347003,78,22,11,5.27447874,Excellent (≤300m),False
03KMN0857000,68,22,1,101.55780954,Excellent (≤300m),False
03KMY1446000,79,22,4,185.49373586,Excellent (≤300m),False
03KNA1035000,90,22,11,188.02633962,Excellent (≤300m),False
03KNY2346001,79,21,16,90.70016666,Excellent (≤300m),False
03KPP1054000,71,21,14,302.3630881,Good (300-600m),False
03KPR1745000,80,21,10,30.0825223,Excellent (≤300m),False
03KRD1962001,63,21,9,28.59968669,Excellent (≤300m),False
03KRH1648000,77,22,13,252.62334393,Excellent (≤300m),False
03KSA1355001,70,21,16,64.07903645,Excellent (≤300m),False
03KSA2540000,85,22,12,242.64146028,Excellent (≤300m),False
03KTI0556000,69,21,16,87.6845806,Excellent (≤300m),False
03KYA2542000,83,21,13,192.28088908,Excellent (≤300m),False
03KZA1454000,71,21,13,220.81707869,Excellent (≤300m),False
03LAA0138000,87,21,9,111.5411665,Excellent (≤300m),False
03LAA1935000,90,21,12,15.98064041,Excellent (≤300m),False
03LAA2358001,67,22,7,117.27746952,Excellent (≤300m),False
03LAM0663002,62,22,10,342.62922588,Good (300-600m),False
03LAY2255001,70,22,1,92.71795668,Excellent (≤300m),False
03LBA0651002,74,22,3,161.86413558,Excellent (≤300m),False
03LBG0362000,63,21,5,209.71971702,Excellent (≤300m),False
03LBN2055000,70,21,9,83.0989949,Excellent (≤300m),False
03LBY0552000,73,21,9,83.0989949,Excellent (≤300m),False
03LBY1957000,68,22,12,127.29644095,Excellent (≤300m),False
03LCG0461001,64,22,7,3.3510268,Excellent (≤300m),False
03LCH0758000,67,21,14,338.4417616,Good (300-600m),False
03LDE3045001,80,22,3,15.78244836,Excellent (≤300m),False
03LEE3059001,66,22,2,169.72808515,Excellent (≤300m),False
03LEQ0452000,73,21,12,15.98064041,Excellent (≤300m),False
03LGG0350002,75,21,10,34.12805263,Excellent (≤300m),False
03LGY1548000,77,22,3,274.64334206,Excellent (≤300m),False
03LHS2658002,67,22,7,117.27746952,Excellent (≤300m),False
03LHS2658003,67,22,7,117.27746952,Excellent (≤300m),False
03LIF0349000,76,21,10,53.4615979,Excellent (≤300m),False
03LJA2063000,62,22,1,289.82898979,Excellent (≤300m),False
03LJH2562001,63,22,8,57.36726316,Excellent (≤300m),False
03LJN1649001,76,22,2,89.30802111,Excellent (≤300m),False
03LJR3058000,67,22,8,147.88182277,Excellent (≤300m),False
03LJS0163000,62,21,16,29.87288041,Excellent (≤300m),False
03LJS1451000,74,21,12,63.51532831,Excellent (≤300m),False
03LKG1548000,77,21,13,32.35108666,Excellent (≤300m),False
03LKH2641000,84,22,1,263.35364327,Excellent (≤300m),False
03LLD1047002,78,21,8,120.06997205,Excellent (≤300m),False
03LLI0756000,69,21,13,33.03351818,Excellent (≤300m),False
03LLS2160000,65,21,9,28.59968669,Excellent (≤300m),False
03LMG0156000,69,21,10,41.85868666,Excellent (≤300m),False
