res_id,age,ward_id,precinct_id,median_income,income_category,has_financial_barrier,interior_condition,exterior_condition,grade,building_age,has_condition_barrier,open_violations,total_violations,violation_severity,has_violation_barrier,store_accessibility,has_store_accessibility_barrier,park_accessibility,has_park_accessibility_barrier,barrier_count,has_any_barrier,has_multiple_barriers,barrier_severity
02LEA1654000,71,21,3,116793.00,Higher Income ($75k+),False,Fair,Fair,Good,105.00,True,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02LEA2145001,80,22,5,33229.00,Low Income (<$50k),True,Average,Average,Average,105.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02LIA1242000,83,21,13,80556.00,Higher Income ($75k+),False,,,,,False,0,0,No Violations,False,No Store Data,False,Excellent (≤300m),False,0,False,False,No Barriers
02LIK0654000,71,22,12,111705.00,Higher Income ($75k+),False,Good,Average,Average,99.00,False,0,0,No Violations,False,Excellent (≤500m),False,Good (300-600m),False,0,False,False,No Barriers
02LJN0157000,68,21,1,0,Low Income (<$50k),True,Unknown,Unknown,Unknown,105.00,False,0,0,No Violations,False,Good (500-1000m),False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02LJN0760002,65,21,13,80556.00,Higher Income ($75k+),False,Average,Average,Average,95.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02LJN2432006,93,22,1,89479.00,Higher Income ($75k+),False,Average,Average,Average,105.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02LKH0354000,71,22,11,75366.00,Higher Income ($75k+),False,Average,Average,Average,120.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02LLE2151000,74,21,13,80556.00,Higher Income ($75k+),False,Fair,Average,Average,95.00,True,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02LMY1536000,89,22,12,111705.00,Higher Income ($75k+),False,Average,Average,Average,69.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02LPK0351000,74,22,11,75366.00,Higher Income ($75k+),False,Average,Average,Average,91.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02LSA2662000,63,22,10,111705.00,Higher Income ($75k+),False,Average,Average,Good,125.00,False,0,0,No Violations,False,Excellent (≤500m),False,Good (300-600m),False,0,False,False,No Barriers
02LSH0551001,74,22,9,73403.00,Moderate Income ($50k-$75k),True,Good,Average,Good,105.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02LSI0449002,76,22,8,92560.00,Higher Income ($75k+),False,Average,Average,Average,105.00,False,0,1,No Violations,False,Good (500-1000m),False,Excellent (≤300m),False,0,False,False,No Barriers
02LXG0437001,88,21,13,80556.00,Higher Income ($75k+),False,,,,,False,0,0,No Violations,False,No Store Data,False,Excellent (≤300m),False,0,False,False,No Barriers
02LXO0860001,65,22,1,45000.00,Low Income (<$50k),True,Average,Average,Average,105.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02LXO0934000,91,21,13,80556.00,Higher Income ($75k+),False,,,,,False,0,0,No Violations,False,No Store Data,False,Excellent (≤300m),False,0,False,False,No Barriers
02LYE1740002,85,21,12,0,Low Income (<$50k),True,,,,,False,0,0,No Violations,False,No Store Data,False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02LYN0454000,71,22,8,92560.00,Higher Income ($75k+),False,Average,Average,Good,95.00,False,0,0,No Violations,False,Good (500-1000m),False,Excellent (≤300m),False,0,False,False,No Barriers
02MAA1453000,72,22,10,111705.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,26.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02MAA1759001,66,21,8,79000.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,95.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02MAA1846000,79,22,7,75366.00,Higher Income ($75k+),False,Average,Average,Average,135.00,False,0,0,No Violations,False,No Store Data,False,Excellent (≤300m),False,0,False,False,No Barriers
02MAO2739002,86,21,7,131206.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,105.00,False,0,0,No Violations,False,No Store Data,False,Excellent (≤300m),False,0,False,False,No Barriers
02MAR0637001,88,21,12,93326.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,100.00,False,0,0,No Violations,False,No Store Data,False,Excellent (≤300m),False,0,False,False,No Barriers
02MAR0851000,74,22,6,88625.00,Higher Income ($75k+),False,Average,Average,Average,95.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02MBO1331000,94,22,2,89479.00,Higher Income ($75k+),False,Average,Average,Average,97.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02MCL0962000,71,21,13,80556.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,7.00,False,0,0,No Violations,False,No Store Data,False,Excellent (≤300m),False,0,False,False,No Barriers
02MCS0463001,62,21,1,0,Low Income (<$50k),True,Unknown,Unknown,Unknown,36.00,False,0,0,No Violations,False,Good (500-1000m),False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02MDE0163000,62,21,10,81853.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02MDL2563000,62,22,4,92560.00,Higher Income ($75k+),False,Average,Average,Average,100.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02MED2561000,64,22,10,75366.00,Higher Income ($75k+),False,Good,Average,Average,32.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02MEN0356000,69,22,11,75366.00,Higher Income ($75k+),False,Average,Average,Average,73.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02MFD0661000,64,21,13,80556.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,3.00,False,0,0,No Violations,False,No Store Data,False,Excellent (≤300m),False,0,False,False,No Barriers
02MFS0538000,87,22,4,92560.00,Higher Income ($75k+),False,Average,Average,Average,70.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02MGE0643000,82,22,13,82125.00,Higher Income ($75k+),False,Average,Average,Average,100.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02MHY2362000,63,22,4,92560.00,Higher Income ($75k+),False,Average,Average,Average,95.00,False,0,1,No Violations,False,No Store Data,False,Excellent (≤300m),False,0,False,False,No Barriers
02MJE0838000,87,22,1,45000.00,Low Income (<$50k),True,Average,Average,Average,134.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02MJE2359000,66,21,11,80556.00,Higher Income ($75k+),False,Average,Average,Average,105.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02MJN0150000,75,22,2,45000.00,Low Income (<$50k),True,Average,Average,Average,130.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02MJN0357000,68,22,2,89479.00,Higher Income ($75k+),False,Average,Average,Average,105.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02MJN0363005,62,22,13,82125.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,57.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02MJN1446003,79,22,5,33229.00,Low Income (<$50k),True,Average,Average,Average,145.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02MJS0239003,86,21,15,151466.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,32.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02MJS1041001,84,22,7,75366.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,26.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02MJS1357000,68,22,10,111705.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,95.00,False,0,0,No Violations,False,Excellent (≤500m),False,Good (300-600m),False,0,False,False,No Barriers
02MKL1363000,62,22,4,82125.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,126.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02MKN2335000,90,22,9,73403.00,Moderate Income ($50k-$75k),True,Average,Average,Average,36.00,False,0,0,No Violations,False,No Store Data,False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02MLA1098000,85,21,12,93326.00,Higher Income ($75k+),False,,,,,False,0,1,No Violations,False,No Store Data,False,Excellent (≤300m),False,0,False,False,No Barriers
02MLA1848002,77,22,8,92560.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,26.00,False,0,1,No Violations,False,Good (500-1000m),False,Excellent (≤300m),False,0,False,False,No Barriers
02MMA1363004,62,21,9,81853.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,75.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02MMA2348001,77,21,7,131206.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,95.00,False,0,0,No Violations,False,No Store Data,False,Excellent (≤300m),False,0,False,False,No Barriers
02MMA2361000,64,21,9,46985.00,Low Income (<$50k),True,Unknown,Unknown,Unknown,100.00,False,0,0,No Violations,False,No Store Data,False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02MMA2560001,65,22,4,92560.00,Higher Income ($75k+),False,Average,Average,Average,70.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02MMC0948000,77,21,16,114271.00,Higher Income ($75k+),False,,,,,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02MME0761000,64,21,7,79000.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,95.00,False,0,0,No Violations,False,No Store Data,False,Excellent (≤300m),False,0,False,False,No Barriers
02MMN0561001,64,22,2,45000.00,Low Income (<$50k),True,Unknown,Unknown,Unknown,26.00,False,0,0,No Violations,False,Excellent (≤500m),False,Good (300-600m),False,1,True,False,Low (1 barrier)
02MMS1563000,62,22,2,45000.00,Low Income (<$50k),True,Unknown,Unknown,Unknown,125.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02MMU1041001,84,21,13,80556.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,3.00,False,0,0,No Violations,False,No Store Data,False,Excellent (≤300m),False,0,False,False,No Barriers
02MMY2349000,76,21,12,0,Low Income (<$50k),True,,,,,False,0,0,No Violations,False,No Store Data,False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02MOR2855001,70,21,12,93326.00,Higher Income ($75k+),False,,,,,False,0,1,No Violations,False,No Store Data,False,Excellent (≤300m),False,0,False,False,No Barriers
02MPA1754000,71,21,16,114271.00,Higher Income ($75k+),False,,,,,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02MRE0728000,97,22,7,75366.00,Higher Income ($75k+),False,Average,Average,Average,145.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02MRH1233000,92,22,3,88625.00,Higher Income ($75k+),False,Average,Average,Average,115.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02MRT0457001,68,21,9,81853.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,,False,0,0,No Violations,False,No Store Data,False,Excellent (≤300m),False,0,False,False,No Barriers
02MSN0553001,72,22,6,88625.00,Higher Income ($75k+),False,Average,Average,Average,95.00,False,0,0,No Violations,False,Excellent (≤500m),False,Good (300-600m),False,0,False,False,No Barriers
02MSN1553000,72,21,10,81853.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02MTS2436001,89,22,13,82125.00,Higher Income ($75k+),False,Average,Average,Average,110.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02MVA1133001,92,21,12,93326.00,Higher Income ($75k+),False,,,,,False,0,1,No Violations,False,No Store Data,False,Excellent (≤300m),False,0,False,False,No Barriers
02MWI2544001,81,22,8,73403.00,Moderate Income ($50k-$75k),True,Good,Average,Good,105.00,False,0,0,No Violations,False,Good (500-1000m),False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02MWM2749000,76,21,6,88625.00,Higher Income ($75k+),False,Average,Average,Average,140.00,False,0,0,No Violations,False,Excellent (≤500m),False,Good (300-600m),False,0,False,False,No Barriers
02MYA1562001,63,21,10,60060.00,Moderate Income ($50k-$75k),True,Unknown,Unknown,Unknown,23.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02NCK0943000,82,22,1,89479.00,Higher Income ($75k+),False,Fair,Average,Average,135.00,True,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02NEY2430001,95,21,12,93326.00,Higher Income ($75k+),False,,,,,False,0,1,No Violations,False,No Store Data,False,Excellent (≤300m),False,0,False,False,No Barriers
02NKA1533000,92,21,7,131206.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,26.00,False,0,0,No Violations,False,No Store Data,False,Excellent (≤300m),False,0,False,False,No Barriers
02NMU2651000,74,22,3,88625.00,Higher Income ($75k+),False,Average,Average,Average,107.00,False,0,2,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02NRT0445000,80,22,5,33229.00,Low Income (<$50k),True,Fair,Average,Average,100.00,True,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,2,True,True,Medium (2 barriers)
02NTN0546000,79,22,2,45000.00,Low Income (<$50k),True,Good,Average,Average,98.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02NWK0160001,65,22,3,111705.00,Higher Income ($75k+),False,Average,Average,Average,105.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02OED2557000,68,21,10,60060.00,Moderate Income ($50k-$75k),True,Unknown,Unknown,Unknown,126.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02OGE2453001,72,22,1,89479.00,Higher Income ($75k+),False,Average,Average,Average,125.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02OIA1226000,98,21,13,80556.00,Higher Income ($75k+),False,,,,,False,0,0,No Violations,False,No Store Data,False,Excellent (≤300m),False,0,False,False,No Barriers
02OKY0960000,65,21,12,93326.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,100.00,False,0,0,No Violations,False,No Store Data,False,Excellent (≤300m),False,0,False,False,No Barriers
02OMA0156001,69,21,3,53824.00,Moderate Income ($50k-$75k),True,Unknown,Unknown,Unknown,55.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02OML2054001,71,21,9,46985.00,Low Income (<$50k),True,Unknown,Unknown,Unknown,26.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02ONY0357000,68,22,1,45000.00,Low Income (<$50k),True,Average,Average,Average,99.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02OOA0960000,65,21,9,46985.00,Low Income (<$50k),True,Unknown,Unknown,Unknown,60.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02ORA0642000,83,21,9,46985.00,Low Income (<$50k),True,Unknown,Unknown,Unknown,60.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02OSA2241000,84,22,11,75366.00,Higher Income ($75k+),False,Average,Average,Average,108.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02PAA1427000,98,22,1,45000.00,Low Income (<$50k),True,Unknown,Unknown,Unknown,95.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02PAS0450000,75,21,7,131206.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,105.00,False,0,0,No Violations,False,No Store Data,False,Excellent (≤300m),False,0,False,False,No Barriers
02PAY1035000,90,21,13,80556.00,Higher Income ($75k+),False,,,,,False,0,0,No Violations,False,No Store Data,False,Excellent (≤300m),False,0,False,False,No Barriers
02PCL2449000,76,21,13,80556.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,3.00,False,0,0,No Violations,False,No Store Data,False,Excellent (≤300m),False,0,False,False,No Barriers
02PCT1763000,62,21,15,114271.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,26.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02PDY1247001,78,21,9,79000.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,26.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02PEA0441001,84,21,1,0,Low Income (<$50k),True,Unknown,Unknown,Unknown,36.00,False,0,0,No Violations,False,Good (500-1000m),False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02PEA2462000,63,21,16,114271.00,Higher Income ($75k+),False,,,,,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02PFA1557002,68,22,7,75366.00,Higher Income ($75k+),False,Average,Average,Average,135.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02PIR0857000,68,21,13,80556.00,Higher Income ($75k+),False,,,,,False,0,0,No Violations,False,No Store Data,False,Excellent (≤300m),False,0,False,False,No Barriers
02PJS1660000,65,21,7,131206.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,26.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02PKN2355000,70,21,12,93326.00,Higher Income ($75k+),False,,,,,False,0,1,No Violations,False,No Store Data,False,Excellent (≤300m),False,0,False,False,No Barriers
02PLA1033000,92,21,13,80556.00,Higher Income ($75k+),False,,,,,False,0,0,No Violations,False,No Store Data,False,Excellent (≤300m),False,0,False,False,No Barriers
02PLY1831000,94,22,11,75366.00,Higher Income ($75k+),False,Average,Average,Average,120.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02PPL2535000,90,21,11,80556.00,Higher Income ($75k+),False,Good,Average,Average,115.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02PSA1049000,76,22,11,75366.00,Higher Income ($75k+),False,Average,Average,Average,75.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02PST1763000,62,21,1,0,Low Income (<$50k),True,Unknown,Unknown,Unknown,26.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02PYA1333000,92,21,9,46985.00,Low Income (<$50k),True,Unknown,Unknown,Unknown,60.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02QWG1240002,85,21,12,93326.00,Higher Income ($75k+),False,,,,,False,0,1,No Violations,False,No Store Data,False,Excellent (≤300m),False,0,False,False,No Barriers
02RAA2658000,67,22,9,73403.00,Moderate Income ($50k-$75k),True,Average,Average,Average,99.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02RAE2144001,81,21,12,0,Low Income (<$50k),True,,,,,False,0,0,No Violations,False,No Store Data,False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02RAN1954000,71,22,10,75366.00,Higher Income ($75k+),False,Average,Average,Average,114.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02RAS2045000,80,22,10,111705.00,Higher Income ($75k+),False,Average,Fair,Average,145.00,True,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02RCL2651000,74,22,7,92560.00,Higher Income ($75k+),False,Average,Average,Average,75.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02RDA0963001,62,22,11,75366.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,95.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02RGS1560000,65,21,9,81853.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,75.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02RHN1061001,64,22,6,88625.00,Higher Income ($75k+),False,Average,Average,Average,95.00,False,0,0,No Violations,False,Excellent (≤500m),False,Good (300-600m),False,0,False,False,No Barriers
02RJE2659002,66,21,7,46985.00,Low Income (<$50k),True,Average,Average,Average,115.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02RJH2244000,81,22,13,82125.00,Higher Income ($75k+),False,Average,Average,Average,95.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02RJN1857006,68,21,12,0,Low Income (<$50k),True,,,,,False,0,0,No Violations,False,No Store Data,False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02RMA1758000,67,22,4,92560.00,Higher Income ($75k+),False,Average,Average,Average,100.00,False,0,1,No Violations,False,No Store Data,False,Excellent (≤300m),False,0,False,False,No Barriers
02RSN2059000,66,21,7,131206.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,105.00,False,0,0,No Violations,False,No Store Data,False,Excellent (≤300m),False,0,False,False,No Barriers
02RTS0461003,64,22,12,111705.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,126.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02RTS1641000,84,22,4,82125.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,26.00,False,1,4,1 Open Violation,True,Excellent (≤500m),False,Good (300-600m),False,1,True,False,Low (1 barrier)
02SAA1040000,85,22,9,73403.00,Moderate Income ($50k-$75k),True,Unknown,Unknown,Unknown,126.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02SAA2761000,64,22,9,73403.00,Moderate Income ($50k-$75k),True,Average,Average,Good,81.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02SBA0461001,64,21,7,131206.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,105.00,False,0,0,No Violations,False,No Store Data,False,Excellent (≤300m),False,0,False,False,No Barriers
02SBL2547000,78,22,1,45000.00,Low Income (<$50k),True,Unknown,Unknown,Unknown,105.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02SBS1349000,76,21,15,114271.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,26.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02SCR2163002,62,22,1,45000.00,Low Income (<$50k),True,Average,Fair,Average,125.00,True,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,2,True,True,Medium (2 barriers)
02SDD0651000,74,22,9,73403.00,Moderate Income ($50k-$75k),True,Average,Average,Good,81.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02SDL1361000,64,21,4,53824.00,Moderate Income ($50k-$75k),True,Unknown,Unknown,Unknown,5.00,False,0,0,No Violations,False,No Store Data,False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02SDL2754000,71,21,13,80556.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,7.00,False,0,0,No Violations,False,No Store Data,False,Excellent (≤300m),False,0,False,False,No Barriers
02SED1560001,65,22,1,97877.00,Higher Income ($75k+),False,Poor,Fair,Average,125.00,True,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02SFA2840000,85,22,10,73403.00,Moderate Income ($50k-$75k),True,Average,Average,Average,38.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02SFS2456002,69,22,2,45000.00,Low Income (<$50k),True,Average,Average,Average,120.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02SGA1029000,96,21,12,0,Low Income (<$50k),True,,,,,False,0,0,No Violations,False,No Store Data,False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02SGE1656000,69,22,1,45000.00,Low Income (<$50k),True,Good,Average,Average,125.00,False,0,1,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02SHK2057000,68,22,3,88625.00,Higher Income ($75k+),False,Good,Average,Average,125.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02SJS0456000,69,22,3,111705.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,26.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02SJS2458003,67,21,13,80556.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,7.00,False,0,0,No Violations,False,No Store Data,False,Excellent (≤300m),False,0,False,False,No Barriers
02SKI1353000,72,22,9,73403.00,Moderate Income ($50k-$75k),True,Average,Average,Average,145.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02SKN2751000,74,22,4,82125.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,26.00,False,1,4,1 Open Violation,True,Excellent (≤500m),False,Good (300-600m),False,1,True,False,Low (1 barrier)
02SLA1363003,62,21,16,114271.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,105.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,0,False,False,No Barriers
02SLE2458000,67,21,12,93326.00,Higher Income ($75k+),False,,,,,False,0,1,No Violations,False,No Store Data,False,Excellent (≤300m),False,0,False,False,No Barriers
02SMA2340000,85,21,9,46985.00,Low Income (<$50k),True,Unknown,Unknown,Unknown,60.00,False,0,0,No Violations,False,Excellent (≤500m),False,Excellent (≤300m),False,1,True,False,Low (1 barrier)
02SMT2648000,77,21,16,114271.00,Higher Income ($75k+),False,Unknown,Unknown,Unknown,105.00,False,0,0,No Violations,False,No Store Data,False,Excellent (≤300m),False,0,False,False,No Barriers
