res_id,age,ward_id,precinct_id,owner_occ,tenure_status,property_value,value_category,has_building_match,residency_duration,age_group
02HAN2348000,77,22,6,Y,Homeowner,989900.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
02HAO1154000,71,21,4,N,Renter,1198500.00,High Value ($1M+),True,5+ Years,70-79
02HBK2245000,80,21,7,Y,Homeowner,1397400.00,High Value ($1M+),True,5+ Years,80-89
02HCE2754001,71,21,11,N,Renter,0.00,Low Value (<$500k),True,5+ Years,70-79
02HCR2159000,66,21,11,Y,Homeowner,1302200.00,High Value ($1M+),True,5+ Years,62-69
02HDD1757001,68,21,11,N,Renter,1319600.00,High Value ($1M+),True,5+ Years,62-69
02HDR2262000,63,22,8,N,Renter,0.00,Low Value (<$500k),True,5+ Years,62-69
02HHY2657000,68,21,8,N,Renter,3472400.00,High Value ($1M+),True,5+ Years,62-69
02HJG2058000,67,21,13,N,Renter,,Unknown,True,5+ Years,62-69
02HJH0457000,68,21,9,,Unknown,,Unknown,True,5+ Years,62-69
02HJN1063001,62,22,8,Y,Homeowner,1129900.00,High Value ($1M+),True,5+ Years,62-69
02HJN2761003,64,22,7,N,Renter,897600.00,Moderate Value ($500k-$1M),True,5+ Years,62-69
02HLA1152000,73,21,16,,Unknown,,Unknown,True,5+ Years,70-79
02HLE2659002,66,21,7,,Unknown,,Unknown,True,5+ Years,62-69
02HME0852001,73,22,4,N,Renter,12350900.00,High Value ($1M+),True,5+ Years,70-79
02HME1347000,78,22,12,Y,Homeowner,851600.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
02HML1160000,65,22,6,N,Renter,871000.00,Moderate Value ($500k-$1M),True,5+ Years,62-69
02HPA0555001,70,22,11,Y,Homeowner,1098200.00,High Value ($1M+),True,5+ Years,70-79
02HPA1357001,68,22,13,N,Renter,2211398.00,High Value ($1M+),True,5+ Years,62-69
02HPA1953000,72,21,10,N,Renter,3172219.00,High Value ($1M+),True,5+ Years,70-79
02HPS2637000,88,22,1,Y,Homeowner,1193400.00,High Value ($1M+),True,5+ Years,80-89
02HWM0143000,82,22,9,,Unknown,,Unknown,True,5+ Years,80-89
02ICN2661000,64,21,7,Y,Homeowner,654700.00,Moderate Value ($500k-$1M),True,5+ Years,62-69
02IRA1445001,80,21,8,N,Renter,2747746.00,High Value ($1M+),True,5+ Years,80-89
02JDE1854000,71,21,16,N,Renter,0.00,Low Value (<$500k),True,5+ Years,70-79
02JDE2849001,76,22,6,Y,Homeowner,991300.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
02JJN2831000,94,21,13,N,Renter,1245800.00,High Value ($1M+),True,5+ Years,90+
02JJY1251000,74,21,3,,Unknown,,Unknown,True,5+ Years,70-79
02JMY2754000,71,21,6,Y,Homeowner,630200.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
02JPA1753000,72,22,2,Y,Homeowner,1136700.00,High Value ($1M+),True,5+ Years,70-79
02JTN2254000,71,22,1,Y,Homeowner,1138200.00,High Value ($1M+),True,5+ Years,70-79
02JVA2158000,67,21,12,,Unknown,,Unknown,True,5+ Years,62-69
02KAN0645000,80,22,13,N,Renter,2211398.00,High Value ($1M+),True,5+ Years,80-89
02KCL2851001,74,21,10,N,Renter,29888500.00,High Value ($1M+),True,5+ Years,70-79
02KIA2529000,96,21,10,N,Renter,0.00,Low Value (<$500k),True,5+ Years,90+
02KJA1544000,81,21,13,N,Renter,,Unknown,True,5+ Years,80-89
02KJN1450000,75,22,10,N,Renter,1011200.00,High Value ($1M+),True,5+ Years,70-79
02KKH2152000,73,22,4,N,Renter,1058600.00,High Value ($1M+),True,5+ Years,70-79
02KLA1260001,65,22,4,N,Renter,0.00,Low Value (<$500k),True,5+ Years,62-69
02KLE2560001,65,21,12,N,Renter,6528600.00,High Value ($1M+),True,5+ Years,62-69
02KLV2227000,98,21,13,N,Renter,,Unknown,True,5+ Years,90+
02KLY2560000,65,21,12,N,Renter,6528600.00,High Value ($1M+),True,5+ Years,62-69
02KMA2554000,71,21,10,N,Renter,0.00,Low Value (<$500k),True,5+ Years,70-79
02KME0248000,77,21,12,N,Renter,,Unknown,True,5+ Years,70-79
02KMI2326000,99,21,13,N,Renter,,Unknown,True,5+ Years,90+
02KML1351000,74,22,7,Y,Homeowner,966500.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
02KRA0435000,90,21,13,N,Renter,,Unknown,True,5+ Years,90+
02KRA0438000,87,21,7,N,Renter,0.00,Low Value (<$500k),True,5+ Years,80-89
02KSA2448001,77,21,12,N,Renter,,Unknown,True,5+ Years,70-79
02KSA2636000,89,22,8,N,Renter,0.00,Low Value (<$500k),True,5+ Years,80-89
02KSH2559001,66,22,2,Y,Homeowner,1229500.00,High Value ($1M+),True,5+ Years,62-69
02KSY1836000,89,21,12,N,Renter,,Unknown,True,5+ Years,80-89
02KTA0334000,91,21,13,N,Renter,,Unknown,True,5+ Years,90+
02KTA1842001,83,21,13,N,Renter,,Unknown,True,5+ Years,80-89
02KTI1651003,74,22,5,N,Renter,0.00,Low Value (<$500k),True,5+ Years,70-79
02KTS2352001,73,22,3,N,Renter,0.00,Low Value (<$500k),True,5+ Years,70-79
02KWG1659000,66,21,9,,Unknown,,Unknown,True,5+ Years,62-69
02KYK1549001,76,21,13,N,Renter,,Unknown,True,5+ Years,70-79
02KYM0935001,90,21,13,N,Renter,,Unknown,True,5+ Years,90+
02LAL1659000,66,22,11,Y,Homeowner,782400.00,Moderate Value ($500k-$1M),True,5+ Years,62-69
02LAY1729001,96,21,12,,Unknown,,Unknown,True,5+ Years,90+
02LCA1532000,93,21,6,N,Renter,1027900.00,High Value ($1M+),True,5+ Years,90+
02LEA0259001,66,21,2,N,Renter,0.00,Low Value (<$500k),True,5+ Years,62-69
02LEA1654000,71,21,3,Y,Homeowner,1388100.00,High Value ($1M+),True,5+ Years,70-79
02LEA2145001,80,22,5,Y,Homeowner,1173700.00,High Value ($1M+),True,5+ Years,80-89
02LIA1242000,83,21,13,N,Renter,,Unknown,True,5+ Years,80-89
02LIK0654000,71,22,12,Y,Homeowner,1098100.00,High Value ($1M+),True,5+ Years,70-79
02LJN0157000,68,21,1,N,Renter,17305400.00,High Value ($1M+),True,5+ Years,62-69
02LJN0760002,65,21,13,Y,Homeowner,1463500.00,High Value ($1M+),True,5+ Years,62-69
02LJN2432006,93,22,1,Y,Homeowner,1403000.00,High Value ($1M+),True,5+ Years,90+
02LKH0354000,71,22,11,Y,Homeowner,1032600.00,High Value ($1M+),True,5+ Years,70-79
02LLE2151000,74,21,13,Y,Homeowner,846800.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
02LMY1536000,89,22,12,Y,Homeowner,676900.00,Moderate Value ($500k-$1M),True,5+ Years,80-89
02LPK0351000,74,22,11,Y,Homeowner,796300.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
02LSA2662000,63,22,10,Y,Homeowner,1190800.00,High Value ($1M+),True,5+ Years,62-69
02LSH0551001,74,22,9,N,Renter,1365700.00,High Value ($1M+),True,5+ Years,70-79
02LSI0449002,76,22,8,Y,Homeowner,1252100.00,High Value ($1M+),True,5+ Years,70-79
02LXG0437001,88,21,13,N,Renter,,Unknown,True,5+ Years,80-89
02LXO0860001,65,22,1,Y,Homeowner,865500.00,Moderate Value ($500k-$1M),True,5+ Years,62-69
02LXO0934000,91,21,13,N,Renter,,Unknown,True,5+ Years,90+
02LYE1740002,85,21,12,,Unknown,,Unknown,True,5+ Years,80-89
02LYN0454000,71,22,8,Y,Homeowner,992300.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
02MAA1453000,72,22,10,N,Renter,0.00,Low Value (<$500k),True,5+ Years,70-79
02MAA1759001,66,21,8,N,Renter,2747746.00,High Value ($1M+),True,5+ Years,62-69
02MAA1846000,79,22,7,,Unknown,,Unknown,True,5+ Years,70-79
02MAO2739002,86,21,7,,Unknown,,Unknown,True,5+ Years,80-89
02MAR0637001,88,21,12,,Unknown,,Unknown,True,5+ Years,80-89
02MAR0851000,74,22,6,Y,Homeowner,1480200.00,High Value ($1M+),True,5+ Years,70-79
02MBO1331000,94,22,2,Y,Homeowner,1516400.00,High Value ($1M+),True,5+ Years,90+
02MCL0962000,71,21,13,,Unknown,,Unknown,True,5+ Years,70-79
02MCS0463001,62,21,1,N,Renter,7398000.00,High Value ($1M+),True,5+ Years,62-69
02MDE0163000,62,21,10,N,Renter,7157407.00,High Value ($1M+),True,5+ Years,62-69
02MDL2563000,62,22,4,Y,Homeowner,876700.00,Moderate Value ($500k-$1M),True,5+ Years,62-69
02MED2561000,64,22,10,Y,Homeowner,1265200.00,High Value ($1M+),True,5+ Years,62-69
02MEN0356000,69,22,11,Y,Homeowner,644100.00,Moderate Value ($500k-$1M),True,5+ Years,62-69
02MFD0661000,64,21,13,,Unknown,,Unknown,True,5+ Years,62-69
02MFS0538000,87,22,4,Y,Homeowner,848300.00,Moderate Value ($500k-$1M),True,5+ Years,80-89
02MGE0643000,82,22,13,Y,Homeowner,1016400.00,High Value ($1M+),True,5+ Years,80-89
02MHY2362000,63,22,4,,Unknown,,Unknown,True,5+ Years,62-69
02MJE0838000,87,22,1,Y,Homeowner,828000.00,Moderate Value ($500k-$1M),True,5+ Years,80-89
02MJE2359000,66,21,11,N,Renter,1319600.00,High Value ($1M+),True,5+ Years,62-69
02MJN0150000,75,22,2,Y,Homeowner,888600.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
02MJN0357000,68,22,2,Y,Homeowner,1076000.00,High Value ($1M+),True,5+ Years,62-69
02MJN0363005,62,22,13,N,Renter,2211398.00,High Value ($1M+),True,5+ Years,62-69
02MJN1446003,79,22,5,Y,Homeowner,1042200.00,High Value ($1M+),True,5+ Years,70-79
02MJS0239003,86,21,15,N,Renter,15726100.00,High Value ($1M+),True,5+ Years,80-89
02MJS1041001,84,22,7,N,Renter,0.00,Low Value (<$500k),True,5+ Years,80-89
02MJS1357000,68,22,10,N,Renter,0.00,Low Value (<$500k),True,5+ Years,62-69
02MKL1363000,62,22,4,N,Renter,1370900.00,High Value ($1M+),True,5+ Years,62-69
02MKN2335000,90,22,9,,Unknown,,Unknown,True,5+ Years,90+
02MLA1098000,85,21,12,N,Renter,,Unknown,True,5+ Years,80-89
02MLA1848002,77,22,8,N,Renter,0.00,Low Value (<$500k),True,5+ Years,70-79
02MMA1363004,62,21,9,N,Renter,9245098.00,High Value ($1M+),True,5+ Years,62-69
02MMA2348001,77,21,7,,Unknown,,Unknown,True,5+ Years,70-79
02MMA2361000,64,21,9,,Unknown,,Unknown,True,5+ Years,62-69
02MMA2560001,65,22,4,Y,Homeowner,736600.00,Moderate Value ($500k-$1M),True,5+ Years,62-69
02MMC0948000,77,21,16,N,Renter,,Unknown,True,5+ Years,70-79
02MME0761000,64,21,7,,Unknown,,Unknown,True,5+ Years,62-69
02MMN0561001,64,22,2,N,Renter,0.00,Low Value (<$500k),True,5+ Years,62-69
02MMS1563000,62,22,2,N,Renter,141527.00,Low Value (<$500k),True,5+ Years,62-69
02MMU1041001,84,21,13,,Unknown,,Unknown,True,5+ Years,80-89
02MMY2349000,76,21,12,,Unknown,,Unknown,True,5+ Years,70-79
02MOR2855001,70,21,12,N,Renter,,Unknown,True,5+ Years,70-79
02MPA1754000,71,21,16,Y,Homeowner,,Unknown,True,5+ Years,70-79
02MRE0728000,97,22,7,N,Renter,1054700.00,High Value ($1M+),True,5+ Years,90+
02MRH1233000,92,22,3,Y,Homeowner,861300.00,Moderate Value ($500k-$1M),True,5+ Years,90+
02MRT0457001,68,21,9,,Unknown,,Unknown,True,5+ Years,62-69
02MSN0553001,72,22,6,Y,Homeowner,874000.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
02MSN1553000,72,21,10,N,Renter,8153471.00,High Value ($1M+),True,5+ Years,70-79
02MTS2436001,89,22,13,Y,Homeowner,1220100.00,High Value ($1M+),True,5+ Years,80-89
02MVA1133001,92,21,12,N,Renter,,Unknown,True,5+ Years,90+
02MWI2544001,81,22,8,Y,Homeowner,1850400.00,High Value ($1M+),True,5+ Years,80-89
02MWM2749000,76,21,6,Y,Homeowner,1316100.00,High Value ($1M+),True,5+ Years,70-79
02MYA1562001,63,21,10,N,Renter,0.00,Low Value (<$500k),True,5+ Years,62-69
02NCK0943000,82,22,1,Y,Homeowner,700300.00,Moderate Value ($500k-$1M),True,5+ Years,80-89
02NEY2430001,95,21,12,N,Renter,,Unknown,True,5+ Years,90+
02NKA1533000,92,21,7,,Unknown,,Unknown,True,5+ Years,90+
02NMU2651000,74,22,3,N,Renter,751300.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
02NRT0445000,80,22,5,Y,Homeowner,916800.00,Moderate Value ($500k-$1M),True,5+ Years,80-89
02NTN0546000,79,22,2,N,Renter,1194400.00,High Value ($1M+),True,5+ Years,70-79
02NWK0160001,65,22,3,Y,Homeowner,746300.00,Moderate Value ($500k-$1M),True,5+ Years,62-69
02OED2557000,68,21,10,N,Renter,3172219.00,High Value ($1M+),True,5+ Years,62-69
02OGE2453001,72,22,1,Y,Homeowner,1381200.00,High Value ($1M+),True,5+ Years,70-79
02OIA1226000,98,21,13,N,Renter,,Unknown,True,5+ Years,90+
02OKY0960000,65,21,12,,Unknown,,Unknown,True,5+ Years,62-69
02OMA0156001,69,21,3,N,Renter,8132600.00,High Value ($1M+),True,5+ Years,62-69
02OML2054001,71,21,9,N,Renter,0.00,Low Value (<$500k),True,5+ Years,70-79
02ONY0357000,68,22,1,Y,Homeowner,989400.00,Moderate Value ($500k-$1M),True,5+ Years,62-69
02OOA0960000,65,21,9,N,Renter,26902496.00,High Value ($1M+),True,5+ Years,62-69
02ORA0642000,83,21,9,N,Renter,26902496.00,High Value ($1M+),True,5+ Years,80-89
02OSA2241000,84,22,11,Y,Homeowner,680800.00,Moderate Value ($500k-$1M),True,5+ Years,80-89
02PAA1427000,98,22,1,Y,Homeowner,842000.00,Moderate Value ($500k-$1M),True,5+ Years,90+
02PAS0450000,75,21,7,,Unknown,,Unknown,True,5+ Years,70-79
02PAY1035000,90,21,13,N,Renter,,Unknown,True,5+ Years,90+
02PCL2449000,76,21,13,,Unknown,,Unknown,True,5+ Years,70-79
02PCT1763000,62,21,15,N,Renter,0.00,Low Value (<$500k),True,5+ Years,62-69
02PDY1247001,78,21,9,N,Renter,0.00,Low Value (<$500k),True,5+ Years,70-79
02PEA0441001,84,21,1,N,Renter,7398000.00,High Value ($1M+),True,5+ Years,80-89
02PEA2462000,63,21,16,Y,Homeowner,,Unknown,True,5+ Years,62-69
02PFA1557002,68,22,7,N,Renter,1097200.00,High Value ($1M+),True,5+ Years,62-69
02PIR0857000,68,21,13,N,Renter,,Unknown,True,5+ Years,62-69
02PJS1660000,65,21,7,N,Renter,0.00,Low Value (<$500k),True,5+ Years,62-69
02PKN2355000,70,21,12,N,Renter,,Unknown,True,5+ Years,70-79
02PLA1033000,92,21,13,N,Renter,,Unknown,True,5+ Years,90+
02PLY1831000,94,22,11,Y,Homeowner,1054200.00,High Value ($1M+),True,5+ Years,90+
02PPL2535000,90,21,11,N,Renter,1568400.00,High Value ($1M+),True,5+ Years,90+
02PSA1049000,76,22,11,Y,Homeowner,662300.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
02PST1763000,62,21,1,N,Renter,0.00,Low Value (<$500k),True,5+ Years,62-69
02PYA1333000,92,21,9,N,Renter,27373404.00,High Value ($1M+),True,5+ Years,90+
02QWG1240002,85,21,12,N,Renter,,Unknown,True,5+ Years,80-89
02RAA2658000,67,22,9,Y,Homeowner,885200.00,Moderate Value ($500k-$1M),True,5+ Years,62-69
02RAE2144001,81,21,12,,Unknown,,Unknown,True,5+ Years,80-89
02RAN1954000,71,22,10,Y,Homeowner,809300.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
02RAS2045000,80,22,10,Y,Homeowner,1009300.00,High Value ($1M+),True,5+ Years,80-89
02RCL2651000,74,22,7,Y,Homeowner,602900.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
02RDA0963001,62,22,11,N,Renter,4192700.00,High Value ($1M+),True,5+ Years,62-69
02RGS1560000,65,21,9,N,Renter,9245098.00,High Value ($1M+),True,5+ Years,62-69
02RHN1061001,64,22,6,Y,Homeowner,874000.00,Moderate Value ($500k-$1M),True,5+ Years,62-69
02RJE2659002,66,21,7,Y,Homeowner,1230100.00,High Value ($1M+),True,5+ Years,62-69
02RJH2244000,81,22,13,Y,Homeowner,1049300.00,High Value ($1M+),True,5+ Years,80-89
02RJN1857006,68,21,12,,Unknown,,Unknown,True,5+ Years,62-69
02RMA1758000,67,22,4,,Unknown,,Unknown,True,5+ Years,62-69
02RSN2059000,66,21,7,,Unknown,,Unknown,True,5+ Years,62-69
02RTS0461003,64,22,12,N,Renter,2312700.00,High Value ($1M+),True,5+ Years,62-69
02RTS1641000,84,22,4,N,Renter,0.00,Low Value (<$500k),True,5+ Years,80-89
02SAA1040000,85,22,9,N,Renter,6599200.00,High Value ($1M+),True,5+ Years,80-89
02SAA2761000,64,22,9,Y,Homeowner,1512400.00,High Value ($1M+),True,5+ Years,62-69
02SBA0461001,64,21,7,,Unknown,,Unknown,True,5+ Years,62-69
02SBL2547000,78,22,1,N,Renter,1370900.00,High Value ($1M+),True,5+ Years,70-79
02SBS1349000,76,21,15,N,Renter,0.00,Low Value (<$500k),True,5+ Years,70-79
02SCR2163002,62,22,1,N,Renter,1540000.00,High Value ($1M+),True,5+ Years,62-69
02SDD0651000,74,22,9,Y,Homeowner,1512400.00,High Value ($1M+),True,5+ Years,70-79
02SDL1361000,64,21,4,,Unknown,,Unknown,True,5+ Years,62-69
02SDL2754000,71,21,13,,Unknown,,Unknown,True,5+ Years,70-79
02SED1560001,65,22,1,N,Renter,591100.00,Moderate Value ($500k-$1M),True,5+ Years,62-69
02SFA2840000,85,22,10,Y,Homeowner,982200.00,Moderate Value ($500k-$1M),True,5+ Years,80-89
02SFS2456002,69,22,2,Y,Homeowner,1490800.00,High Value ($1M+),True,5+ Years,62-69
02SGA1029000,96,21,12,,Unknown,,Unknown,True,5+ Years,90+
02SGE1656000,69,22,1,Y,Homeowner,1463000.00,High Value ($1M+),True,5+ Years,62-69
02SHK2057000,68,22,3,Y,Homeowner,881500.00,Moderate Value ($500k-$1M),True,5+ Years,62-69
02SJS0456000,69,22,3,N,Renter,0.00,Low Value (<$500k),True,5+ Years,62-69
02SJS2458003,67,21,13,,Unknown,,Unknown,True,5+ Years,62-69
02SKI1353000,72,22,9,Y,Homeowner,1340800.00,High Value ($1M+),True,5+ Years,70-79
02SKN2751000,74,22,4,N,Renter,0.00,Low Value (<$500k),True,5+ Years,70-79
02SLA1363003,62,21,16,N,Renter,6002700.00,High Value ($1M+),True,5+ Years,62-69
02SLE2458000,67,21,12,N,Renter,,Unknown,True,5+ Years,62-69
02SMA2340000,85,21,9,N,Renter,26902496.00,High Value ($1M+),True,5+ Years,80-89
02SMT2648000,77,21,16,,Unknown,,Unknown,True,5+ Years,70-79
02SNA1137000,88,21,14,,Unknown,,Unknown,True,5+ Years,80-89
02SOA0661002,64,21,8,N,Renter,2747746.00,High Value ($1M+),True,5+ Years,62-69
02SPA0161001,64,21,13,,Unknown,,Unknown,True,5+ Years,62-69
02SRL2755000,70,22,1,Y,Homeowner,1289400.00,High Value ($1M+),True,5+ Years,70-79
02SSN1752001,73,22,8,Y,Homeowner,1050500.00,High Value ($1M+),True,5+ Years,70-79
02SSN2350000,75,22,8,N,Renter,13647200.00,High Value ($1M+),True,5+ Years,70-79
02SSY0958001,67,21,16,N,Renter,0.00,Low Value (<$500k),True,5+ Years,62-69
02SSY1238001,87,21,12,,Unknown,,Unknown,True,5+ Years,80-89
02SVR1251002,74,21,9,N,Renter,27373404.00,High Value ($1M+),True,5+ Years,70-79
02TAA2251000,74,22,3,Y,Homeowner,809300.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
02TDE2461002,64,21,13,Y,Homeowner,1105100.00,High Value ($1M+),True,5+ Years,62-69
02TEY2652000,73,21,15,N,Renter,2455400.00,High Value ($1M+),True,5+ Years,70-79
02TGA1651000,74,21,5,N,Renter,0.00,Low Value (<$500k),True,5+ Years,70-79
02THQ1749000,76,21,15,N,Renter,15726100.00,High Value ($1M+),True,5+ Years,70-79
02TJA1860002,65,21,12,N,Renter,0.00,Low Value (<$500k),True,5+ Years,62-69
02TJN1856001,69,22,3,Y,Homeowner,1774800.00,High Value ($1M+),True,5+ Years,62-69
02TKN2054000,71,21,13,N,Renter,,Unknown,True,5+ Years,70-79
02TLA0730001,95,21,13,N,Renter,,Unknown,True,5+ Years,90+
02TML0459000,66,22,13,Y,Homeowner,1027800.00,High Value ($1M+),True,5+ Years,62-69
02TTR0451000,74,21,10,N,Renter,5993000.00,High Value ($1M+),True,5+ Years,70-79
02TVA1649000,76,21,13,N,Renter,,Unknown,True,5+ Years,70-79
02VCE2462000,63,21,7,,Unknown,,Unknown,True,5+ Years,62-69
02VEI1054000,71,22,7,,Unknown,,Unknown,True,5+ Years,70-79
02VHF1460000,65,21,1,N,Renter,20813500.00,High Value ($1M+),True,5+ Years,62-69
02VJN2745000,80,21,12,N,Renter,,Unknown,True,5+ Years,80-89
02VLE1357000,68,21,8,,Unknown,,Unknown,True,5+ Years,62-69
02VML0835001,90,21,8,N,Renter,2747746.00,High Value ($1M+),True,5+ Years,90+
02WAA1556000,69,21,5,,Unknown,,Unknown,True,5+ Years,62-69
02WBY0954000,71,21,11,Y,Homeowner,1008300.00,High Value ($1M+),True,5+ Years,70-79
02WDA0750003,75,22,8,Y,Homeowner,1283400.00,High Value ($1M+),True,5+ Years,70-79
02WDE1356000,69,22,9,Y,Homeowner,850500.00,Moderate Value ($500k-$1M),True,5+ Years,62-69
02WDN1041001,84,21,13,N,Renter,,Unknown,True,5+ Years,80-89
02WFK0163000,62,21,9,,Unknown,,Unknown,True,5+ Years,62-69
02WJH1544002,81,21,10,N,Renter,,Unknown,True,5+ Years,80-89
02WJN1661000,64,21,4,N,Renter,632900.00,Moderate Value ($500k-$1M),True,5+ Years,62-69
02WJS2552000,73,21,16,,Unknown,,Unknown,True,5+ Years,70-79
02WKH2263003,62,22,12,N,Renter,5425100.00,High Value ($1M+),True,5+ Years,62-69
02WKN0654004,71,21,14,N,Renter,7618800.00,High Value ($1M+),True,5+ Years,70-79
02WLE0653000,72,21,12,N,Renter,0.00,Low Value (<$500k),True,5+ Years,70-79
02WMA1553001,72,22,4,Y,Homeowner,511600.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
02WME1441000,84,21,8,N,Renter,0.00,Low Value (<$500k),True,5+ Years,80-89
02WML2652000,73,22,12,Y,Homeowner,597000.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
02WNH2233000,92,22,4,Y,Homeowner,633800.00,Moderate Value ($500k-$1M),True,5+ Years,90+
02WNY1330001,95,21,10,N,Renter,,Unknown,True,5+ Years,90+
02WRD2043000,82,22,11,Y,Homeowner,599400.00,Moderate Value ($500k-$1M),True,5+ Years,80-89
02WSN1652001,73,21,7,,Unknown,,Unknown,True,5+ Years,70-79
02WSY1541000,84,22,7,Y,Homeowner,1249400.00,High Value ($1M+),True,5+ Years,80-89
02WTA1630000,95,21,13,N,Renter,,Unknown,True,5+ Years,90+
02WVR2749000,76,21,5,N,Renter,0.00,Low Value (<$500k),True,5+ Years,70-79
02WWG1149000,76,22,4,Y,Homeowner,1162200.00,High Value ($1M+),True,5+ Years,70-79
02WXU1233001,92,21,13,N,Renter,,Unknown,True,5+ Years,90+
02YDD0352000,73,22,13,Y,Homeowner,981100.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
02YFT0349000,78,22,9,Y,Homeowner,1338600.00,High Value ($1M+),True,5+ Years,70-79
02YGG1829003,96,21,13,N,Renter,,Unknown,True,5+ Years,90+
02YIK2643001,82,21,13,N,Renter,,Unknown,True,5+ Years,80-89
02YKK1947000,78,21,8,N,Renter,1664800.00,High Value ($1M+),True,5+ Years,70-79
02YKN0462001,63,22,8,N,Renter,0.00,Low Value (<$500k),True,5+ Years,62-69
02YKN2543000,82,22,7,Y,Homeowner,892000.00,Moderate Value ($500k-$1M),True,5+ Years,80-89
02YMA2549000,76,22,12,Y,Homeowner,958600.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
02YON0362000,63,21,11,Y,Homeowner,1362700.00,High Value ($1M+),True,5+ Years,62-69
02YRA0860000,65,22,6,N,Renter,2118700.00,High Value ($1M+),True,5+ Years,62-69
02YSN0252000,73,21,13,,Unknown,,Unknown,True,5+ Years,70-79
02YVA1360000,65,21,16,,Unknown,,Unknown,True,5+ Years,62-69
02YYN0163002,62,22,12,Y,Homeowner,877700.00,Moderate Value ($500k-$1M),True,5+ Years,62-69
02YZO2650001,75,21,13,N,Renter,,Unknown,True,5+ Years,70-79
02ZJH1949000,76,22,2,Y,Homeowner,531000.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
02ZMA0254000,71,21,12,,Unknown,,Unknown,True,5+ Years,70-79
03AAR2249000,76,21,10,N,Renter,8153471.00,High Value ($1M+),True,5+ Years,70-79
03ABE2233000,92,22,1,Y,Homeowner,1121600.00,High Value ($1M+),True,5+ Years,90+
03ACE2262000,63,22,9,N,Renter,1559100.00,High Value ($1M+),True,5+ Years,62-69
03ADS3063000,62,22,7,Y,Homeowner,1019700.00,High Value ($1M+),True,5+ Years,62-69
03ADY3054000,71,21,7,,Unknown,,Unknown,True,5+ Years,70-79
03AGA3158000,67,21,9,,Unknown,,Unknown,True,5+ Years,62-69
03AGQ2358000,67,22,13,Y,Homeowner,1160100.00,High Value ($1M+),True,5+ Years,62-69
03AIA0154002,71,21,13,,Unknown,,Unknown,True,5+ Years,70-79
03AJH1951000,74,22,1,Y,Homeowner,1121600.00,High Value ($1M+),True,5+ Years,70-79
03AJY2359000,66,22,9,N,Renter,1126500.00,High Value ($1M+),True,5+ Years,62-69
03AKI2240000,85,21,8,N,Renter,3163992.00,High Value ($1M+),True,5+ Years,80-89
03AKN3052000,73,22,7,N,Renter,1234600.00,High Value ($1M+),True,5+ Years,70-79
03AMA1633000,92,21,12,,Unknown,,Unknown,True,5+ Years,90+
03AMA2458000,67,21,11,Y,Homeowner,1271500.00,High Value ($1M+),True,5+ Years,62-69
03AML0436000,89,21,12,,Unknown,,Unknown,True,5+ Years,80-89
03ANA0257000,68,22,11,Y,Homeowner,575300.00,Moderate Value ($500k-$1M),True,5+ Years,62-69
03ANE1460000,65,21,1,N,Renter,0.00,Low Value (<$500k),True,5+ Years,62-69
03ARA3051001,74,21,7,,Unknown,,Unknown,True,5+ Years,70-79
03ASA0153000,72,22,6,N,Renter,0.00,Low Value (<$500k),True,5+ Years,70-79
03ASH0363000,62,22,1,Y,Homeowner,1325400.00,High Value ($1M+),True,5+ Years,62-69
03ASZ3161001,64,22,5,,Unknown,,Unknown,True,5+ Years,62-69
03AWD1352000,73,22,6,N,Renter,0.00,Low Value (<$500k),True,5+ Years,70-79
03AYY1241001,84,21,12,N,Renter,,Unknown,True,5+ Years,80-89
03AZK0151000,74,21,13,N,Renter,,Unknown,True,5+ Years,70-79
03BAR1646000,79,21,14,N,Renter,0.00,Low Value (<$500k),True,5+ Years,70-79
03BAY0444000,81,21,8,N,Renter,0.00,Low Value (<$500k),True,5+ Years,80-89
03BBE1259001,66,22,7,Y,Homeowner,1130700.00,High Value ($1M+),True,5+ Years,62-69
03BCA1555000,70,21,12,N,Renter,0.00,Low Value (<$500k),True,5+ Years,70-79
03BDA2855001,70,22,4,Y,Homeowner,712800.00,Moderate Value ($500k-$1M),True,5+ Years,70-79
03BDE1960000,65,22,1,Y,Homeowner,1223400.00,High Value ($1M+),True,5+ Years,62-69
