res_id,age,ward_id,precinct_id,median_income,income_category,has_financial_barrier,property_value
02RJN1857006,68,21,12,0,Low Income (<$50k),True,
02RMA1758000,67,22,4,92560.00,Higher Income ($75k+),False,1239300.00
02RSN2059000,66,21,7,131206.00,Higher Income ($75k+),False,1555155.00
02RTS0461003,64,22,12,111705.00,Higher Income ($75k+),False,2312700.00
02RTS1641000,84,22,4,82125.00,Higher Income ($75k+),False,0.00
02SAA1040000,85,22,9,73403.00,Moderate Income ($50k-$75k),True,6599200.00
02SAA2761000,64,22,9,73403.00,Moderate Income ($50k-$75k),True,1512400.00
02SBA0461001,64,21,7,131206.00,Higher Income ($75k+),False,1555155.00
02SBL2547000,78,22,1,45000.00,Low Income (<$50k),True,1370900.00
02SBS1349000,76,21,15,114271.00,Higher Income ($75k+),False,0.00
02SCR2163002,62,22,1,45000.00,Low Income (<$50k),True,1540000.00
02SDD0651000,74,22,9,73403.00,Moderate Income ($50k-$75k),True,1512400.00
02SDL1361000,64,21,4,53824.00,Moderate Income ($50k-$75k),True,56629500.00
02SDL2754000,71,21,13,80556.00,Higher Income ($75k+),False,5208368.00
02SED1560001,65,22,1,97877.00,Higher Income ($75k+),False,591100.00
02SFA2840000,85,22,10,73403.00,Moderate Income ($50k-$75k),True,982200.00
02SFS2456002,69,22,2,45000.00,Low Income (<$50k),True,1490800.00
02SGA1029000,96,21,12,0,Low Income (<$50k),True,
02SGE1656000,69,22,1,45000.00,Low Income (<$50k),True,1463000.00
02SHK2057000,68,22,3,88625.00,Higher Income ($75k+),False,881500.00
02SJS0456000,69,22,3,111705.00,Higher Income ($75k+),False,0.00
02SJS2458003,67,21,13,80556.00,Higher Income ($75k+),False,5208368.00
02SKI1353000,72,22,9,73403.00,Moderate Income ($50k-$75k),True,1340800.00
02SKN2751000,74,22,4,82125.00,Higher Income ($75k+),False,0.00
02SLA1363003,62,21,16,114271.00,Higher Income ($75k+),False,6002700.00
02SLE2458000,67,21,12,93326.00,Higher Income ($75k+),False,
02SMA2340000,85,21,9,46985.00,Low Income (<$50k),True,26902496.00
02SMT2648000,77,21,16,114271.00,Higher Income ($75k+),False,11723100.00
02SNA1137000,88,21,14,93326.00,Higher Income ($75k+),False,3858500.00
02SOA0661002,64,21,8,79000.00,Higher Income ($75k+),False,2747746.00
02SPA0161001,64,21,13,80556.00,Higher Income ($75k+),False,16432500.00
02SRL2755000,70,22,1,89479.00,Higher Income ($75k+),False,1289400.00
02SSN1752001,73,22,8,73403.00,Moderate Income ($50k-$75k),True,1050500.00
02SSN2350000,75,22,8,73403.00,Moderate Income ($50k-$75k),True,13647200.00
02SSY0958001,67,21,16,114271.00,Higher Income ($75k+),False,0.00
02SSY1238001,87,21,12,0,Low Income (<$50k),True,
02SVR1251002,74,21,9,46985.00,Low Income (<$50k),True,27373404.00
02TAA2251000,74,22,3,111705.00,Higher Income ($75k+),False,809300.00
02TDE2461002,64,21,13,80556.00,Higher Income ($75k+),False,1105100.00
02TEY2652000,73,21,15,114271.00,Higher Income ($75k+),False,2455400.00
02TGA1651000,74,21,5,131206.00,Higher Income ($75k+),False,0.00
02THQ1749000,76,21,15,151466.00,Higher Income ($75k+),False,15726100.00
02TJA1860002,65,21,12,93326.00,Higher Income ($75k+),False,448100.00
02TJN1856001,69,22,3,88625.00,Higher Income ($75k+),False,1774800.00
02TKN2054000,71,21,13,80556.00,Higher Income ($75k+),False,
02TLA0730001,95,21,13,80556.00,Higher Income ($75k+),False,
02TML0459000,66,22,13,82125.00,Higher Income ($75k+),False,1027800.00
02TTR0451000,74,21,10,80556.00,Higher Income ($75k+),False,5993000.00
02TVA1649000,76,21,13,80556.00,Higher Income ($75k+),False,
02VCE2462000,63,21,7,79000.00,Higher Income ($75k+),False,956800.00
02VEI1054000,71,22,7,75366.00,Higher Income ($75k+),False,0.00
02VHF1460000,65,21,1,0,Low Income (<$50k),True,20813500.00
02VJN2745000,80,21,12,93326.00,Higher Income ($75k+),False,
02VLE1357000,68,21,8,79000.00,Higher Income ($75k+),False,6285600.00
02VML0835001,90,21,8,79000.00,Higher Income ($75k+),False,2747746.00
02WAA1556000,69,21,5,131206.00,Higher Income ($75k+),False,1296400.00
02WBY0954000,71,21,11,80556.00,Higher Income ($75k+),False,1008300.00
02WDA0750003,75,22,8,92560.00,Higher Income ($75k+),False,1283400.00
02WDE1356000,69,22,9,73403.00,Moderate Income ($50k-$75k),True,850500.00
02WDN1041001,84,21,13,80556.00,Higher Income ($75k+),False,
02WFK0163000,62,21,9,81853.00,Higher Income ($75k+),False,22807000.00
02WJH1544002,81,21,10,60060.00,Moderate Income ($50k-$75k),True,
02WJN1661000,64,21,4,53824.00,Moderate Income ($50k-$75k),True,632900.00
02WJS2552000,73,21,16,114271.00,Higher Income ($75k+),False,579200.00
02WKH2263003,62,22,12,33229.00,Low Income (<$50k),True,5425100.00
02WKN0654004,71,21,14,93326.00,Higher Income ($75k+),False,7618800.00
02WLE0653000,72,21,12,93326.00,Higher Income ($75k+),False,0.00
02WMA1553001,72,22,4,92560.00,Higher Income ($75k+),False,511600.00
02WME1441000,84,21,8,131206.00,Higher Income ($75k+),False,0.00
02WML2652000,73,22,12,111705.00,Higher Income ($75k+),False,597000.00
02WNH2233000,92,22,4,92560.00,Higher Income ($75k+),False,633800.00
02WNY1330001,95,21,10,60060.00,Moderate Income ($50k-$75k),True,
02WRD2043000,82,22,11,82125.00,Higher Income ($75k+),False,599400.00
02WSN1652001,73,21,7,131206.00,Higher Income ($75k+),False,1555155.00
02WSY1541000,84,22,7,82125.00,Higher Income ($75k+),False,1249400.00
02WTA1630000,95,21,13,80556.00,Higher Income ($75k+),False,
02WVR2749000,76,21,5,131206.00,Higher Income ($75k+),False,0.00
02WWG1149000,76,22,4,92560.00,Higher Income ($75k+),False,1162200.00
02WXU1233001,92,21,13,80556.00,Higher Income ($75k+),False,
02YDD0352000,73,22,13,82125.00,Higher Income ($75k+),False,981100.00
02YFT0349000,78,22,9,73403.00,Moderate Income ($50k-$75k),True,1338600.00
02YGG1829003,96,21,13,80556.00,Higher Income ($75k+),False,
02YIK2643001,82,21,13,80556.00,Higher Income ($75k+),False,
02YKK1947000,78,21,8,131206.00,Higher Income ($75k+),False,1664800.00
02YKN0462001,63,22,8,92560.00,Higher Income ($75k+),False,0.00
02YKN2543000,82,22,7,92560.00,Higher Income ($75k+),False,892000.00
02YMA2549000,76,22,12,111705.00,Higher Income ($75k+),False,958600.00
02YON0362000,63,21,11,80556.00,Higher Income ($75k+),False,1362700.00
02YRA0860000,65,22,6,88625.00,Higher Income ($75k+),False,2118700.00
02YSN0252000,73,21,13,73403.00,Moderate Income ($50k-$75k),True,806900.00
02YVA1360000,65,21,16,114271.00,Higher Income ($75k+),False,1421100.00
02YYN0163002,62,22,12,111705.00,Higher Income ($75k+),False,877700.00
02YZO2650001,75,21,13,80556.00,Higher Income ($75k+),False,
02ZJH1949000,76,22,2,45000.00,Low Income (<$50k),True,531000.00
02ZMA0254000,71,21,12,0,Low Income (<$50k),True,
03AAR2249000,76,21,10,81853.00,Higher Income ($75k+),False,8153471.00
03ABE2233000,92,22,1,45000.00,Low Income (<$50k),True,1121600.00
03ACE2262000,63,22,9,73403.00,Moderate Income ($50k-$75k),True,1559100.00
03ADS3063000,62,22,7,82125.00,Higher Income ($75k+),False,1019700.00
03ADY3054000,71,21,7,131206.00,Higher Income ($75k+),False,1420168.00
03AGA3158000,67,21,9,81853.00,Higher Income ($75k+),False,22807000.00
03AGQ2358000,67,22,13,82125.00,Higher Income ($75k+),False,1160100.00
03AIA0154002,71,21,13,80556.00,Higher Income ($75k+),False,16432500.00
03AJH1951000,74,22,1,45000.00,Low Income (<$50k),True,1121600.00
03AJY2359000,66,22,9,73403.00,Moderate Income ($50k-$75k),True,1126500.00
03AKI2240000,85,21,8,79000.00,Higher Income ($75k+),False,3163992.00
03AKN3052000,73,22,7,92560.00,Higher Income ($75k+),False,1234600.00
03AMA1633000,92,21,12,0,Low Income (<$50k),True,
03AMA2458000,67,21,11,80556.00,Higher Income ($75k+),False,1271500.00
03AML0436000,89,21,12,0,Low Income (<$50k),True,
03ANA0257000,68,22,11,82125.00,Higher Income ($75k+),False,575300.00
03ANE1460000,65,21,1,0,Low Income (<$50k),True,0.00
03ARA3051001,74,21,7,46985.00,Low Income (<$50k),True,4840926.00
03ASA0153000,72,22,6,88625.00,Higher Income ($75k+),False,0.00
03ASH0363000,62,22,1,89479.00,Higher Income ($75k+),False,1325400.00
03ASZ3161001,64,22,5,33229.00,Low Income (<$50k),True,1051100.00
03AWD1352000,73,22,6,88625.00,Higher Income ($75k+),False,0.00
03AYY1241001,84,21,12,93326.00,Higher Income ($75k+),False,
03AZK0151000,74,21,13,80556.00,Higher Income ($75k+),False,
03BAR1646000,79,21,14,93326.00,Higher Income ($75k+),False,0.00
03BAY0444000,81,21,8,79000.00,Higher Income ($75k+),False,0.00
03BBE1259001,66,22,7,75366.00,Higher Income ($75k+),False,1130700.00
03BCA1555000,70,21,12,93326.00,Higher Income ($75k+),False,0.00
03BDA2855001,70,22,4,92560.00,Higher Income ($75k+),False,712800.00
03BDE1960000,65,22,1,89479.00,Higher Income ($75k+),False,1223400.00
03BDL2732000,93,21,15,151466.00,Higher Income ($75k+),False,15726100.00
03BEA1837002,88,21,10,81853.00,Higher Income ($75k+),False,7157407.00
03BED0749000,76,21,12,0,Low Income (<$50k),True,
03BEN0257000,68,22,3,111705.00,Higher Income ($75k+),False,1156700.00
03BGE1361000,64,21,7,131206.00,Higher Income ($75k+),False,1874932.00
03BHA0361000,64,22,2,45000.00,Low Income (<$50k),True,756500.00
03BJN1662000,63,21,9,79000.00,Higher Income ($75k+),False,0.00
03BJN2152000,73,21,16,114271.00,Higher Income ($75k+),False,
03BJS0761000,64,21,13,80556.00,Higher Income ($75k+),False,16432500.00
03BMA0333000,92,21,12,93326.00,Higher Income ($75k+),False,
03BMA1142000,83,21,9,46985.00,Low Income (<$50k),True,27373404.00
03BMK0159003,66,22,3,88625.00,Higher Income ($75k+),False,1154800.00
03BMN2460001,65,21,16,114271.00,Higher Income ($75k+),False,
03BMY1744000,81,22,10,75366.00,Higher Income ($75k+),False,1330000.00
03BNY2951000,74,21,12,0,Low Income (<$50k),True,
03BPR0943000,82,22,7,75366.00,Higher Income ($75k+),False,661600.00
03BRD0662007,63,22,2,45000.00,Low Income (<$50k),True,1530600.00
03BRD1133001,92,21,10,60060.00,Moderate Income ($50k-$75k),True,
03BRN1436000,89,21,10,81853.00,Higher Income ($75k+),False,8153471.00
03BSA1159000,66,22,7,92560.00,Higher Income ($75k+),False,581200.00
03BSA1725002,100,21,13,80556.00,Higher Income ($75k+),False,
03BSL2660000,65,21,10,60060.00,Moderate Income ($50k-$75k),True,1353300.00
03BSY1654000,71,21,13,80556.00,Higher Income ($75k+),False,0.00
03CAY2759001,66,22,3,88625.00,Higher Income ($75k+),False,855100.00
03CBY2748000,77,21,13,80556.00,Higher Income ($75k+),False,
03CCA1253000,72,22,12,111705.00,Higher Income ($75k+),False,787300.00
03CCE2445000,80,22,13,82125.00,Higher Income ($75k+),False,936300.00
03CDH0855000,70,22,10,75366.00,Higher Income ($75k+),False,0.00
03CDS1760001,65,22,3,111705.00,Higher Income ($75k+),False,1301200.00
03CDY1748001,77,21,13,80556.00,Higher Income ($75k+),False,
03CED0760000,65,21,12,93326.00,Higher Income ($75k+),False,
03CER3038000,87,22,1,45000.00,Low Income (<$50k),True,1061900.00
03CES0447000,78,21,14,93326.00,Higher Income ($75k+),False,0.00
03CFE0550000,75,22,6,88625.00,Higher Income ($75k+),False,887100.00
03CFK2437000,88,22,4,92560.00,Higher Income ($75k+),False,692200.00
03CGO3063000,62,22,3,88625.00,Higher Income ($75k+),False,1470600.00
03CGY3060000,65,22,3,88625.00,Higher Income ($75k+),False,566100.00
03CHN2151000,74,21,13,80556.00,Higher Income ($75k+),False,16432500.00
03CIG0841000,84,22,7,75366.00,Higher Income ($75k+),False,764400.00
03CIL0161000,64,21,10,60060.00,Moderate Income ($50k-$75k),True,0.00
03CJE0864000,63,22,11,75366.00,Higher Income ($75k+),False,1275600.00
03CJN0249003,76,21,12,93326.00,Higher Income ($75k+),False,
03CJN1252002,73,21,3,53824.00,Moderate Income ($50k-$75k),True,77122100.00
03CJN2750000,75,21,4,53824.00,Moderate Income ($50k-$75k),True,1356200.00
03CJS0249000,76,22,6,88625.00,Higher Income ($75k+),False,660200.00
03CJS2752001,73,21,15,114271.00,Higher Income ($75k+),False,1716800.00
03CJY1552000,74,22,4,92560.00,Higher Income ($75k+),False,615300.00
03CJY2255000,70,22,6,88625.00,Higher Income ($75k+),False,0.00
03CKN0549002,76,21,11,80556.00,Higher Income ($75k+),False,0.00
03CLA2957000,68,21,10,80556.00,Higher Income ($75k+),False,0.00
03CLA3058001,67,21,3,151466.00,Higher Income ($75k+),False,7214600.00
03CLI1242002,83,21,10,81853.00,Higher Income ($75k+),False,8269891.00
03CLS3162001,63,21,14,93326.00,Higher Income ($75k+),False,0.00
03CMA2448001,77,21,10,81853.00,Higher Income ($75k+),False,8269891.00
03CMN0256000,69,22,7,75366.00,Higher Income ($75k+),False,851400.00
03CRT2054006,71,22,13,82125.00,Higher Income ($75k+),False,915200.00
03CSA0432001,93,21,12,93326.00,Higher Income ($75k+),False,
03CSN2059000,66,22,3,111705.00,Higher Income ($75k+),False,746300.00
03CTG1253001,72,22,5,33229.00,Low Income (<$50k),True,897400.00
03CTH1145001,80,22,11,75366.00,Higher Income ($75k+),False,1032600.00
03CVA1559000,66,21,12,0,Low Income (<$50k),True,
03CVA1862002,63,21,9,46985.00,Low Income (<$50k),True,1181300.00
03CWE2458002,67,22,5,0,Low Income (<$50k),True,539400.00
03CWM1559000,66,22,13,82125.00,Higher Income ($75k+),False,1037700.00
03CWM2136000,89,21,11,80556.00,Higher Income ($75k+),False,0.00
03CWN2845000,80,21,6,46985.00,Low Income (<$50k),True,1154200.00
03CYN1938000,87,21,13,80556.00,Higher Income ($75k+),False,
03DAA1836003,89,21,13,80556.00,Higher Income ($75k+),False,
03DAN2651001,74,21,13,80556.00,Higher Income ($75k+),False,5208368.00
03DAT2750000,75,21,7,79000.00,Higher Income ($75k+),False,1410007.00
03DCE2349000,76,22,7,92560.00,Higher Income ($75k+),False,875300.00
03DCS1649000,76,22,6,88625.00,Higher Income ($75k+),False,718000.00
03DEA1452000,73,22,4,92560.00,Higher Income ($75k+),False,736600.00
03DEA2253000,72,21,16,114271.00,Higher Income ($75k+),False,6002700.00
03DEI1533000,92,21,13,80556.00,Higher Income ($75k+),False,1603700.00
03DGA2731000,94,21,12,93326.00,Higher Income ($75k+),False,
03DGN0647000,78,21,9,46985.00,Low Income (<$50k),True,26902496.00
03DGN3045000,80,22,9,73403.00,Moderate Income ($50k-$75k),True,1082400.00
03DIA0731000,94,21,12,93326.00,Higher Income ($75k+),False,
03DLE1857000,68,22,7,75366.00,Higher Income ($75k+),False,972000.00
03DML0646000,79,21,6,46985.00,Low Income (<$50k),True,4804711.00
03DMY2155001,70,22,12,111705.00,Higher Income ($75k+),False,1226400.00
03DNN2059000,66,21,12,0,Low Income (<$50k),True,
03DNY0542003,83,22,7,75366.00,Higher Income ($75k+),False,993000.00
03DPL1353001,72,22,13,82125.00,Higher Income ($75k+),False,1265200.00
03DRN2663000,62,22,10,111705.00,Higher Income ($75k+),False,941800.00
03DTA0557000,68,21,16,114271.00,Higher Income ($75k+),False,0.00
03DTY2559000,66,22,1,45000.00,Low Income (<$50k),True,1042900.00
03DWH2845000,80,22,7,82125.00,Higher Income ($75k+),False,950000.00
03DWM2348002,77,22,9,73403.00,Moderate Income ($50k-$75k),True,1197700.00
03EDD1355000,70,22,7,75366.00,Higher Income ($75k+),False,1113100.00
03EJS2861000,64,22,1,45000.00,Low Income (<$50k),True,771000.00
03ERD1756000,69,22,10,75366.00,Higher Income ($75k+),False,1057700.00
03ETA1043000,82,22,1,45000.00,Low Income (<$50k),True,1161400.00
03EYN0258000,67,22,3,88625.00,Higher Income ($75k+),False,0.00
03FBA1435000,90,22,12,111705.00,Higher Income ($75k+),False,889300.00
03FEN0357000,68,22,10,111705.00,Higher Income ($75k+),False,777000.00
03FFA0738001,87,21,12,93326.00,Higher Income ($75k+),False,
03FGN2255000,70,22,2,89479.00,Higher Income ($75k+),False,0.00
03FJA3049000,76,21,7,79000.00,Higher Income ($75k+),False,1410007.00
03FKN2763000,62,22,7,75366.00,Higher Income ($75k+),False,0.00
03FKN3052000,73,21,16,114271.00,Higher Income ($75k+),False,23858100.00
03FLA1152001,73,22,12,111705.00,Higher Income ($75k+),False,1108300.00
03FML1859000,66,22,1,45000.00,Low Income (<$50k),True,1537900.00
03FML3061000,64,22,10,111705.00,Higher Income ($75k+),False,838100.00
03FNY0645000,80,21,16,114271.00,Higher Income ($75k+),False,7162900.00
03FSN1056000,69,21,10,81853.00,Higher Income ($75k+),False,8269891.00
03FSN2652000,73,21,12,0,Low Income (<$50k),True,
03FVA3147001,78,21,9,46985.00,Low Income (<$50k),True,27373404.00
03GAA3160000,65,22,4,92560.00,Higher Income ($75k+),False,848300.00
03GAY2132000,93,22,3,80556.00,Higher Income ($75k+),False,870600.00
03GBA0154000,71,22,12,111705.00,Higher Income ($75k+),False,743000.00
03GBA1248000,77,22,10,111705.00,Higher Income ($75k+),False,0.00
03GCE0655001,70,22,4,92560.00,Higher Income ($75k+),False,952500.00
03GCN0831000,94,21,10,81853.00,Higher Income ($75k+),False,8269891.00
03GDD1650000,75,22,12,111705.00,Higher Income ($75k+),False,787300.00
03GFA0624000,101,21,12,0,Low Income (<$50k),True,
03GFS0429001,96,22,11,111705.00,Higher Income ($75k+),False,972500.00
03GGE2454000,71,21,4,53824.00,Moderate Income ($50k-$75k),True,1161600.00
03GGK0733001,92,21,9,46985.00,Low Income (<$50k),True,1120100.00
03GIV2230000,95,21,12,93326.00,Higher Income ($75k+),False,
03GLE1047000,78,21,16,151466.00,Higher Income ($75k+),False,0.00
03GLS2142000,83,21,11,80556.00,Higher Income ($75k+),False,2730200.00
03GPL2861000,64,21,12,93326.00,Higher Income ($75k+),False,
03GRA0949002,76,22,9,73403.00,Moderate Income ($50k-$75k),True,1266300.00
03GRD2652000,73,21,4,53824.00,Moderate Income ($50k-$75k),True,1356200.00
03GRY1763000,62,21,2,0,Low Income (<$50k),True,7434300.00
03GSA1648000,77,21,13,80556.00,Higher Income ($75k+),False,
03GSA2555000,70,21,12,0,Low Income (<$50k),True,
03GSA2934000,91,21,13,80556.00,Higher Income ($75k+),False,
03GSE2051001,64,21,13,80556.00,Higher Income ($75k+),False,720600.00
03GSE3138000,87,22,13,82125.00,Higher Income ($75k+),False,1435900.00
03GSH0863000,62,21,12,0,Low Income (<$50k),True,
03GSN1756004,69,22,9,73403.00,Moderate Income ($50k-$75k),True,1107600.00
03GSN2748000,77,21,3,116793.00,Higher Income ($75k+),False,7698540.00
03GST1862000,63,21,13,80556.00,Higher Income ($75k+),False,1271700.00
03GVR2737003,88,21,12,93326.00,Higher Income ($75k+),False,
03GYN0956000,69,22,4,82125.00,Higher Income ($75k+),False,627800.00
03HAM1263001,62,21,12,93326.00,Higher Income ($75k+),False,0.00
03HDE2461001,64,21,10,81853.00,Higher Income ($75k+),False,8269891.00
03HEH1663000,62,21,11,80556.00,Higher Income ($75k+),False,887400.00
03HEN1848000,77,22,12,111705.00,Higher Income ($75k+),False,1002400.00
03HFK2749000,76,22,12,111705.00,Higher Income ($75k+),False,832300.00
03HHE1361001,64,21,14,114271.00,Higher Income ($75k+),False,1973900.00
03HHY2049000,76,22,4,92560.00,Higher Income ($75k+),False,1155100.00
03HHY2162002,63,22,7,75366.00,Higher Income ($75k+),False,1464900.00
03HJN2161001,64,22,4,92560.00,Higher Income ($75k+),False,619800.00
03HMI1845001,80,22,12,111705.00,Higher Income ($75k+),False,911700.00
03HMY0439000,86,22,12,111705.00,Higher Income ($75k+),False,1298600.00
03HNY0553000,72,21,9,46985.00,Low Income (<$50k),True,718300.00
03HRG1955001,70,22,1,45000.00,Low Income (<$50k),True,945100.00
03HRY0260000,65,21,3,116793.00,Higher Income ($75k+),False,7489300.00
03HTU1950000,75,21,7,131206.00,Higher Income ($75k+),False,1555155.00
03HYN2641000,84,21,13,80556.00,Higher Income ($75k+),False,
03IED1253000,72,22,12,111705.00,Higher Income ($75k+),False,740900.00
03IEH1455001,70,22,10,75366.00,Higher Income ($75k+),False,4083199.00
03ILA0961000,64,21,8,131206.00,Higher Income ($75k+),False,0.00
03JQG0943000,82,21,13,80556.00,Higher Income ($75k+),False,
03JSA2154000,71,21,14,114271.00,Higher Income ($75k+),False,3955400.00
03JSN1863001,62,21,11,80556.00,Higher Income ($75k+),False,2098300.00
03JXG0943000,82,21,13,80556.00,Higher Income ($75k+),False,
03KAW1354000,71,21,10,60060.00,Moderate Income ($50k-$75k),True,0.00
03KBE1452000,73,22,5,33229.00,Low Income (<$50k),True,0.00
03KCE2145000,80,21,16,114271.00,Higher Income ($75k+),False,
03KDA1360000,65,22,7,92560.00,Higher Income ($75k+),False,0.00
03KDA2259000,66,22,2,45000.00,Low Income (<$50k),True,0.00
03KEA2460000,65,21,12,93326.00,Higher Income ($75k+),False,
03KED1842000,83,22,1,45000.00,Low Income (<$50k),True,916000.00
03KGY0437000,88,21,15,151466.00,Higher Income ($75k+),False,474400.00
03KJG2650000,75,21,13,80556.00,Higher Income ($75k+),False,5208368.00
03KJH3156000,69,22,7,75366.00,Higher Income ($75k+),False,1396600.00
03KKA2362000,63,22,5,33229.00,Low Income (<$50k),True,1034000.00
03KLA1339000,86,21,13,80556.00,Higher Income ($75k+),False,
03KLE0955000,70,21,13,80556.00,Higher Income ($75k+),False,
03KME2255001,70,22,9,73403.00,Moderate Income ($50k-$75k),True,833900.00
03KML0347003,78,22,11,75366.00,Higher Income ($75k+),False,979900.00
03KMN0857000,68,22,1,89479.00,Higher Income ($75k+),False,1218100.00
03KMY1446000,79,22,4,92560.00,Higher Income ($75k+),False,815800.00
03KNA1035000,90,22,11,75366.00,Higher Income ($75k+),False,657700.00
03KNY2346001,79,21,16,114271.00,Higher Income ($75k+),False,0.00
03KPP1054000,71,21,14,93326.00,Higher Income ($75k+),False,1275700.00
03KPR1745000,80,21,10,81853.00,Higher Income ($75k+),False,29888500.00
03KRD1962001,63,21,9,81853.00,Higher Income ($75k+),False,22807000.00
03KRH1648000,77,22,13,82125.00,Higher Income ($75k+),False,1180700.00
03KSA2540000,85,22,12,0,Low Income (<$50k),True,898400.00
03KYA2542000,83,21,13,80556.00,Higher Income ($75k+),False,
03KZA1454000,71,21,13,80556.00,Higher Income ($75k+),False,
03LAA0138000,87,21,9,46985.00,Low Income (<$50k),True,27373404.00
03LAA1935000,90,21,12,0,Low Income (<$50k),True,
03LAA2358001,67,22,7,75366.00,Higher Income ($75k+),False,1464900.00
03LAM0663002,62,22,10,111705.00,Higher Income ($75k+),False,1123400.00
03LAY2255001,70,22,1,45000.00,Low Income (<$50k),True,795300.00
03LBA0651002,74,22,3,111705.00,Higher Income ($75k+),False,882700.00
03LBG0362000,63,21,5,131206.00,Higher Income ($75k+),False,1450200.00
03LBY1957000,68,22,12,111705.00,Higher Income ($75k+),False,1145500.00
03LCG0461001,64,22,7,82125.00,Higher Income ($75k+),False,892800.00
03LCH0758000,67,21,14,93326.00,Higher Income ($75k+),False,0.00
03LDE3045001,80,22,3,88625.00,Higher Income ($75k+),False,0.00
03LEQ0452000,73,21,12,0,Low Income (<$50k),True,
03LGY1548000,77,22,3,111705.00,Higher Income ($75k+),False,1363000.00
03LHS2658002,67,22,7,75366.00,Higher Income ($75k+),False,1464900.00
03LHS2658003,67,22,7,75366.00,Higher Income ($75k+),False,1464900.00
03LJA2063000,62,22,1,89479.00,Higher Income ($75k+),False,1403000.00
03LJH2562001,63,22,8,92560.00,Higher Income ($75k+),False,952100.00
03LJN1649001,76,22,2,89479.00,Higher Income ($75k+),False,791400.00
03LJS0163000,62,21,16,114271.00,Higher Income ($75k+),False,1209500.00
03LLD1047002,78,21,8,79000.00,Higher Income ($75k+),False,2747746.00
03LLI0756000,69,21,13,80556.00,Higher Income ($75k+),False,826200.00
03LLS2160000,65,21,9,81853.00,Higher Income ($75k+),False,22807000.00
03LMG0156000,69,21,10,60060.00,Moderate Income ($50k-$75k),True,0.00
03LMN1845000,80,21,13,80556.00,Higher Income ($75k+),False,16432500.00
03LOA0161000,64,21,8,131206.00,Higher Income ($75k+),False,0.00
03LPA1549001,76,21,10,81853.00,Higher Income ($75k+),False,7157407.00
03LPO0850001,75,22,5,33229.00,Low Income (<$50k),True,1346400.00
03LRD0654003,71,22,7,75366.00,Higher Income ($75k+),False,2292100.00
03LRE2660001,65,21,7,131206.00,Higher Income ($75k+),False,1555155.00
03LRH2840001,85,21,10,60060.00,Moderate Income ($50k-$75k),True,1199300.00
03LRT2758000,67,22,12,111705.00,Higher Income ($75k+),False,1198500.00
03LSN2063004,62,22,13,82125.00,Higher Income ($75k+),False,793700.00
03LTY1063000,62,21,15,151466.00,Higher Income ($75k+),False,0.00
03LVR2141000,84,21,12,0,Low Income (<$50k),True,
03LWU2538001,87,21,13,80556.00,Higher Income ($75k+),False,
03LXN1359002,66,21,15,151466.00,Higher Income ($75k+),False,1526200.00
03MAR2462000,63,21,13,80556.00,Higher Income ($75k+),False,0.00
03MAS2552000,73,21,6,88625.00,Higher Income ($75k+),False,867100.00
03MBE0761001,64,21,1,0,Low Income (<$50k),True,2118100.00
03MDE0935001,90,22,4,92560.00,Higher Income ($75k+),False,0.00
03MDE2550000,75,21,5,131206.00,Higher Income ($75k+),False,0.00
03MDE3154000,71,21,1,0,Low Income (<$50k),True,12671604.00
03MDL1461000,64,22,10,75366.00,Higher Income ($75k+),False,825900.00
03MEE0458000,67,22,3,80556.00,Higher Income ($75k+),False,595200.00
03MGD2760000,65,21,13,151466.00,Higher Income ($75k+),False,0.00
03MJE1361000,64,22,8,92560.00,Higher Income ($75k+),False,1179300.00
03MJE1461001,64,22,2,45000.00,Low Income (<$50k),True,1556000.00
03MJE1935003,90,21,5,131206.00,Higher Income ($75k+),False,5406216.00
03MJH1755000,70,22,7,92560.00,Higher Income ($75k+),False,873700.00
03MJH2642005,83,21,15,151466.00,Higher Income ($75k+),False,15726100.00
03MKI2150001,75,21,12,0,Low Income (<$50k),True,
03MKN1842000,83,22,9,73403.00,Moderate Income ($50k-$75k),True,797800.00
03MKN1847001,78,22,7,75366.00,Higher Income ($75k+),False,1062000.00
03MLA0941002,84,21,13,80556.00,Higher Income ($75k+),False,
03MLA2558000,67,21,3,116793.00,Higher Income ($75k+),False,925700.00
03MLA2948002,77,21,5,116793.00,Higher Income ($75k+),False,0.00
03MMA1454008,71,21,9,81853.00,Higher Income ($75k+),False,14228402.00
03MME0955000,70,21,8,131206.00,Higher Income ($75k+),False,0.00
03MME3160000,65,22,9,73403.00,Moderate Income ($50k-$75k),True,1197700.00
03MMN2252000,73,22,10,111705.00,Higher Income ($75k+),False,713100.00
03MMT2128000,97,22,6,88625.00,Higher Income ($75k+),False,910000.00
03MMT3032000,93,22,2,45000.00,Low Income (<$50k),True,1076300.00
03MMY2257000,68,22,7,75366.00,Higher Income ($75k+),False,1006500.00
03MNA1938000,87,21,12,93326.00,Higher Income ($75k+),False,
03MPA1743009,82,22,4,82125.00,Higher Income ($75k+),False,931800.00
03MPH0253000,72,22,5,33229.00,Low Income (<$50k),True,757400.00
03MRA0442001,83,21,12,93326.00,Higher Income ($75k+),False,
03MRD1852000,73,22,10,75366.00,Higher Income ($75k+),False,941800.00
03MRT1163004,62,22,2,45000.00,Low Income (<$50k),True,0.00
