res_id,age,nearest_park_distance_meters,park_accessibility
03KJE0655000,70,19.07647339,Excellent (≤300m)
03KJG2650000,75,169.37604015,Excellent (≤300m)
03KJH3156000,69,119.53058428,Excellent (≤300m)
03KJY0260001,65,188.76526183,Excellent (≤300m)
03KKA2362000,63,159.3080489,Excellent (≤300m)
03KLV2362001,63,64.07903645,Excellent (≤300m)
03KMA1537000,88,55.5341524,Excellent (≤300m)
03KME2255001,70,218.53949548,Excellent (≤300m)
03KMK0248000,77,12.06358975,Excellent (≤300m)
03KML0347003,78,5.27447874,Excellent (≤300m)
03KMN0857000,68,101.55780954,Excellent (≤300m)
03KMY1446000,79,185.49373586,Excellent (≤300m)
03KNA1035000,90,188.02633962,Excellent (≤300m)
03KNY2346001,79,90.70016666,Excellent (≤300m)
03KPP1054000,71,302.3630881,Good (300-600m)
03KPR1745000,80,30.0825223,Excellent (≤300m)
03KRD1962001,63,28.59968669,Excellent (≤300m)
03KRH1648000,77,252.62334393,Excellent (≤300m)
03KSA1355001,70,64.07903645,Excellent (≤300m)
03KSA2540000,85,242.64146028,Excellent (≤300m)
03KTI0556000,69,87.6845806,Excellent (≤300m)
03KYA2542000,83,192.28088908,Excellent (≤300m)
03KZA1454000,71,220.81707869,Excellent (≤300m)
03LAA0138000,87,111.5411665,Excellent (≤300m)
03LAA2358001,67,117.27746952,Excellent (≤300m)
03LAM0663002,62,342.62922588,Good (300-600m)
03LAY2255001,70,92.71795668,Excellent (≤300m)
03LBA0651002,74,161.86413558,Excellent (≤300m)
03LBG0362000,63,209.71971702,Excellent (≤300m)
03LBN2055000,70,83.0989949,Excellent (≤300m)
03LBY0552000,73,83.0989949,Excellent (≤300m)
03LBY1957000,68,127.29644095,Excellent (≤300m)
03LCG0461001,64,3.3510268,Excellent (≤300m)
03LCH0758000,67,338.4417616,Good (300-600m)
03LDE3045001,80,15.78244836,Excellent (≤300m)
03LEE3059001,66,169.72808515,Excellent (≤300m)
03LGG0350002,75,34.12805263,Excellent (≤300m)
03LGY1548000,77,274.64334206,Excellent (≤300m)
03LHS2658002,67,117.27746952,Excellent (≤300m)
03LHS2658003,67,117.27746952,Excellent (≤300m)
03LIF0349000,76,53.4615979,Excellent (≤300m)
03LJA2063000,62,289.82898979,Excellent (≤300m)
03LJH2562001,63,57.36726316,Excellent (≤300m)
03LJN1649001,76,89.30802111,Excellent (≤300m)
03LJR3058000,67,147.88182277,Excellent (≤300m)
03LJS0163000,62,29.87288041,Excellent (≤300m)
03LJS1451000,74,63.51532831,Excellent (≤300m)
03LKG1548000,77,32.35108666,Excellent (≤300m)
03LKH2641000,84,263.35364327,Excellent (≤300m)
03LLD1047002,78,120.06997205,Excellent (≤300m)
03LLI0756000,69,33.03351818,Excellent (≤300m)
03LLS2160000,65,28.59968669,Excellent (≤300m)
03LMG0156000,69,41.85868666,Excellent (≤300m)
03LOA0161000,64,98.05569074,Excellent (≤300m)
03LPO0850001,75,338.32072212,Good (300-600m)
03LRD0654003,71,22.59140852,Excellent (≤300m)
03LRE2660001,65,44.57541007,Excellent (≤300m)
03LRH2840001,85,25.17778413,Excellent (≤300m)
03LRT2758000,67,176.30850424,Excellent (≤300m)
03LSN2063004,62,300.84809183,Good (300-600m)
03LSN3048003,77,24.19546136,Excellent (≤300m)
03LTY1063000,62,129.92566274,Excellent (≤300m)
03LWU2538001,87,192.28088908,Excellent (≤300m)
03LXN1359002,66,103.2582366,Excellent (≤300m)
03LYE2753001,72,132.58189653,Excellent (≤300m)
03LZO2151000,74,44.70537849,Excellent (≤300m)
03MAA0346002,79,168.98321185,Excellent (≤300m)
03MAR2462000,63,29.36961694,Excellent (≤300m)
03MAS2552000,73,381.5440833,Good (300-600m)
03MBE0761001,64,175.90119136,Excellent (≤300m)
03MBN0356000,69,88.5124865,Excellent (≤300m)
03MBT0462000,63,209.49521612,Excellent (≤300m)
03MCA2745000,80,64.07903645,Excellent (≤300m)
03MCN0562000,63,40.79825039,Excellent (≤300m)
03MDD0648004,77,169.72808515,Excellent (≤300m)
03MDE0935001,90,170.94307546,Excellent (≤300m)
03MDE2550000,75,28.65515654,Excellent (≤300m)
03MDE3154000,71,189.43417949,Excellent (≤300m)
03MDL1461000,64,159.20595449,Excellent (≤300m)
03MEE0458000,67,146.09132724,Excellent (≤300m)
03MFY3027000,98,88.3709921,Excellent (≤300m)
03MGD2760000,65,21.31156501,Excellent (≤300m)
03MHA0251000,74,107.26888522,Excellent (≤300m)
03MIA0738001,87,313.42028375,Good (300-600m)
03MJE0850000,75,19.07647339,Excellent (≤300m)
03MJE1361000,64,35.45523798,Excellent (≤300m)
03MJE1461001,64,255.56085007,Excellent (≤300m)
03MJE1935003,90,86.05186207,Excellent (≤300m)
03MJH1755000,70,98.073022,Excellent (≤300m)
03MJH2163000,62,30.5857748,Excellent (≤300m)
03MJH2642005,83,201.36363692,Excellent (≤300m)
03MKN1842000,83,256.5143052,Excellent (≤300m)
03MKN1847001,78,224.85762189,Excellent (≤300m)
03MLA0941002,84,220.81707869,Excellent (≤300m)
03MLA1641004,84,64.07903645,Excellent (≤300m)
03MLA2558000,67,171.13220798,Excellent (≤300m)
03MLA2948002,77,88.16758162,Excellent (≤300m)
03MMA1454008,71,73.88914833,Excellent (≤300m)
03MMA1956003,69,160.46793792,Excellent (≤300m)
03MME0955000,70,141.59871435,Excellent (≤300m)
03MME1351004,74,171.57818365,Excellent (≤300m)
03MME3160000,65,27.16579844,Excellent (≤300m)
03MMN2252000,73,317.72640137,Good (300-600m)
03MMT2128000,97,347.40847035,Good (300-600m)
03MMT3032000,93,237.38055367,Excellent (≤300m)
03MMY2257000,68,160.82473503,Excellent (≤300m)
03MNA1938000,87,84.87987914,Excellent (≤300m)
03MPA0354001,71,75.84834523,Excellent (≤300m)
03MPA1743009,82,454.94575599,Good (300-600m)
03MPA2751000,74,195.71754258,Excellent (≤300m)
03MPH0253000,72,125.20332913,Excellent (≤300m)
03MRA0442001,83,84.87987914,Excellent (≤300m)
03MRD0348002,77,34.22155678,Excellent (≤300m)
03MRD1852000,73,109.58353853,Excellent (≤300m)
03MRN2356000,69,75.91294838,Excellent (≤300m)
03MRT1163004,62,182.09947972,Excellent (≤300m)
03MSA1346000,79,361.25958881,Good (300-600m)
03MSN0252003,73,27.36440605,Excellent (≤300m)
03MSN3159003,66,388.26739526,Good (300-600m)
03MTA0551001,74,17.3376407,Excellent (≤300m)
03MTE3045000,80,217.99862329,Excellent (≤300m)
03MTS0260000,65,212.90342973,Excellent (≤300m)
03MUO1638000,87,284.72770615,Excellent (≤300m)
03MVT3161000,64,131.45005487,Excellent (≤300m)
03MWS3155000,70,25.36370695,Excellent (≤300m)
03MXU1254001,71,171.57818365,Excellent (≤300m)
03NCS2146000,79,104.44290641,Excellent (≤300m)
03NDE3138000,87,310.04095279,Good (300-600m)
03NEA1541003,84,44.72861594,Excellent (≤300m)
03NEE2649000,76,83.41748808,Excellent (≤300m)
03NLA0558000,67,21.60880163,Excellent (≤300m)
03NML0859001,66,2.34793832,Excellent (≤300m)
03NNN0652002,73,50.81992181,Excellent (≤300m)
03NTH2361000,64,24.19546136,Excellent (≤300m)
03NUT0352000,73,312.4579014,Good (300-600m)
03OBY0149003,76,22.16279752,Excellent (≤300m)
03OED2849000,76,147.32313892,Excellent (≤300m)
03OFS2250000,75,122.31178728,Excellent (≤300m)
03OGA2259002,66,44.73885592,Excellent (≤300m)
03OIA1960000,65,71.64754229,Excellent (≤300m)
03OKN0156002,69,147.32313892,Excellent (≤300m)
03OME1143000,82,64.07903645,Excellent (≤300m)
03OMY0854000,71,147.38748349,Excellent (≤300m)
03OMY0949000,76,285.11821631,Excellent (≤300m)
03OPA1854000,71,419.08229891,Good (300-600m)
03OSA2237001,88,38.79589199,Excellent (≤300m)
03OVR3156000,69,47.92696485,Excellent (≤300m)
03PAY0161000,64,252.09301962,Excellent (≤300m)
03PCO1446000,79,167.43601395,Excellent (≤300m)
03PCR2154001,71,397.37809546,Good (300-600m)
03PDE2249000,76,38.79589199,Excellent (≤300m)
03PDG2161001,64,193.40210912,Excellent (≤300m)
03PDL1560001,65,233.63920487,Excellent (≤300m)
03PEH2352000,73,225.82520926,Excellent (≤300m)
03PFG2458001,67,196.91703846,Excellent (≤300m)
03PGE2348000,77,84.87987914,Excellent (≤300m)
03PHI1442001,83,86.05186207,Excellent (≤300m)
03PJH2658000,67,287.40654727,Excellent (≤300m)
03PJN1154003,71,104.6307236,Excellent (≤300m)
03PJN1356000,69,74.6266007,Excellent (≤300m)
03PJS2137000,88,60.05706436,Excellent (≤300m)
03PLA2761001,64,182.73659403,Excellent (≤300m)
03PME0349000,76,183.93107718,Excellent (≤300m)
03PML2751001,74,145.53786893,Excellent (≤300m)
03POA2238003,87,192.28088908,Excellent (≤300m)
03PPA1561000,64,337.43155879,Good (300-600m)
03PPA3063005,62,180.85296883,Excellent (≤300m)
03PRE1748001,77,25.36370695,Excellent (≤300m)
03PSG0355004,70,169.72808515,Excellent (≤300m)
03RAA3040002,85,192.28088908,Excellent (≤300m)
03RAY0438000,87,271.62100208,Excellent (≤300m)
03RBY0942000,83,477.8656106,Good (300-600m)
03RCS1063002,62,75.42947623,Excellent (≤300m)
03RDH1955003,70,244.35689689,Excellent (≤300m)
03REA2044000,81,153.31074457,Excellent (≤300m)
03RHA0949000,76,169.37604015,Excellent (≤300m)
03RKE1552000,73,287.40654727,Excellent (≤300m)
03RKN2955000,70,339.96575993,Good (300-600m)
03RMA0138000,87,132.77112448,Excellent (≤300m)
03RMA1254003,71,141.59871435,Excellent (≤300m)
03RME0360000,65,158.52474281,Excellent (≤300m)
03RML0760003,65,220.81707869,Excellent (≤300m)
03RML1856000,69,15.41316125,Excellent (≤300m)
03RMN3052001,73,31.18278122,Excellent (≤300m)
03RPA1958001,67,243.13699941,Excellent (≤300m)
03RPL0358000,67,103.97540247,Excellent (≤300m)
03RRD0153001,72,94.78608307,Excellent (≤300m)
03RRD1553000,72,5.94234168,Excellent (≤300m)
03RTA1959001,66,31.68568202,Excellent (≤300m)
03RTS2948000,77,272.00589996,Excellent (≤300m)
03SAE0551000,74,265.62891349,Excellent (≤300m)
03SAN2136000,89,167.70900418,Excellent (≤300m)
03SBA2647001,78,21.60880163,Excellent (≤300m)
03SBY2153000,72,303.9189293,Good (300-600m)
03SCE3046000,79,119.87340726,Excellent (≤300m)
03SCG2151000,74,160.68641976,Excellent (≤300m)
03SDA0159002,66,97.99958069,Excellent (≤300m)
03SDD1338001,87,5.94234168,Excellent (≤300m)
03SDO0159000,66,96.96776002,Excellent (≤300m)
03SEA2142000,83,72.82886072,Excellent (≤300m)
03SEA2932001,93,192.28088908,Excellent (≤300m)
03SEH1763000,62,31.91366821,Excellent (≤300m)
03SEN1760002,65,37.80182545,Excellent (≤300m)
03SEN2958000,67,249.99365741,Excellent (≤300m)
03SFA2445001,80,86.05186207,Excellent (≤300m)
03SFS1136000,90,36.48813863,Excellent (≤300m)
03SIA2151000,74,20.85030423,Excellent (≤300m)
03SIA2249000,76,93.09026781,Excellent (≤300m)
03SJN2735000,90,187.41638812,Excellent (≤300m)
03SLA0452003,73,247.00455852,Excellent (≤300m)
03SLA0956000,69,279.32698087,Excellent (≤300m)
03SLA2163001,62,149.76393553,Excellent (≤300m)
03SMA0647002,78,187.08097685,Excellent (≤300m)
03SMA2143000,82,168.98321185,Excellent (≤300m)
03SMD2441001,84,90.70016666,Excellent (≤300m)
03SML2352000,73,164.37635058,Excellent (≤300m)
03SMT1852000,73,232.45012796,Excellent (≤300m)
03SPA0743001,82,281.56031478,Excellent (≤300m)
03SPH0863000,62,389.05375397,Good (300-600m)
03SPN2148002,77,106.49615411,Excellent (≤300m)
03SRD0848000,77,243.60324214,Excellent (≤300m)
03SRE1438000,87,60.05706436,Excellent (≤300m)
03SRH1661000,64,90.51761041,Excellent (≤300m)
03SRN2762000,63,17.63580069,Excellent (≤300m)
03SRT0234000,91,89.4128098,Excellent (≤300m)
03SSD0356000,69,31.11161365,Excellent (≤300m)
03SSL1556000,69,26.96374213,Excellent (≤300m)
03SSN0559002,66,214.57575261,Excellent (≤300m)
03SSN0943000,82,242.1612605,Excellent (≤300m)
03SSN2150003,75,289.72293498,Excellent (≤300m)
03SWM3057000,68,93.93926085,Excellent (≤300m)
03SYA1732000,93,313.42028375,Good (300-600m)
03SYM2761002,64,161.57806689,Excellent (≤300m)
03TAA0137001,88,86.05186207,Excellent (≤300m)
03TAA0343002,82,169.37604015,Excellent (≤300m)
03TAA1857000,68,17.08248154,Excellent (≤300m)
03TAA3050000,75,51.19247939,Excellent (≤300m)
03TCL0159000,66,138.7933412,Excellent (≤300m)
03TGI0545000,80,227.56484396,Excellent (≤300m)
03TJN0449001,76,44.99959312,Excellent (≤300m)
03TKN1657000,68,186.85950605,Excellent (≤300m)
03TMA2352000,73,108.6038102,Excellent (≤300m)
03TME1635002,90,220.81707869,Excellent (≤300m)
03TME2563001,62,99.15942125,Excellent (≤300m)
03TML2149000,76,70.52090976,Excellent (≤300m)
03TMY0155000,70,256.58229372,Excellent (≤300m)
03TVN0958000,67,84.87987914,Excellent (≤300m)
03TVY0242000,83,163.53086271,Excellent (≤300m)
03UJR0761000,64,131.45005487,Excellent (≤300m)
03UOA0455001,70,122.94678334,Excellent (≤300m)
03VAO0259000,66,76.78749853,Excellent (≤300m)
03VAS0650000,75,159.57366251,Excellent (≤300m)
03VBN3150000,75,77.30608464,Excellent (≤300m)
03VCA2250000,77,198.15019955,Excellent (≤300m)
03VDE2638000,87,246.41230674,Excellent (≤300m)
03VFA2931000,94,192.28088908,Excellent (≤300m)
03VLA2841000,84,84.87987914,Excellent (≤300m)
03VMA0632001,93,192.28088908,Excellent (≤300m)
03VME0542000,83,192.28088908,Excellent (≤300m)
03VNT1636000,89,324.73199424,Good (300-600m)
03VVJ2246000,79,313.42028375,Good (300-600m)
03VVR2837001,88,79.01788142,Excellent (≤300m)
03VZS0352000,73,121.74655815,Excellent (≤300m)
03WAN0250000,75,108.28432871,Excellent (≤300m)
03WBN0454004,71,485.81608272,Good (300-600m)
03WCN0948001,77,44.37936275,Excellent (≤300m)
03WDD1749001,76,194.38466684,Excellent (≤300m)
03WEL0162000,63,160.38966157,Excellent (≤300m)
03WEN2853000,72,47.81664152,Excellent (≤300m)
03WGA0340000,85,192.28088908,Excellent (≤300m)
03WGQ0647000,78,178.87401459,Excellent (≤300m)
03WGS2363000,62,123.19574568,Excellent (≤300m)
03WHN1740000,85,300.39211499,Good (300-600m)
03WHT1347000,78,100.86388569,Excellent (≤300m)
03WIE3049000,76,43.89640939,Excellent (≤300m)
03WJN1160001,65,93.02367954,Excellent (≤300m)
03WJY2463000,62,81.15204315,Excellent (≤300m)
03WKA2547001,78,189.43417949,Excellent (≤300m)
03WLS2742000,83,48.09333066,Excellent (≤300m)
03WMC0650002,75,126.63471818,Excellent (≤300m)
03WMN1460000,65,64.07903645,Excellent (≤300m)
03WMT1241000,84,204.59770147,Excellent (≤300m)
03WPL1146001,79,60.05706436,Excellent (≤300m)
03WPL1851000,74,144.54689374,Excellent (≤300m)
03WRH0335000,90,201.36363692,Excellent (≤300m)
03WSE1557001,68,243.25109867,Excellent (≤300m)
03WSI1953000,72,99.56687721,Excellent (≤300m)
03WSN2148002,77,171.29698535,Excellent (≤300m)
03WSO0651000,74,19.10638663,Excellent (≤300m)
03WWI0955000,70,189.28300938,Excellent (≤300m)
03WWN1748000,77,287.40654727,Excellent (≤300m)
03WYG0134000,91,124.74243208,Excellent (≤300m)
03XHN0240002,85,220.81707869,Excellent (≤300m)
03YCA2649000,76,84.62074336,Excellent (≤300m)
03YCG1459003,66,17.08248154,Excellent (≤300m)
03YCU1049002,76,241.7262152,Excellent (≤300m)
03YJG0553000,72,300.4290934,Good (300-600m)
03YKK1548000,77,169.37604015,Excellent (≤300m)
03YKM0334000,91,242.58447415,Excellent (≤300m)
03YLA1349001,76,122.0514566,Excellent (≤300m)
03YPI0244000,81,146.51964844,Excellent (≤300m)
03YSL2639000,86,188.06614516,Excellent (≤300m)
03YSN0939000,86,196.59145104,Excellent (≤300m)
03YSN1428000,97,20.85030423,Excellent (≤300m)
03YWM0847000,78,138.67443209,Excellent (≤300m)
03YYK0329000,96,96.74141295,Excellent (≤300m)
03ZAY0256000,69,301.8547576,Good (300-600m)
03ZCN2962000,63,108.28432871,Excellent (≤300m)
03ZDA0854000,71,270.6457792,Excellent (≤300m)
03ZDA2063002,62,204.46737369,Excellent (≤300m)
03ZDD3029002,96,171.57818365,Excellent (≤300m)
03ZLV1647002,78,84.87987914,Excellent (≤300m)
03ZRA0842001,83,171.57818365,Excellent (≤300m)
03ZSO0651000,74,19.10638663,Excellent (≤300m)
03ZTM0258000,67,73.86602932,Excellent (≤300m)
03ZYU2443001,82,192.28088908,Excellent (≤300m)
04AAA1560000,65,351.25698382,Good (300-600m)
04AAA2839001,86,84.87987914,Excellent (≤300m)
04ADR2660000,65,174.71540115,Excellent (≤300m)
04AEA0563000,62,79.58984843,Excellent (≤300m)
04AGA1560002,65,19.68489425,Excellent (≤300m)
04AGR1949000,76,192.19532873,Excellent (≤300m)
04AIA1352000,73,138.69879414,Excellent (≤300m)
04AIS1759001,66,51.18260359,Excellent (≤300m)
04AJE0753000,72,38.79589199,Excellent (≤300m)
04AJH0256000,69,44.62070391,Excellent (≤300m)
04AJY1063000,62,128.27441813,Excellent (≤300m)
04ALA2855000,70,39.63836103,Excellent (≤300m)
04ALV1038001,87,192.28088908,Excellent (≤300m)
04AMA1844003,81,169.72808515,Excellent (≤300m)
04AMD0252001,73,122.83854189,Excellent (≤300m)
04AMD0936000,89,25.36370695,Excellent (≤300m)
04APD0551001,74,169.72808515,Excellent (≤300m)
04ART2444001,81,48.09333066,Excellent (≤300m)
04ASE1852000,73,229.44850256,Excellent (≤300m)
04ASN2556000,69,335.71389879,Good (300-600m)
04BAA1334000,91,151.54178308,Excellent (≤300m)
04BAO1739000,86,120.14365129,Excellent (≤300m)
04BAS0542000,83,241.06933232,Excellent (≤300m)
04BBA1040000,85,3.64558242,Excellent (≤300m)
04BBA1548000,77,5.54645948,Excellent (≤300m)
04BBA2263000,62,112.50152996,Excellent (≤300m)
04BBE1248001,77,190.91157978,Excellent (≤300m)
04BBS0148001,77,325.15582869,Good (300-600m)
04BCE0642001,83,19.07647339,Excellent (≤300m)
04BCL3061000,64,40.79825039,Excellent (≤300m)
04BCR0655000,70,108.28432871,Excellent (≤300m)
04BDA2854003,71,32.26265332,Excellent (≤300m)
04BDD1661008,64,196.05669234,Excellent (≤300m)
04BDO1452000,73,166.05339028,Excellent (≤300m)
04BDY2159000,66,35.2052893,Excellent (≤300m)
04BED2843001,82,53.44312803,Excellent (≤300m)
04BFA1537000,88,26.96374213,Excellent (≤300m)
04BFD0258001,67,84.87987914,Excellent (≤300m)
04BGA0743001,82,97.64558051,Excellent (≤300m)
04BGE0347000,78,67.64758559,Excellent (≤300m)
04BGL1843000,82,289.72293498,Excellent (≤300m)
04BGY2358002,67,77.95168914,Excellent (≤300m)
04BHL0550000,75,128.48811531,Excellent (≤300m)
04BJB1344000,81,51.89324054,Excellent (≤300m)
04BJE0844002,81,91.90641199,Excellent (≤300m)
04BJH0257002,68,124.84797521,Excellent (≤300m)
04BJR1555001,70,25.78346826,Excellent (≤300m)
04BJR2263004,62,100.43733197,Excellent (≤300m)
04BKN0860009,65,119.45116634,Excellent (≤300m)
04BLA0935001,90,84.87987914,Excellent (≤300m)
04BLE1459000,66,136.93348426,Excellent (≤300m)
04BLI2763000,62,93.13150717,Excellent (≤300m)
04BMC1257000,68,29.63905665,Excellent (≤300m)
04BME0757000,68,66.07730874,Excellent (≤300m)
04BML2753001,72,167.41829858,Excellent (≤300m)
04BMN0156004,69,21.91445819,Excellent (≤300m)
04BMS0548000,77,64.07903645,Excellent (≤300m)
04BMT2343001,82,135.87053607,Excellent (≤300m)
04BNA2062002,63,92.36054129,Excellent (≤300m)
04BNT0840000,85,64.07903645,Excellent (≤300m)
04BNY0557000,68,198.62999112,Excellent (≤300m)
04BPL1060001,65,247.95376823,Excellent (≤300m)
04BPL1751002,74,350.30432984,Good (300-600m)
04BRA2250000,75,129.25195794,Excellent (≤300m)
04BRA2840002,85,120.14365129,Excellent (≤300m)
04BRD2759002,66,31.68568202,Excellent (≤300m)
04BSE2455000,70,254.52790877,Excellent (≤300m)
04BSN1463001,62,83.02867698,Excellent (≤300m)
04BSN1763005,62,31.91366821,Excellent (≤300m)
04BSN2661004,64,171.57818365,Excellent (≤300m)
04BSY1560000,65,73.04285118,Excellent (≤300m)
04BUI1758000,67,11.62332689,Excellent (≤300m)
04CAA0560001,65,283.81394987,Excellent (≤300m)
04CAA0563000,62,208.09272557,Excellent (≤300m)
04CAA1453000,72,285.64925231,Excellent (≤300m)
04CAO0463000,62,193.34000691,Excellent (≤300m)
04CCN1344002,81,25.36370695,Excellent (≤300m)
04CCS0845000,80,60.05706436,Excellent (≤300m)
04CDL2347000,78,313.42028375,Good (300-600m)
04CDS0352000,73,113.9097143,Excellent (≤300m)
04CEH2435000,90,204.59770147,Excellent (≤300m)
04CEH2563000,62,224.37952935,Excellent (≤300m)
04CIL0155000,70,235.97487423,Excellent (≤300m)
04CJE0656000,69,94.25585733,Excellent (≤300m)
04CJE1856001,69,44.57541007,Excellent (≤300m)
04CJE2262001,63,28.59968669,Excellent (≤300m)
04CJH2343000,82,327.24095817,Good (300-600m)
04CJN0635000,90,93.32509915,Excellent (≤300m)
04CJN1160003,65,117.64762034,Excellent (≤300m)
04CJN1559001,66,196.78879338,Excellent (≤300m)
04CJN1949002,76,44.42375576,Excellent (≤300m)
04CKG1652000,73,217.63563171,Excellent (≤300m)
04CKN0763003,62,303.59093599,Good (300-600m)
04CLE0656003,69,16.97184681,Excellent (≤300m)
04CLE2162000,63,290.33315572,Excellent (≤300m)
04CME2056001,69,114.27716709,Excellent (≤300m)
04CML2048003,77,31.91366821,Excellent (≤300m)
04CML2856006,69,111.4376414,Excellent (≤300m)
04CMN1150000,75,272.48275087,Excellent (≤300m)
04CMN1562003,63,53.56174513,Excellent (≤300m)
04CMO1856001,69,72.35694877,Excellent (≤300m)
04CNO0746001,79,285.64925231,Excellent (≤300m)
04CON0959000,66,64.07903645,Excellent (≤300m)
04CPL2263000,62,169.37604015,Excellent (≤300m)
04CRA0354000,71,23.66071689,Excellent (≤300m)
04CSO2163000,62,24.52895825,Excellent (≤300m)
04CSU2857000,68,24.62351106,Excellent (≤300m)
04CTA1037000,88,141.48886062,Excellent (≤300m)
04DAA1737001,88,111.5411665,Excellent (≤300m)
04DBY2148000,77,27.52484849,Excellent (≤300m)
04DCD1960001,65,43.82901317,Excellent (≤300m)
04DCN1055000,70,76.7640148,Excellent (≤300m)
04DDA0146000,79,5.54645948,Excellent (≤300m)
04DDC2042001,83,26.96374213,Excellent (≤300m)
04DDD0858001,67,261.9049976,Excellent (≤300m)
04DJS2136000,89,60.05706436,Excellent (≤300m)
04DJY0747000,78,188.93911824,Excellent (≤300m)
04DMA2337000,88,15.12507279,Excellent (≤300m)
04DMA2862001,63,116.32430913,Excellent (≤300m)
04DMI1462000,63,37.80182545,Excellent (≤300m)
04DMK1057001,68,47.7445168,Excellent (≤300m)
04DML0462000,63,17.80231483,Excellent (≤300m)
04DML1049000,76,43.28233442,Excellent (≤300m)
04DML3062000,63,337.43155879,Good (300-600m)
04DMN1247001,78,60.05706436,Excellent (≤300m)
04DPL1049001,76,21.8589751,Excellent (≤300m)
04DSE0342000,83,199.79476903,Excellent (≤300m)
04DSG1258000,67,163.53086271,Excellent (≤300m)
04DVA1544002,81,43.28233442,Excellent (≤300m)
04DVA2346000,79,345.35114282,Good (300-600m)
04EBR2759000,66,14.70137616,Excellent (≤300m)
04EGO2355000,70,164.49134495,Excellent (≤300m)
04EHT1146001,79,131.60603913,Excellent (≤300m)
04EJT2757001,68,397.0117986,Good (300-600m)
04ELA0247000,78,313.42028375,Good (300-600m)
04EML2846001,79,64.07903645,Excellent (≤300m)
04EMM0258000,66,112.83280413,Excellent (≤300m)
04EMY2943000,82,44.29572253,Excellent (≤300m)
04ESA2856000,69,148.52315844,Excellent (≤300m)
04FAN2351000,74,37.88115697,Excellent (≤300m)
04FCA2348000,77,163.53086271,Excellent (≤300m)
04FCE0563000,62,139.98211742,Excellent (≤300m)
04FCE2457000,68,53.56174513,Excellent (≤300m)
04FJE1362001,63,353.38288917,Good (300-600m)
04FJS1543000,82,21.60880163,Excellent (≤300m)
04FLD0639001,86,220.81707869,Excellent (≤300m)
04FLE2952000,73,724.88107112,Limited (>600m)
04FML0847001,78,64.07903645,Excellent (≤300m)
04FMR1254000,71,196.23389104,Excellent (≤300m)
04FMT1444001,81,303.15633239,Good (300-600m)
04FMT1444002,81,303.15633239,Good (300-600m)
04FNA0560000,65,196.23389104,Excellent (≤300m)
04FPA0448001,77,35.79586877,Excellent (≤300m)
04FPA0834000,91,19.07647339,Excellent (≤300m)
04FRD1844000,81,60.05706436,Excellent (≤300m)
04FRD2255000,70,163.53086271,Excellent (≤300m)
04FRT0749000,76,84.87987914,Excellent (≤300m)
04FWG2039000,86,140.26801056,Excellent (≤300m)
04FXO2054001,71,99.23826802,Excellent (≤300m)
04FYA2033000,92,97.64558051,Excellent (≤300m)
04FYY2941000,84,263.48735609,Excellent (≤300m)
04GAL2037000,88,324.57345866,Good (300-600m)
04GAO1253000,72,242.37040626,Excellent (≤300m)
04GBY2756000,69,91.73235891,Excellent (≤300m)
04GDD0855001,70,174.76202832,Excellent (≤300m)
04GDS0449000,76,196.05669234,Excellent (≤300m)
04GED1560002,65,238.58448938,Excellent (≤300m)
04GGO0334000,91,317.18515757,Good (300-600m)
04GHA1341000,84,477.09302001,Good (300-600m)
04GHB0658000,67,169.13750954,Excellent (≤300m)
04GHN0349001,76,213.1776233,Excellent (≤300m)
04GJA1152000,73,112.70852534,Excellent (≤300m)
04GJA2659001,66,71.06529149,Excellent (≤300m)
04GJE1159002,66,162.50720905,Excellent (≤300m)
04GJH2941000,84,224.91742776,Excellent (≤300m)
04GJN0255000,70,53.56174513,Excellent (≤300m)
04GJN0863002,62,74.52254583,Excellent (≤300m)
04GJN2263004,62,82.8677047,Excellent (≤300m)
04GJS1041000,84,113.83203784,Excellent (≤300m)
04GMA0553002,72,3.30662905,Excellent (≤300m)
04GMA2152001,73,50.3779589,Excellent (≤300m)
04GML2134000,91,64.07903645,Excellent (≤300m)
04GMN2342000,83,19.07647339,Excellent (≤300m)
04GMN2855000,70,160.65414812,Excellent (≤300m)
04GMY0662000,63,170.85186321,Excellent (≤300m)
04GMY1843000,82,44.72861594,Excellent (≤300m)
04GMY1960000,65,215.49871784,Excellent (≤300m)
04GNA0963000,62,263.48735609,Excellent (≤300m)
04GPP2947000,78,25.36370695,Excellent (≤300m)
04GRA1435000,90,108.97097331,Excellent (≤300m)
04GRD1360000,65,259.92192308,Excellent (≤300m)
04GRT2941000,84,203.88165619,Excellent (≤300m)
04GSA0856001,69,119.53058428,Excellent (≤300m)
04GSA2040002,85,220.81707869,Excellent (≤300m)
04GSO0352001,73,71.41570801,Excellent (≤300m)
04GTS0557000,68,65.18748983,Excellent (≤300m)
04GVR2154000,71,84.87987914,Excellent (≤300m)
04GVY1140000,85,84.87987914,Excellent (≤300m)
04HAA1651000,74,238.65408065,Excellent (≤300m)
04HAE2259000,66,116.60065621,Excellent (≤300m)
04HAR1761001,64,38.79589199,Excellent (≤300m)
04HAY1659000,66,22.57094877,Excellent (≤300m)
04HBA1744003,81,185.95083291,Excellent (≤300m)
04HBH2553000,72,129.59157561,Excellent (≤300m)
04HBY1049000,76,315.88363519,Good (300-600m)
04HBY2239000,86,220.81707869,Excellent (≤300m)
