STRUCT_ID,OFFICIAL_PAR_ID,AREA_SQ_FT,SOURCE,LOCAL_ID,PARCEL_LOC_ID,PARCEL_POLY_TYPE,PARCEL_MAP_NO,PARCEL_TOWN_ID
228424_900227,2204238000,1220.45013882,City of Boston,Bos_2204238000_B0,F_749420_2953508,FEE,22,35.0
228404_900220,2204239000,482.03173671,City of Boston,Bos_2204239000_B1,F_749392_2953426,FEE,22,35.0
228406_900332,2204268000,1380.15004761,City of Boston,Bos_2204268000_B0,F_749365_2953822,FEE,22,35.0
228270_900404,2204292000,322.60777146,City of Boston,Bos_2204292000_B1,F_748887_2954097,FEE,22,35.0
228189_900443,2204342000,1637.68272038,City of Boston,Bos_2204342000_B0,F_748656_2954191,FEE,22,35.0
228311_900257,2204227000,317.80990973,City of Boston,Bos_2204227000_B1,F_749067_2953633,FEE,22,35.0
227210_899746,2204564003,1454.69279868,City of Boston,Bos_2204564003_B0,F_745429_2951921,FEE,22,35.0
227435_899908,2204757000,1271.54854043,City of Boston,Bos_2204757000_B0,F_746184_2952462,FEE,22,35.0
228543_898949,2102526000,5433.9410925,City of Boston,Bos_2102526000_B0,F_749815_2949327,FEE,21,35.0
227566_898603,2102473001,1407.85957095,City of Boston,Bos_2102473001_B27,,,,
230278_900691,2201857000,8939.09484313,City of Boston,Bos_2201857000_B0,F_755522_2954972,FEE,22,35.0
227130_900402,2203649000,2080.90433516,City of Boston,Bos_2203649000_B0,F_745158_2954075,FEE,22,35.0
229575_900949,2200942000,11803.72608893,City of Boston,Bos_2200942000_B0,F_753174_2955809,FEE,22,35.0
228824_899560,2205412000,1452.47168238,City of Boston,Bos_2205412000_B0,F_750717_2951311,FEE,22,35.0
228324_899184,2205153000,1055.82315291,City of Boston,Bos_2205153000_B0,F_749105_2950062,FEE,22,35.0
228104_898933,2205086000,664.11489842,City of Boston,Bos_2205086000_B1,F_748368_2949193,FEE,22,35.0
228089_898912,2205087000,2364.38618527,City of Boston,Bos_2205087000_B0,F_748328_2949196,FEE,22,35.0
228249_898942,2205099000,1985.24461032,City of Boston,Bos_2205099000_B0,F_748845_2949260,FEE,22,35.0
228121_899038,2205061000,2349.97133119,City of Boston,Bos_2205061000_B0,F_748427_2949591,FEE,22,35.0
228174_899011,2205064000,1804.75060128,City of Boston,Bos_2205064000_B0,F_748601_2949487,FEE,22,35.0
228258_898899,2205076000,4405.91813941,City of Boston,Bos_2205076000_B0,F_748877_2949157,FEE,22,35.0
228406_899078,2205123000,1080.02089361,City of Boston,Bos_2205123000_B0,F_749367_2949724,FEE,22,35.0
229486_900932,2200840000,2485.95657115,City of Boston,Bos_2200840000_B0,F_752906_2955811,FEE,22,35.0
228305_899698,2204882000,801.24242646,City of Boston,Bos_2204882000_B0,F_749033_2951758,FEE,22,35.0
230516_900922,2201570000,1394.69383538,City of Boston,Bos_2201570000_B0,F_756290_2955768,FEE,22,35.0
229843_900643,2201714000,842.66369144,City of Boston,Bos_2201714000_B0,F_754083_2954864,FEE,22,35.0
229851_900666,2201716000,899.55519761,City of Boston,Bos_2201716000_B0,F_754105_2954929,FEE,22,35.0
228210_898803,2102467000,9194.77493748,City of Boston,Bos_2102467000_B0,F_748666_2948843,FEE,21,35.0
227598_900675,2203167000,889.66659903,City of Boston,Bos_2203167000_B0,F_746725_2954970,FEE,22,35.0
227000_900011,2203791000,928.27061048,City of Boston,Bos_2203791000_B0,F_744763_2952807,FEE,22,35.0
227299_899817,2204635000,1416.86016719,City of Boston,Bos_2204635000_B0,F_745726_2952155,FEE,22,35.0
230538_900986,2201565000,1343.30473691,City of Boston,Bos_2201565000_B0,F_756353_2955982,FEE,22,35.0
228356_900596,2202591000,1620.7223159,City of Boston,Bos_2202591000_B0,F_749195_2954710,FEE,22,35.0
228357_900647,2202642000,1578.68468086,City of Boston,Bos_2202642000_B0,F_749199_2954873,FEE,22,35.0
228493_900652,2202620000,1175.62005722,City of Boston,Bos_2202620000_B0,F_749646_2954896,FEE,22,35.0
228812_900594,2202607000,5223.23195687,City of Boston,Bos_2202607000_B0,F_750659_2954688,FEE,22,35.0
228396_900616,2202594000,1786.20714875,City of Boston,Bos_2202594000_B0,F_749326_2954760,FEE,22,35.0
232761_899756,2100185000,4642.03758948,City of Boston,Bos_2100185000_B0,F_763646_2951947,FEE,21,35.0
229238_901248,2200590000,1219.83327083,City of Boston,Bos_2200590000_B0,F_752096_2956851,FEE,22,35.0
229366_901183,2200701000,1827.41422615,City of Boston,Bos_2200701000_B0,F_752499_2956613,FEE,22,35.0
229471_901080,2200721000,1174.49689907,City of Boston,Bos_2200721000_B0,F_752845_2956290,FEE,22,35.0
230553_899990,2101574010,53539.09267452,City of Boston,Bos_2101574010_B0,,,,
230134_901415,2201033000,1065.81302668,City of Boston,Bos_2201033000_B0,F_755023_2957390,FEE,22,35.0
230408_901375,2201064000,402.54190669,City of Boston,Bos_2201064000_B1,F_755975_2957237,FEE,22,35.0
230284_901280,2201108000,1029.21715018,City of Boston,Bos_2201108000_B0,,,,
227683_900071,2203859000,1417.71786763,City of Boston,Bos_2203859000_B0,F_746980_2952979,FEE,22,35.0
227556_900054,2203813000,1221.82303132,City of Boston,Bos_2203813000_B0,F_746574_2952937,FEE,22,35.0
227562_900053,2203812000,1566.19551013,City of Boston,Bos_2203812000_B0,F_746597_2952937,FEE,22,35.0
228163_899096,2205015000,452.88992697,City of Boston,Bos_2205015000_B1,F_748531_2949814,FEE,22,35.0
228209_899136,2205020000,420.29093519,City of Boston,Bos_2205020000_B1,F_748717_2949872,FEE,22,35.0
228274_899160,2204975000,1149.19463894,City of Boston,Bos_2204975000_B0,F_748922_2949991,FEE,22,35.0
228236_899051,2205007000,1986.88793268,City of Boston,Bos_2205007000_B0,F_748800_2949653,FEE,22,35.0
228472_899227,2205030000,2032.33243246,City of Boston,Bos_2205030000_B0,F_749582_2950216,FEE,22,35.0
228278_898910,2205075100,2458.96385329,City of Boston,Bos_2205075100_B0,F_748940_2949178,FEE,22,35.0
228300_898957,2205102000,2129.91811454,City of Boston,Bos_2205102000_B0,F_749014_2949311,FEE,22,35.0
228386_899088,2205122000,1118.68221537,City of Boston,Bos_2205122000_B0,F_749301_2949747,FEE,22,35.0
228413_899211,2205136000,1984.31137197,City of Boston,Bos_2205136000_B0,F_749379_2950145,FEE,22,35.0
228784_898529,2102352000,4882.02757447,City of Boston,Bos_2102352000_B0,F_750549_2947883,FEE,21,35.0
228692_900460,2202572006,1372.92792384,City of Boston,Bos_2202572006_B0,F_750306_2954265,FEE,22,35.0
228439_900674,2202637000,451.42255841,City of Boston,Bos_2202637000_B1,F_749461_2954929,FEE,22,35.0
228455_900488,2202577000,388.83077995,City of Boston,Bos_2202577000_B0,F_749482_2954344,FEE,22,35.0
228309_900724,2202662000,869.98581659,City of Boston,Bos_2202662000_B0,F_749036_2955135,FEE,22,35.0
232602_899601,2100130000,3773.87009842,City of Boston,Bos_2100130000_B0,F_763104_2951424,FEE,21,35.0
232500_899552,2100089050,1331.64051466,City of Boston,Bos_2100089050_B0,F_762815_2951286,FEE,21,35.0
232482_899517,2100104000,1355.85950113,City of Boston,Bos_2100104000_B0,F_762722_2951156,FEE,21,35.0
230793_901192,2200206010,1108.30431719,City of Boston,Bos_2200206010_B0,F_757199_2956671,FEE,22,35.0
229272_901221,2200587000,1579.89895755,City of Boston,Bos_2200587000_B0,F_752197_2956748,FEE,22,35.0
228487_899179,2205141000,1508.9480121,City of Boston,Bos_2205141000_B0,F_749622_2950051,FEE,22,35.0
228342_899139,2205148000,1128.29088309,City of Boston,Bos_2205148000_B0,F_749156_2949927,FEE,22,35.0
229117_900989,2200677000,1091.68351017,City of Boston,Bos_2200677000_B0,F_751695_2955993,FEE,22,35.0
232460_899578,2100098000,1418.35695312,City of Boston,Bos_2100098000_B0,F_762669_2951359,FEE,21,35.0
232497_899451,2100115000,23619.54701321,City of Boston,Bos_2100115000_B0,F_762794_2950948,FEE,21,35.0
227368_900919,2203416000,3454.15779264,City of Boston,Bos_2203416000_B0,,,,
227216_900311,2203415000,1521.79727905,City of Boston,Bos_2203415000_B0,F_745482_2953747,FEE,22,35.0
227161_900195,2203383000,1508.44832127,City of Boston,Bos_2203383000_B0,F_745285_2953398,FEE,22,35.0
230501_901309,2200439000,1970.75269696,City of Boston,Bos_2200439000_B1,F_756182_2957074,FEE,22,35.0
227558_900659,2203943020,1246.40094294,City of Boston,Bos_2203943020_B0,F_746575_2954892,FEE,22,35.0
227422_900101,2203801000,20394.9649305,City of Boston,Bos_2203801000_B0,F_746174_2953091,FEE,22,35.0
228370_899581,2204924000,1677.49706284,City of Boston,Bos_2204924000_B0,F_749250_2951382,FEE,22,35.0
228456_899435,2204941000,1168.85653083,City of Boston,Bos_2204941000_B0,F_749521_2950865,FEE,22,35.0
228209_899658,2204958010,1335.50739687,City of Boston,Bos_2204958010_B0,F_748694_2951635,FEE,22,35.0
228187_899876,2205178000,1723.5681098,City of Boston,Bos_2205178000_B0,F_748643_2952333,FEE,22,35.0
228694_899649,2205425020,932.70240131,City of Boston,Bos_2205425020_B0,F_750308_2951590,FEE,22,35.0
228572_899703,2205471000,15710.05077687,City of Boston,Bos_2205471000_B0,F_749943_2951734,FEE,22,35.0
228922_899599,2205365000,1637.73965261,City of Boston,Bos_2205365000_B0,F_751038_2951435,FEE,22,35.0
228857_899569,2205349000,707.61883957,City of Boston,Bos_2205349000_B0,F_750848_2951332,FEE,22,35.0
227925_899600,2205321000,1508.56099341,City of Boston,Bos_2205321000_B0,F_747769_2951434,FEE,22,35.0
227665_899407,2205565000,905.06801421,City of Boston,Bos_2205565000_B0,F_746934_2950796,FEE,22,35.0
227926_899691,2205333000,2460.58141692,City of Boston,Bos_2205333000_B0,F_747796_2951740,FEE,22,35.0
227886_899609,2205323000,470.69341962,City of Boston,Bos_2205323000_B1,F_747622_2951486,FEE,22,35.0
228915_899583,2205366000,1361.70453945,City of Boston,Bos_2205366000_B0,F_751014_2951384,FEE,22,35.0
228811_899608,2205384000,1227.9361102,City of Boston,Bos_2205384000_B0,F_750680_2951476,FEE,22,35.0
228833_899580,2205410000,1413.3885993,City of Boston,Bos_2205410000_B0,F_750746_2951375,FEE,22,35.0
227084_900484,2203586000,1549.93198756,City of Boston,Bos_2203586000_B0,F_745012_2954345,FEE,22,35.0
227077_900474,2203587000,1658.16255852,City of Boston,Bos_2203587000_B0,F_744989_2954313,FEE,22,35.0
227142_900502,2203664000,1559.99714138,City of Boston,Bos_2203664000_B0,F_745227_2954381,FEE,22,35.0
230614_901094,2201609000,1608.9974952,City of Boston,Bos_2201609000_B0,F_756596_2956335,FEE,22,35.0
227106_899689,2204565004,986.12614982,City of Boston,Bos_2204565004_B0,F_745103_2951712,FEE,22,35.0
227341_899727,2204577000,1140.70496992,City of Boston,Bos_2204577000_B0,F_745860_2951840,FEE,22,35.0
227422_899637,2204597000,1369.65489149,City of Boston,Bos_2204597000_B0,F_746140_2951567,FEE,22,35.0
227377_899788,2204629000,853.6571997,City of Boston,Bos_2204629000_B0,F_745993_2952057,FEE,22,35.0
227389_899888,2204643000,1620.5524314,City of Boston,Bos_2204643000_B0,F_746033_2952373,FEE,22,35.0
227857_899864,2204677000,1399.88371787,City of Boston,Bos_2204677000_B0,F_747555_2952293,FEE,22,35.0
228786_899254,2102674000,2026.3006452,City of Boston,Bos_2102674000_B0,F_750606_2950301,FEE,21,35.0
228576_899362,2102554000,2473.14523257,City of Boston,Bos_2102554000_B0,F_749927_2950657,FEE,21,35.0
228983_899119,2102630000,1636.4866696,City of Boston,Bos_2102630000_B0,F_751258_2949883,FEE,21,35.0
228907_899237,2102714000,2210.60255657,City of Boston,Bos_2102714000_B0,F_751015_2950264,FEE,21,35.0
227932_900038,2204065000,1559.83601966,City of Boston,Bos_2204065000_B0,F_747815_2952866,FEE,22,35.0
228109_900118,2204081000,1855.02683447,City of Boston,Bos_2204081000_B0,F_748389_2953095,FEE,22,35.0
228222_900190,2204160000,1846.65543562,City of Boston,Bos_2204160000_B0,F_748760_2953340,FEE,22,35.0
227861_900072,2204157000,2317.98490339,City of Boston,Bos_2204157000_B0,F_747583_2952980,FEE,22,35.0
227423_899959,2204769000,1596.12730076,City of Boston,Bos_2204769000_B0,F_746131_2952598,FEE,22,35.0
227602_899896,2204783000,1017.78299529,City of Boston,Bos_2204783000_B0,F_746714_2952384,FEE,22,35.0
228260_900394,2204291000,1429.90074033,City of Boston,Bos_2204291000_B0,F_748895_2954031,FEE,22,35.0
228275_900457,2204351000,1349.86952433,City of Boston,Bos_2204351000_B0,F_748936_2954264,FEE,22,35.0
228026_900257,2204377000,426.33914855,City of Boston,Bos_2204377000_B1,F_748104_2953629,FEE,22,35.0
228109_900169,2204411000,395.9506532,City of Boston,Bos_2204411000_B1,F_748403_2953263,FEE,22,35.0
228102_900148,2204412000,232.0862705,City of Boston,Bos_2204412000_B0,F_748352_2953266,FEE,22,35.0
227271_899915,2204499000,993.74635812,City of Boston,Bos_2204499000_B0,F_745629_2952479,FEE,22,35.0
227123_899907,2204512000,1396.05727302,City of Boston,Bos_2204512000_B0,F_745156_2952446,FEE,22,35.0
227114_899773,2204563000,3592.69235146,City of Boston,Bos_2204563000_B8,F_744836_2952072,FEE,22,35.0
228297_899718,2204885000,892.59429094,City of Boston,Bos_2204885000_B0,F_749001_2951824,FEE,22,35.0
228504_899824,2204912001,1739.57456337,City of Boston,Bos_2204912001_B0,F_749692_2952165,FEE,22,35.0
227507_899593,2205629000,1909.63662564,City of Boston,Bos_2205629000_B0,F_746405_2951405,FEE,22,35.0
230503_900183,2100832000,485.92936985,City of Boston,Bos_2100832000_B1,F_756244_2953380,FEE,21,35.0
230205_900094,2100911000,1487.48334072,City of Boston,Bos_2100911000_B0,F_755282_2953057,FEE,21,35.0
230019_900062,2100973000,1817.1767559,City of Boston,Bos_2100973000_B0,F_754653_2952949,FEE,21,35.0
230615_900525,2100508000,1829.76724395,City of Boston,Bos_2100508000_B0,F_756603_2954465,FEE,21,35.0
228504_900504,2202531000,908.46341095,City of Boston,Bos_2202531000_B0,F_749688_2954405,FEE,22,35.0
228741_900612,2202613000,1288.44259469,City of Boston,Bos_2202613000_B0,F_750462_2954759,FEE,22,35.0
228734_900799,2202711000,515.31063625,City of Boston,Bos_2202711000_B1,F_750414_2955308,FEE,22,35.0
228672_901098,2202753000,276.81974555,City of Boston,Bos_2202753000_B1,F_750142_2956211,FEE,22,35.0
227973_900770,2202784000,1817.29662404,City of Boston,Bos_2202784000_B0,F_747950_2955263,FEE,22,35.0
228217_899524,2204956002,2420.04878087,City of Boston,Bos_2204956002_B0,F_748753_2951174,FEE,22,35.0
228063_899645,2205208000,1471.73441387,City of Boston,Bos_2205208000_B0,F_748240_2951575,FEE,22,35.0
229020_899182,2102641000,504.34409224,City of Boston,Bos_2102641000_B1,F_751371_2950102,FEE,21,35.0
228958_899276,2102704000,3619.09231909,City of Boston,Bos_2102704000_B0,F_751195_2950392,FEE,21,35.0
227421_899038,2205652009,1654.1817662,City of Boston,Bos_2205652009_B0,F_746123_2949596,FEE,22,35.0
227566_899909,2204780000,978.71786303,City of Boston,Bos_2204780000_B0,F_746594_2952428,FEE,22,35.0
228331_900274,2204228000,1332.7492197,City of Boston,Bos_2204228000_B0,F_749114_2953633,FEE,22,35.0
228188_900073,2204208000,404.90222061,City of Boston,Bos_2204208000_B1,F_748687_2952968,FEE,22,35.0
228193_900245,2204252000,229.02495077,City of Boston,Bos_2204252000_B1,F_748647_2953524,FEE,22,35.0
228376_900336,2204266000,1235.49275865,City of Boston,Bos_2204266000_B0,F_749270_2953842,FEE,22,35.0
230503_900198,2100832000,1451.94794689,City of Boston,Bos_2100832000_B0,F_756244_2953380,FEE,21,35.0
228029_900394,2203085000,1591.24298299,City of Boston,Bos_2203085000_B0,F_748120_2954022,FEE,22,35.0
230448_900125,2100861000,7591.00686343,City of Boston,Bos_2100861000_B0,F_756062_2953144,FEE,21,35.0
230533_900116,2100816000,3683.09210248,City of Boston,Bos_2100816000_B0,F_756340_2953132,FEE,21,35.0
227930_899614,2205320000,1506.93133968,City of Boston,Bos_2205320000_B0,F_747787_2951481,FEE,22,35.0
227976_899646,2205202000,1478.85064424,City of Boston,Bos_2205202000_B0,F_747953_2951593,FEE,22,35.0
228001_899675,2205204000,1458.05182766,City of Boston,Bos_2205204000_B0,F_748038_2951669,FEE,22,35.0
228365_899748,2204863005,1561.97597937,City of Boston,Bos_2204863005_B0,F_749217_2951884,FEE,22,35.0
228347_899757,2204863050,1847.51902801,City of Boston,Bos_2204863050_B0,F_749121_2951843,FEE,22,35.0
228321_899617,2204927002,833.34136316,City of Boston,Bos_2204927002_B0,F_749087_2951491,FEE,22,35.0
228067_899611,2205196000,1596.56658277,City of Boston,Bos_2205196000_B0,F_748264_2951476,FEE,22,35.0
230627_900559,2100529000,1336.81355683,City of Boston,Bos_2100529000_B0,F_756646_2954574,FEE,21,35.0
230774_900441,2100540000,1540.81471476,City of Boston,Bos_2100540000_B1,F_757065_2954189,FEE,21,35.0
230343_900452,2100646000,871.14890962,City of Boston,Bos_2100646000_B1,F_755703_2954271,FEE,21,35.0
230297_900506,2100670000,5563.53190441,City of Boston,Bos_2100670000_B0,F_755565_2954408,FEE,21,35.0
229106_900993,2200677002,1174.95943591,City of Boston,Bos_2200677002_B0,F_751662_2956007,FEE,22,35.0
229098_900994,2200678000,1064.97984748,City of Boston,Bos_2200678000_B0,F_751633_2956017,FEE,22,35.0
229319_901189,2200697000,1652.44156243,City of Boston,Bos_2200697000_B0,F_752354_2956639,FEE,22,35.0
228763_899668,2205456000,684.68668783,City of Boston,Bos_2205456000_B1,F_750547_2951663,FEE,22,35.0
228672_899774,2205489000,929.1894312,City of Boston,Bos_2205489000_B0,F_750239_2952011,FEE,22,35.0
228645_899877,2205498000,3628.14319644,City of Boston,Bos_2205498000_B0,F_750155_2952319,FEE,22,35.0
227931_898710,2102453000,1133.38174742,City of Boston,Bos_2102453000_B0,F_747793_2948518,FEE,21,35.0
228319_898877,2102486000,1841.19320967,City of Boston,Bos_2102486000_B0,F_749077_2949060,FEE,21,35.0
228856_899083,2102588000,976.80039622,City of Boston,Bos_2102588000_B0,F_750835_2949748,FEE,21,35.0
227561_899290,2205556000,1129.73750165,City of Boston,Bos_2205556000_B0,F_746603_2950382,FEE,22,35.0
229911_901422,2200863060,4863.41938034,City of Boston,Bos_2200863060_B0,,,,
228497_899927,2202405010,3941.49604874,City of Boston,Bos_2202405010_B0,F_749679_2952539,FEE,22,35.0
228446_899984,2202453000,1778.67633428,City of Boston,Bos_2202453000_B0,F_749478_2952696,FEE,22,35.0
228470_900064,2202455000,1600.52691809,City of Boston,Bos_2202455000_B0,F_749571_2952972,FEE,22,35.0
228596_900143,2202467000,2651.73961543,City of Boston,Bos_2202467000_B0,F_750005_2953226,FEE,22,35.0
228591_900274,2202497000,19361.9408505,City of Boston,Bos_2202497000_B0,F_750112_2953767,FEE,22,35.0
228449_899388,2204943000,1130.94067548,City of Boston,Bos_2204943000_B1,F_749578_2950784,FEE,22,35.0
230261_900800,2201336000,7433.53142242,City of Boston,Bos_2201336000_B0,F_755451_2955373,FEE,22,35.0
230695_900435,2100542000,13683.36676204,City of Boston,Bos_2100542000_B0,F_756914_2954218,FEE,21,35.0
230507_900570,2100460000,1385.44647874,City of Boston,Bos_2100460000_B0,F_756250_2954621,FEE,21,35.0
231033_900312,2100474000,30595.94584584,City of Boston,Bos_2100474000_B0,F_757979_2953772,FEE,21,35.0
230291_900569,2100673000,5976.21735971,City of Boston,Bos_2100673000_B0,F_755546_2954616,FEE,21,35.0
230377_900520,2100697000,2049.26190327,City of Boston,Bos_2100697000_B0,F_755824_2954449,FEE,21,35.0
230252_900501,2100719000,8403.99154652,City of Boston,Bos_2100719000_B0,F_755373_2954391,FEE,21,35.0
228492_900277,2202507000,1053.52532356,City of Boston,Bos_2202507000_B0,F_749654_2953670,FEE,22,35.0
228532_900164,2202471000,2429.23859988,City of Boston,Bos_2202471000_B0,F_749775_2953284,FEE,22,35.0
229603_901326,2200817000,1203.35578325,City of Boston,Bos_2200817000_B0,F_753313_2957088,FEE,22,35.0
229693_901188,2200897000,1376.66086462,City of Boston,Bos_2200897000_B0,F_753578_2956647,FEE,22,35.0
229664_901113,2200910000,798.27698261,City of Boston,Bos_2200910000_B0,F_753479_2956401,FEE,22,35.0
229667_901269,2200873000,983.40965403,City of Boston,Bos_2200873000_B0,F_753508_2956913,FEE,22,35.0
230209_901466,2201006000,5568.59463911,City of Boston,Bos_2201006000_B0,,,,
229617_901048,2200923000,1433.65182836,City of Boston,Bos_2200923000_B0,F_753335_2956197,FEE,22,35.0
228149_899818,2205169000,1982.32951101,City of Boston,Bos_2205169000_B0,F_748518_2952151,FEE,22,35.0
228197_899770,2205188000,1864.60955723,City of Boston,Bos_2205188000_B0,F_748684_2951991,FEE,22,35.0
228352_899687,2204877000,1602.39900006,City of Boston,Bos_2204877000_B0,F_749190_2951732,FEE,22,35.0
229915_900694,2201803000,1024.98139881,City of Boston,Bos_2201803000_B0,F_754332_2955014,FEE,22,35.0
229985_900669,2201825000,15751.62239669,City of Boston,Bos_2201825000_B0,F_754550_2954941,FEE,22,35.0
230031_900530,2201828000,3236.74819274,City of Boston,Bos_2201828000_B0,F_754714_2954478,FEE,22,35.0
232573_899793,2100260000,1228.11015318,City of Boston,Bos_2100260000_B0,F_763028_2952078,FEE,21,35.0
232131_900166,2100392000,30282.66635659,City of Boston,Bos_2100392000_B0,F_761541_2953208,FEE,21,35.0
230815_900525,2100484000,1035.62062703,City of Boston,Bos_2100484000_B0,F_757266_2954468,FEE,21,35.0
230446_900633,2100465000,8883.80245161,City of Boston,Bos_2100465000_B1,F_755996_2954820,FEE,21,35.0
230524_900576,2100459000,1048.76658336,City of Boston,Bos_2100459000_B0,F_756311_2954635,FEE,21,35.0
230032_901221,2201166000,1831.62394558,City of Boston,Bos_2201166000_B0,F_754699_2956747,FEE,22,35.0
230097_901299,2201176000,727.66806493,City of Boston,Bos_2201176000_B2,F_754861_2956941,FEE,22,35.0
230937_900289,2100477000,75188.58177585,City of Boston,Bos_2100477000_B0,F_757665_2953810,FEE,21,35.0
231289_900251,2100409000,17617.42728444,City of Boston,Bos_2100409000_B0,F_758826_2953587,FEE,21,35.0
230903_900544,2100421000,1666.97650742,City of Boston,Bos_2100421000_B0,F_757548_2954522,FEE,21,35.0
228729_898537,2102356000,8244.67628224,City of Boston,Bos_2102356000_B0,F_750489_2947986,FEE,21,35.0
230099_900867,2201322000,1768.14470804,City of Boston,Bos_2201322000_B0,F_754905_2955598,FEE,22,35.0
227992_898737,2102456000,1032.98695239,City of Boston,Bos_2102456000_B0,F_748008_2948600,FEE,21,35.0
227950_898744,2102451000,1894.40709144,City of Boston,Bos_2102451000_B0,F_747862_2948628,FEE,21,35.0
227945_898762,2102451000,831.35132312,City of Boston,Bos_2102451000_B1,F_747862_2948628,FEE,21,35.0
227461_898593,2102473001,1408.44228206,City of Boston,Bos_2102473001_B36,,,,
228375_898884,2102489000,2045.73548344,City of Boston,Bos_2102489000_B0,F_749254_2949087,FEE,21,35.0
228340_898882,2102487000,2202.26072952,City of Boston,Bos_2102487000_B0,F_749148_2949069,FEE,21,35.0
228522_898782,2102497000,6424.90233877,City of Boston,Bos_2102497000_B0,F_749744_2948748,FEE,21,35.0
228491_898924,2102511001,1680.42637822,City of Boston,Bos_2102511001_B0,F_749642_2949234,FEE,21,35.0
229899_900711,2201723000,864.81768824,City of Boston,Bos_2201723000_B0,F_754242_2955092,FEE,22,35.0
229879_900663,2201724020,875.35796103,City of Boston,Bos_2201724020_B0,F_754165_2954928,FEE,22,35.0
229986_900493,2201814000,920.70743833,City of Boston,Bos_2201814000_B0,F_754538_2954378,FEE,22,35.0
230153_901096,2201192000,2022.31721874,City of Boston,Bos_2201192000_B0,F_755092_2956356,FEE,22,35.0
230019_900953,2201252000,1530.49510926,City of Boston,Bos_2201252000_B0,F_754677_2955884,FEE,22,35.0
229967_901009,2201268000,1279.85518297,City of Boston,Bos_2201268000_B0,F_754480_2956047,FEE,22,35.0
230382_900875,2201349000,1165.16876903,City of Boston,Bos_2201349000_B0,F_755838_2955609,FEE,22,35.0
230029_901036,2201215000,2276.4483188,City of Boston,Bos_2201215000_B0,F_754691_2956158,FEE,22,35.0
229943_901096,2201231000,1262.87186584,City of Boston,Bos_2201231000_B0,F_754408_2956338,FEE,22,35.0
229981_901106,2201234000,1219.80419499,City of Boston,Bos_2201234000_B0,F_754533_2956387,FEE,22,35.0
230065_900832,2201298000,2185.25276344,City of Boston,Bos_2201298000_B0,F_754809_2955490,FEE,22,35.0
230322_901333,2201090000,823.12756085,City of Boston,Bos_2201090000_B0,F_755642_2957122,FEE,22,35.0
230293_901317,2201105000,1020.91361354,City of Boston,Bos_2201105000_B0,F_755546_2957068,FEE,22,35.0
230206_901392,2201027000,574.34287333,City of Boston,Bos_2201027000_B0,F_755279_2957308,FEE,22,35.0
230357_900928,2201377000,1293.72349573,City of Boston,Bos_2201377000_B0,F_755760_2955785,FEE,22,35.0
230248_900974,2201384000,866.09393302,City of Boston,Bos_2201384000_B0,F_755405_2955938,FEE,22,35.0
230324_901062,2201447010,1534.3190038,City of Boston,Bos_2201447010_B0,F_755640_2956268,FEE,22,35.0
232438_899538,2100109000,1376.85962861,City of Boston,Bos_2100109000_B0,F_762601_2951236,FEE,21,35.0
232486_899490,2100118000,2361.89335779,City of Boston,Bos_2100118000_B0,F_762756_2951053,FEE,21,35.0
228289_900318,2204284000,942.46876827,City of Boston,Bos_2204284000_B0,F_748972_2953799,FEE,22,35.0
230268_901179,2201133000,972.83310538,City of Boston,Bos_2201133000_B0,F_755456_2956609,FEE,22,35.0
230268_901239,2201137000,1098.87426904,City of Boston,Bos_2201137000_B0,F_755464_2956816,FEE,22,35.0
230063_901381,2201038000,1600.12311669,City of Boston,Bos_2201038000_B0,F_754796_2957284,FEE,22,35.0
230318_901315,2201093000,835.7477776,City of Boston,Bos_2201093000_B0,F_755629_2957063,FEE,22,35.0
230192_901267,2201154000,1965.7071561,City of Boston,Bos_2201154000_B0,F_755195_2956867,FEE,22,35.0
228154_900421,2204360000,1045.70457547,City of Boston,Bos_2204360000_B0,F_748546_2954132,FEE,22,35.0
226933_899902,2204524000,973.02165198,City of Boston,Bos_2204524000_B0,F_744528_2952428,FEE,22,35.0
228436_900247,2204237000,1325.28726826,City of Boston,Bos_2204237000_B0,F_749464_2953558,FEE,22,35.0
228433_900432,2204319000,1391.97173861,City of Boston,Bos_2204319000_B0,F_749447_2954152,FEE,22,35.0
232600_899577,2100128000,2563.57533251,City of Boston,Bos_2100128000_B0,F_763126_2951359,FEE,21,35.0
232534_899779,2100266000,1190.43845567,City of Boston,Bos_2100266000_B0,F_762898_2952041,FEE,21,35.0
232768_899848,2100287000,8878.23705597,City of Boston,Bos_2100287000_B0,F_763672_2952247,FEE,21,35.0
232666_899663,2100157000,1277.15148148,City of Boston,Bos_2100157000_B0,F_763341_2951633,FEE,21,35.0
232745_899755,2100186000,1788.08181149,City of Boston,Bos_2100186000_B0,F_763595_2951946,FEE,21,35.0
232694_899735,2100193000,1775.72183176,City of Boston,Bos_2100193000_B0,F_763425_2951892,FEE,21,35.0
232436_899648,2100226000,1435.49796249,City of Boston,Bos_2100226000_B0,F_762579_2951603,FEE,21,35.0
230526_900338,2100634000,1599.39946978,City of Boston,Bos_2100634000_B0,F_756321_2953866,FEE,21,35.0
230516_900342,2100635010,4357.96965612,City of Boston,Bos_2100635010_B0,F_756285_2953867,FEE,21,35.0
230177_900544,2100709001,3723.699871,City of Boston,Bos_2100709001_B0,F_755173_2954509,FEE,21,35.0
